"b_no_choice_a","b_powertrainbev_a","b_powertrainhev_a","b_range_bev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainhev_b","b_range_bev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainhev_c","b_range_bev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","b_no_choice_d","b_powertrainbev_d","b_powertrainhev_d","b_range_bev_d","b_mileage_d","b_age_d","b_operating_cost_d","b_price_d","delta_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_ev_neighbor_b","gamma_knowledge_ev_b","gamma_knowledge_subsidy_b","gamma_veh_refuel_b","gamma_veh_range_b","delta_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_ev_charge_c","gamma_hhincome_c","gamma_ev_neighbor_c","gamma_knowledge_ev_c","gamma_knowledge_subsidy_c","gamma_veh_refuel_c","gamma_veh_range_c","delta_d","gamma_EV_benefit_d","gamma_EV_anxiety_d","gamma_ev_charge_d","gamma_hhincome_d","gamma_ev_neighbor_d","gamma_knowledge_ev_d","gamma_knowledge_subsidy_d","gamma_veh_refuel_d","gamma_veh_range_d","gamma_suv_b","gamma_suv_c","gamma_suv_d","logLike"
-5.23739364252466,-4.09654935033697,-2.08664476680004,0.274034986362686,-0.269914932171549,-0.0433776377505273,-0.588747052167326,-1.29702427876072,-7.22981024533138,0.173269562998026,1.10051906547778,0.880892696958506,-0.229495865170152,-0.106376227816293,-1.29125827720749,-1.57263022088434,-7.71214696817734,-2.9828319467233,-0.0204837653301092,0.46721722742041,-0.268282999985337,-0.109868440357245,-0.860290276922155,-1.19251494984028,0,0,0,0,0,0,0,0,-1.50877910239283,1.56830938096082,-0.553316653956176,0.0351672969380669,0.136463178813605,0.413438469196855,-0.612898991983686,0.706428596449515,0.0432066777530602,0.356395737979222,-0.113554319805483,0.381070081293424,-0.113293775264132,0.0797972655913094,0.0240528337576135,0.346369826853578,-0.53560735864603,0.482995253509985,0.0609952724342813,0.257871972484758,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,-8952.72782982114
-5.24321759020405,-4.21030402735492,-2.11531174150671,0.214990530904043,-0.269141328673838,-0.0432864091744105,-0.580167292397625,-1.29434225509177,-7.25688425727588,0.165324103356441,1.11575930661394,0.871280781580811,-0.226747877842091,-0.104609761367591,-1.27496477042223,-1.5692140320587,-7.73433973494603,-3.00571046526185,-0.0101756462096152,0.458514957576298,-0.2659375312236,-0.108533645170786,-0.846853141838967,-1.19058003296982,-0.0114659321985716,-0.0182778161924003,0.0197304979065746,-0.00623060608780174,-0.000174039827773442,-0.000548589825314801,0.00872218262587603,-0.000674775774379243,-1.46394309195848,1.59987399996149,-0.556629668006142,0.0402671857752924,0.190224541114799,0.455394597584019,-0.565962207153154,0.749925295771537,0.0483887744433641,0.368539678990895,-0.0532978744159936,0.377684803548438,-0.0983047042777282,0.132412196437802,0.0321710233411646,0.403150908912464,-0.477229815398292,0.533945270653103,0.0675292866262068,0.275469789814793,0.21251271452781,0.311228136741607,0.279892873974546,0.222094143922513,0.291296756802935,0.230104068395678,0.218177236170359,0.235234341670951,-0.0111259708999375,-0.0251982914648553,0.0217349529848924,0.0616646281159306,-0.0823450373517092,-8678.31038924125
-5.2164112767285,-4.29175710459803,-2.20868570557212,0.327197821771415,-0.263552167268683,-0.048901695825273,-0.61022852206943,-1.25185271916439,-7.14623850517335,0.243664192395024,1.0212505014386,0.720632730327948,-0.212895113429862,-0.0978796514861533,-1.19488109872467,-1.49857687311127,-7.53527586992835,-3.00727508351129,-0.071187686757682,0.442001313074729,-0.24359701439036,-0.0988228368050951,-0.841552836858468,-1.17512461246664,-0.226238761974185,-0.12193580223365,0.168164453457125,0.00348404191016585,-0.0290957942290978,-0.0267246356734572,0.0525945814816299,-0.0243901387935268,-1.24813560129767,1.60763490138121,-0.448311685281979,0.046924447909954,0.32722424259375,0.367615138798536,-0.494738805343466,0.672904771849884,0.0331237522216587,0.342713602551437,0.120096932704126,0.40958678983401,-0.067354443431919,0.0481227601401137,0.0331428199734271,0.445482213459998,-0.538522887333612,0.412752905807712,0.0437676754114004,0.274795326331797,-0.400003799849401,0.399263458016447,0.223605245874285,0.132661961609247,0.26816519993841,0.18236586011807,0.0182187851725137,0.251808138397233,-0.0220996625781633,-0.116390857551077,-0.275110028494384,0.122133779697634,-0.239909266386401,-8197.77257825329
-5.30587343550728,-5.49839147545395,-2.33788442573479,0.950634331804646,-0.289735604173954,-0.065166559242433,-0.711242277463343,-1.08317255230021,-6.75312008832978,0.244730548674468,0.820511207203521,0.353811315595598,-0.193365173973478,-0.0997542467972357,-1.04837242980909,-1.25593425770372,-8.87211796395696,-3.76643903405364,-0.066136375663861,0.507895198748972,-0.286710796176727,-0.112625727567154,-0.802728419630934,-1.40742623827115,-0.773043217915078,-0.187282880788657,0.563505005546127,-0.0602138281336059,-0.108070772565769,-0.102748877133357,0.0204457236973214,-0.0101876254497441,-0.31438250142935,1.49377711169462,-0.293196391734523,0.0149335144451635,0.569883173056133,0.472622567287226,-0.289357128512815,0.596997499650778,0.0459006380763554,0.102920742213469,0.164321005668233,0.445541063780834,-0.065462805216029,-0.00357773657959217,-0.0094119888983204,0.644369047420366,-0.477406703681812,0.47273613750183,0.0302236731105471,0.165424245853147,-1.56441831439828,0.599856672533375,0.059001955068306,0.070517396937162,0.102537883886022,0.0531207392930994,-0.12041980146419,0.606506832397861,0.0310818074934771,-0.139970627636966,-0.446217563404307,0.313305839548989,-0.174677521329868,-7785.43824134149
-5.51985646218284,-5.28166065675441,-2.35137692400233,0.823746328353407,-0.307765461324531,-0.102617889167672,-0.809537061311127,-0.993594533153717,-7.18359579391645,0.081707794463131,0.839233867317185,0.415090546412409,-0.222761956198753,-0.111864061707978,-1.14416337582262,-1.29534521784761,-9.31981694309222,-4.21599667595225,-0.0283571958114787,0.563978158916766,-0.318511216824608,-0.123989314693741,-0.718624311310261,-1.4447544473393,-1.47312065071786,-0.158382956799084,0.880530671760342,-0.135941630064553,-0.197095215002646,-0.0882596629939773,-0.0218458609840124,-0.189022591144985,-0.468536055411109,1.54427145003939,-0.342121939256149,0.0171477135992277,0.355092243564273,0.636536265196472,-0.226435829412075,0.45276150947789,0.0584300444060694,0.0805212576048647,0.0477548360075908,0.401297832345933,-0.0314947742392597,-0.0998416770050367,0.00302086687514394,0.620137314424758,-0.436453311253054,0.271820794600001,0.0200215814851287,0.176639639630508,-1.99317875542471,1.27404996567314,-0.0127391890537731,0.0494069287738592,-0.0426396582894016,0.440333030668796,-0.103299495657416,0.523779299182192,0.0572723904185596,0.19589812766776,-0.207170855371123,0.257522667694574,0.456786078171371,-7730.77005760371
-5.64478889420339,-5.20581962908556,-2.41653536360232,0.717111201728485,-0.32300894611419,-0.113644042281361,-0.840149176792055,-0.949794713474075,-7.52272830752511,-0.000345641190905674,0.834482665105778,0.448416096509913,-0.243206138472441,-0.11870206398103,-1.20761640510279,-1.32367710169582,-9.61173880639658,-4.51158930516229,-0.0492011003628507,0.558933634168221,-0.337840433190847,-0.131148970597473,-0.720909199399446,-1.42967045092547,-0.948604291152698,-0.710341510345242,1.28186787720299,0.356771059336858,-0.223494436104846,-0.109175578072513,0.376597600497656,-0.258020202155699,-0.423783573414337,1.55389334429857,-0.345331498977959,0.0233501569949062,0.209175685583773,0.663189126323942,-0.187423707703306,0.387355705305329,0.0569186843729514,0.0811286694113077,-0.02367302981608,0.35757690386266,0.00666411837104177,-0.158661720879155,0.0201561059080096,0.570738936962794,-0.396989418402947,0.148215263000946,0.0232302884535513,0.1870639340652,-1.72215842761266,1.01592676389618,-0.0992895468214063,-0.207394739391262,-0.0297109542252432,0.392472475898369,0.0163160192013821,0.507708473882803,0.0637197188815441,0.248902626081828,-0.245613038480125,0.0858204046643231,0.619504414645997,-7702.70731234038
-5.74126245935211,-5.30125861645313,-2.54669558226571,0.69892524335718,-0.331210217387887,-0.11580798110633,-0.849125350360803,-0.92261479154364,-7.66020070015637,-0.0177506750707002,0.796353445946783,0.417492703396732,-0.248996771186003,-0.120597379303855,-1.20808205358971,-1.30713663748449,-9.99093326311413,-4.80845288380467,-0.0863080132792198,0.552533100254824,-0.360534592750886,-0.137729226498367,-0.743106585040773,-1.42065342391513,-0.814121841332597,-0.729242940445651,1.47549394221838,0.408331269186995,-0.198802266904898,-0.0971104741047939,0.393877639219498,-0.372554714898594,-0.180927384880072,1.56384216582023,-0.316238081497065,0.0164156313410261,0.241556922055023,0.715462697860083,-0.164531608257484,0.430590332802309,0.0444111514716643,0.0532076261817564,0.00101683510557837,0.350099603920339,0.0198634649647857,-0.127838999120503,0.0217593404780404,0.593327503554887,-0.400359343430093,0.148788312258852,0.024854472287157,0.174494908606688,-1.47059677686088,0.9367705956733,-0.0633047360891917,-0.043091688270631,-0.0494599454470274,0.495450551379552,0.308391854353278,0.582022645611609,0.0558072379057655,0.226925312117659,-0.304539067320902,0.0387106192844605,0.380773373061991,-7684.41346724451
-5.93274253564075,-5.45338848060998,-2.8706016410546,0.623459381556743,-0.344314220234125,-0.119600432237194,-0.882834296869449,-0.864464280245898,-7.84556931378729,-0.0396563310550911,0.72664753143065,0.354009552886765,-0.254418745688621,-0.120957616644958,-1.17861597408658,-1.27142645142025,-10.4657711396163,-5.31066517219706,-0.151520693275946,0.552566525807713,-0.395317038746351,-0.146615110364096,-0.77438114353329,-1.36295834435348,-0.853736871884745,-0.912558606824673,1.69324919763465,0.523906666561572,-0.152295824099818,-0.0818173644624627,0.297954060692672,-0.617387635025959,0.204115182305626,1.60543275707703,-0.263051537795166,0.00489217764974706,0.30930144493987,0.819407662781988,-0.128224454473127,0.521448641665789,0.0278665025072329,0.0114878267407568,0.0351769404887059,0.359371484595195,0.0451870300076201,-0.0758093222029946,0.0211210972701559,0.647311862048385,-0.397843352657973,0.1693718420379,0.0268725458630819,0.161298765597153,-0.873604681936564,0.807897471921413,0.000421955393831233,0.229006766080542,-0.0778737015160701,0.645785186907586,0.595678442807147,0.656083385957172,0.0409710949702554,0.176856459648045,-0.352653969736953,0.034247208799391,0.0685660632293596,-7668.64624395409
-5.86276530008677,-5.48296224497391,-2.97563474197714,0.617055704318406,-0.341942139418877,-0.109040373611352,-0.857268058138856,-0.869918778928999,-7.81329025267102,-0.00484574617467586,0.729940042235823,0.353230521326109,-0.248520378701406,-0.118666950699217,-1.16374710656138,-1.27841735040615,-10.0626326609642,-5.02733598172836,-0.164651526216313,0.538632833181387,-0.371190940561205,-0.139657995159467,-0.799154550564918,-1.33194342561819,-1.06662758969524,-0.889979240792097,1.43953775816,0.473345391784152,-0.185507962901248,-0.0701788211436639,0.233856349235631,-0.564015438620736,0.200072681061155,1.65455348511989,-0.261517107932728,0.00399405872393963,0.404196276418408,0.819268301262372,-0.148268618238587,0.525516134225071,0.0315927836967207,0.0176942621291007,0.0837440904905891,0.400940601832368,0.0390848351373714,-0.00748787551021994,0.0135666934526061,0.66884406606602,-0.380694700354561,0.190134735748649,0.0272524258829034,0.169850306440503,-0.501404251158163,0.978457519139748,0.0470715347385067,0.341180103286438,-0.0557021477949521,0.646100447916017,0.345821673223023,0.418245953606614,0.0306548002057257,0.114517218739227,-0.394618816589604,0.0699294236057795,0.0427440265244304,-7663.25561844245
-5.69896552054328,-5.32714702344949,-3.07824690589694,0.470009971106049,-0.341597952092877,-0.107833574948129,-0.818822390484371,-0.817804321500594,-7.51045602997483,0.0394028635117779,0.767293875542562,0.338056811825923,-0.240981945181481,-0.113002321191678,-1.08524977158974,-1.23664964595337,-9.51111416915776,-4.8748008791208,-0.116990627435387,0.546602478380546,-0.360978379130894,-0.135281974870045,-0.731733517618143,-1.24749294370737,-2.10981030100855,-1.43530362739114,1.14543833721042,0.553059427646539,-0.169074629370319,-0.0975715672178458,-0.100658028859461,-0.769297308982625,0.0701480126809231,1.65977457088629,-0.258071382095844,0.0155713571972978,0.346277224463955,0.781428239682996,-0.111077523305432,0.473437158554296,0.0296623152508131,0.0407122952197794,0.0462033014869415,0.429689538765641,0.0408898045564096,-0.021699932883486,0.0179825097677477,0.616425777106204,-0.356789938783305,0.193300184722044,0.0186186129510825,0.191742095410218,-1.02941189122225,0.853175833931202,-0.00247663993585951,0.117462854353073,-0.029877172645831,0.539313780830786,0.24140666982506,0.520015609115685,0.0277357742978044,0.193100050364079,-0.217733258272331,0.19197514499977,0.175907609836953,-7640.63156121591
