"b_no_choice_a","b_powertrainbev_a","b_powertrainhev_a","b_range_bev_a","b_mileage_a","b_age_a","b_operating_cost_a","b_price_a","b_no_choice_b","b_powertrainbev_b","b_powertrainhev_b","b_range_bev_b","b_mileage_b","b_age_b","b_operating_cost_b","b_price_b","b_no_choice_c","b_powertrainbev_c","b_powertrainhev_c","b_range_bev_c","b_mileage_c","b_age_c","b_operating_cost_c","b_price_c","b_no_choice_d","b_powertrainbev_d","b_powertrainhev_d","b_range_bev_d","b_mileage_d","b_age_d","b_operating_cost_d","b_price_d","delta_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_ev_neighbor_b","gamma_knowledge_ev_b","gamma_knowledge_subsidy_b","gamma_veh_refuel_b","gamma_veh_range_b","delta_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_ev_charge_c","gamma_hhincome_c","gamma_ev_neighbor_c","gamma_knowledge_ev_c","gamma_knowledge_subsidy_c","gamma_veh_refuel_c","gamma_veh_range_c","delta_d","gamma_EV_benefit_d","gamma_EV_anxiety_d","gamma_ev_charge_d","gamma_hhincome_d","gamma_ev_neighbor_d","gamma_knowledge_ev_d","gamma_knowledge_subsidy_d","gamma_veh_refuel_d","gamma_veh_range_d","gamma_suv_b","gamma_suv_c","gamma_suv_d","logLike"
-4.82269774437325,-4.34370157632225,-3.18777563059055,-0.101846808916744,-0.344810147474931,-0.111952673933315,-0.624994023934595,-0.5250955503707,-7.30417417294219,0.344543080048884,0.81790304368105,0.234268901016248,-0.25143233635934,-0.123544373738152,-1.05047315847591,-1.12021143276476,-9.7493171871142,-5.77331488739368,-0.131106774444662,0.81773456100184,-0.419598344632769,-0.158960091571195,-0.736128354044061,-1.20780028683349,-5.22500023822121,-2.50169108911805,0.644138438166958,0.842062309064041,-0.153131374482354,-0.0618834454506651,-0.572887717998129,-1.74380717883328,-0.0629220037716705,1.71509721536678,-0.270955419915509,0.028132184345828,0.542645547543998,0.88675183978164,-0.0984481937115687,0.20455071015269,0.0271929713827766,0.0131217991404354,-0.10473570914002,0.435594290795951,0.0841508007540345,0.179490738062818,0.0267136370229284,0.644821901691237,-0.311152258472042,-0.0584713642150953,0.00382278526172719,0.18405850005956,0.560415572437625,0.906856377173513,0.0862113866146877,0.266842773625705,-0.0371243134643282,0.401714474552574,-0.0391985279166906,-0.15692726044035,-0.0279404590591987,0.145699365015916,-0.205648090524083,0.301411710488091,-0.295671397383636,-4045.70757305018
-4.78821960462151,-4.27148467827509,-3.14191237629695,-0.129233222292106,-0.338200550949614,-0.140819606167118,-0.636320289856352,-0.473980496372724,-7.15020959203987,0.285830896335543,0.888805093990481,0.251266729588428,-0.249782977795815,-0.13689294360968,-1.01074921861955,-1.07800537214189,-9.87024013864993,-5.81726259351444,-0.0584573499993931,0.792098534726053,-0.436700374483606,-0.166564590031446,-0.807018534210376,-1.16310215882587,-5.32939943226986,-2.49718285095725,0.778230755292212,0.849108448319827,-0.154882360749137,-0.0855441293507517,-0.501453008111786,-1.70782623331368,-0.0784725042058419,2.0958037858481,-0.0426921756455015,0.0232593581124075,0.744422616305086,0.989438930368827,0.0369901483025465,0.154728607080218,0.0135853202072529,-0.0162843656888557,-0.125774184243885,0.566240888338208,0.150580613477379,0.259905147659398,0.00718076440987143,0.800066405146453,-0.0337590064053961,-0.327761460203147,0.00451793938978843,0.204859586332268,0.445084195101658,1.09004378166786,0.428634226260292,0.658970266338756,-0.0467049984249361,0.595550230720967,0.312046789309961,-0.245987161119341,-0.0158707906787892,0.0926337895138472,-0.221198590958256,0.280373235384227,-0.411002774719602,-4025.72752445706
-4.44439902383632,-4.47927533868188,-3.06352138890567,-0.0851364135761606,-0.311346423796354,-0.141939804427166,-0.642594409060267,-0.381612977258775,-7.02171769909862,0.233163214863761,0.908328919241924,0.280356379755994,-0.250886715372649,-0.138852326149469,-0.95948903674169,-1.04331298427339,-10.0131390983738,-6.08335311559812,-0.0522278179679973,0.837511489235393,-0.444733304536177,-0.165778787161269,-0.862031092754956,-1.13806121121427,-5.7208107262927,-2.51793907282152,0.812207895826493,0.829921869983171,-0.183549803061121,-0.0988285160654574,-0.52312760529287,-1.73254001667515,-0.102527903352095,2.11672799539873,-0.00120314013655889,0.0108401077742158,0.855437705257071,1.04937528069344,0.310842683690685,0.067972485264356,0.000419806632050337,-0.0182845237014755,-0.175427825360141,0.575368721962158,0.147682982169048,0.363189847090118,-0.00559117007665516,0.777045033918162,0.219897439277655,-0.464402048527767,0.000601968843186495,0.211559441302406,0.441628415467599,1.11656122284398,0.36699500123221,0.824771149009983,-0.0565506745589029,0.669087331704598,0.61804661061618,-0.313447040303589,-0.0332743109816666,0.102946884467717,-0.245253990104518,0.230719594267975,-0.414458554353663,-4018.56891937388
-3.78370856976483,-4.75438148211323,-2.93999266120616,0.0641395154234699,-0.279156790042016,-0.131428630653923,-0.579116410043943,-0.245254383210534,-6.85466901707733,0.218563089595268,0.910979572581738,0.283606354596041,-0.247167929329079,-0.142192092921011,-0.900591612314108,-0.983315197346888,-10.1893855705925,-6.58073354525765,-0.0513315252792946,0.940725727333082,-0.44932680329144,-0.159105618799223,-0.958438295897341,-1.0935804399962,-6.40579452349852,-2.49115491678622,0.876223087611268,0.80509073534306,-0.224139946427098,-0.12972901087373,-0.486092261438899,-1.81562755590543,-0.147328437317747,2.2270913505986,0.0572879433883372,0.00056666630637232,0.954188912109628,1.05314969698827,0.498159506512721,0.0694157926026108,0.00671749301136521,-0.0361141686963608,-0.238294813291284,0.584363926514242,0.169821352777733,0.443215824436986,-0.0185755749544971,0.750480409699096,0.411198640733694,-0.592178544807383,0.00464567445863225,0.221962050988352,0.336444984724072,1.18918674928986,0.428077511022283,1.00499108989558,-0.0627138406175366,0.702502249537187,0.876204429589894,-0.252810229614042,-0.0159186901275363,0.120867277977764,-0.290054524095656,0.167852606330884,-0.519641985083852,-4014.17556082564
-3.735120730122,-4.49600082003128,-2.96828276921232,-0.00441159669051905,-0.28504261048434,-0.126442840854807,-0.561237168733867,-0.241168088647707,-6.81237466543884,0.256307167443691,0.893866523765767,0.267229597068611,-0.245481744946577,-0.138224540994271,-0.900942291397934,-0.965782576580452,-10.2463462745856,-6.54333348567701,-0.0670703339659238,0.910809869214806,-0.444797394662047,-0.158338044838411,-0.968472846270974,-1.09466851590435,-6.54596285691076,-2.67583998670106,0.858541847377822,0.871235472266388,-0.234401836314705,-0.135698435838301,-0.475556541350095,-1.83311343005677,-0.0904680082226686,2.22355714593398,0.0441932401087087,-0.000315296862145293,0.996206723505845,1.08960169939982,0.462224379118737,0.0270979617258048,-0.0102600775573137,-0.0499115700301322,-0.185104119702241,0.56881018464443,0.167804558862739,0.501503671373584,-0.0182614646212107,0.763361856667578,0.354337836866048,-0.62484637508095,-0.00458755225323349,0.203427010353926,0.410663408122544,1.1817399113695,0.420095275451739,1.05385321675214,-0.0595987851721355,0.77137223442208,0.804284628365432,-0.339201036604292,-0.0325211734883064,0.10440495380882,-0.233194094996433,0.221043299917777,-0.445423561678341,-4013.37868946216
-3.657543537282,-4.26027260367951,-2.94073118867735,-0.0608862256840626,-0.285304320464052,-0.121923368338132,-0.549629134752907,-0.231932916173627,-6.75949413295924,0.29073606809563,0.875957929337036,0.251196725051455,-0.244065523270463,-0.134000403289911,-0.902193153991278,-0.946340193440865,-10.2476746989409,-6.54559581182919,-0.089859040120534,0.901485389790295,-0.437671375500152,-0.155470259904371,-0.976329259758837,-1.09148673686347,-6.74467549336076,-2.79002056603698,0.861776232635974,0.915312380913842,-0.243797057374681,-0.143164436296876,-0.47734579737467,-1.87003737346315,-0.0827935143117981,2.2058857501007,0.0196450075678784,0.00383615064053354,0.967042968897479,1.10609141449624,0.416425207987403,0.0111731111658462,-0.00933498473808694,-0.0611382143801922,-0.182891239743411,0.552975658499336,0.160093919928145,0.4846673944569,-0.0130323979524375,0.766699963289194,0.298437351135864,-0.626756859908511,-0.0026762813176175,0.193348815880287,0.406392880426139,1.16116825502001,0.412116858356462,1.01481371017494,-0.0525434122587143,0.794748404846819,0.760933080416157,-0.377507901289301,-0.0310411301550053,0.0993730765461841,-0.225519601063986,0.223256179879409,-0.449694089373268,-4012.88376192399
-3.60803302385178,-4.0976340431426,-2.89979287893659,-0.112084777616872,-0.286715925370797,-0.115166123877426,-0.550731228541919,-0.230258770416608,-6.70616992913961,0.319581204658945,0.865024321964547,0.238585380362455,-0.243263633869003,-0.131224135723532,-0.902228974814567,-0.928974659593512,-10.2193065229237,-6.54080966463407,-0.109001844442656,0.898749405018569,-0.430564739611136,-0.153810560829678,-0.977858330817626,-1.08685794763884,-6.93880060691869,-2.81906722121165,0.870855655787775,0.93041193910872,-0.253068563733839,-0.148738084882924,-0.480834632727111,-1.90684583861352,-0.078245226898191,2.18456627291409,-0.00664519977016191,0.00589011322936207,0.953052610063697,1.10526765494621,0.37493230835278,0.000190453554605369,-0.00533980168900884,-0.0727187458514701,-0.17010989091209,0.53726001271213,0.1552924863887,0.477688415868825,-0.0107197368161401,0.773445759180783,0.24364871780126,-0.63909391685062,-0.00321243600608277,0.184612445050817,0.403727858113371,1.14908037292043,0.403196631655805,1.00674349452306,-0.048364874996252,0.795704094737183,0.715655350689219,-0.410789197160541,-0.0284529990957668,0.0928272374276516,-0.220971313511918,0.236037528722842,-0.452359111681656,-4012.64076462539
-3.60901645517831,-4.06431947633011,-2.85791359650955,-0.113282779195444,-0.288658536178191,-0.114089458658719,-0.554224674662855,-0.233658923849393,-6.66891297114799,0.335147741913866,0.860985983625825,0.232891787885165,-0.243122625432907,-0.130031684171464,-0.902769114179512,-0.919313836943096,-10.2052349500151,-6.52935813356338,-0.119605578790641,0.89622050316868,-0.428050444560742,-0.15348016065963,-0.972853511697489,-1.08601505514319,-7.06091842838282,-2.81839223851649,0.880086394427178,0.932670990839883,-0.255191637404973,-0.151572489420315,-0.488561730046339,-1.93374243103449,-0.100408190951777,2.16485870600291,-0.0220052078095647,0.00800783929047758,0.932090602244768,1.09655548721345,0.353375730559045,0.0204309417816771,-0.000285170255826462,-0.0721119075065777,-0.189737851191723,0.52449949168367,0.14998215024852,0.459261394339563,-0.00823041711073721,0.768524112917885,0.216330106646765,-0.614875475060805,0.000225650768057696,0.186437378751576,0.375253925747384,1.13474803056473,0.396229562870214,0.987812968180343,-0.0455903947909166,0.791460946974507,0.697430677991114,-0.392174097822949,-0.0251096756298978,0.0963567018146005,-0.243134364019663,0.216409548300083,-0.480833059381243,-4012.52908478122
-3.63313128376608,-4.04237497679079,-2.81012649329079,-0.11917049598481,-0.291377718224753,-0.113444304141614,-0.563011794348601,-0.242216490180675,-6.62983769327264,0.34996655057174,0.858830352788098,0.228326874370205,-0.243142162286135,-0.129423632803701,-0.903835902356508,-0.910014857164313,-10.1864210264123,-6.52617149366358,-0.12881961945276,0.898770002418281,-0.426430499336084,-0.153470385139702,-0.967329555847221,-1.08399209954188,-7.17908414531112,-2.80221125704732,0.891943408810487,0.930685378667416,-0.255794240056801,-0.153511023600423,-0.4952411446038,-1.96272002614763,-0.121497524834505,2.14632957636932,-0.0384531075439359,0.00921566364560159,0.922614135094754,1.08311592003203,0.336817604404548,0.031903187653754,0.00458849067094723,-0.0725354044304979,-0.200908417103887,0.512068723589332,0.143528498495013,0.445849885706867,-0.00691052227645935,0.764572477953101,0.194101195332034,-0.604525243289037,0.00189326749147377,0.186534907526163,0.352809599330802,1.12225149523457,0.387429167506215,0.983741962381223,-0.0445612156796109,0.786171208993146,0.677914986983165,-0.38837823623525,-0.0220931230644807,0.099935805421587,-0.264223675798766,0.205239000589646,-0.503277399220167,-4012.44135852232
-3.66736216309567,-4.05469233390945,-2.76407922077066,-0.111340237921566,-0.294576584195578,-0.114204108761346,-0.569437795573511,-0.252401073455569,-6.59632343943097,0.360725340687462,0.859149526759935,0.226133165727273,-0.243556447271212,-0.129362139599087,-0.905492102488646,-0.90253106933301,-10.1767485384641,-6.51559340725138,-0.133859488026557,0.898522260326113,-0.426593173646596,-0.153978400688301,-0.961656525186841,-1.08272772730834,-7.27166818841904,-2.78395768481419,0.903024708135928,0.928000214106713,-0.254020453773406,-0.154210820319962,-0.50100600849664,-1.98884497141391,-0.14420012125756,2.13187964083584,-0.0505880595940331,0.00976857751497708,0.915279601157752,1.06965661803137,0.324908871028288,0.0475586622683125,0.00866430339381366,-0.0703192918391132,-0.214078189341351,0.501464853536348,0.137312731720593,0.435494259642976,-0.00643289505674577,0.75762343965591,0.178541777261062,-0.589476669477899,0.00371764453933927,0.18879902086432,0.333241604846322,1.11453798455728,0.380151875718229,0.981461191896347,-0.0446592509744073,0.783149773258858,0.660264287398837,-0.379378614154561,-0.0196485273884311,0.104758300472535,-0.286926404788949,0.192069260992715,-0.522845369517597,-4012.37854214862
