"asc_no_choice_a","b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","asc_no_choice_b","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","asc_no_choice_c","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","asc_no_choice_d","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","delta_b","delta_c","delta_d","gamma_used_bev_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_used_bev_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_used_bev_d","gamma_EV_benefit_d","gamma_EV_anxiety_d","logLike"
0,-0.316727424861361,0.443380718618521,-0.332527963733007,-0.105089802374332,-0.104907213635507,-0.0967865253858215,0,-0.178034052481279,0.63018740087683,-0.00688343862984997,0.0145203311409147,-0.0780114126323195,0.234797994321124,0,0.0274150331245309,1.36091859350647,-0.1822949765679,-3.28367799259947,-3.07176984239314,-0.516775568009469,0,0.0855708039680956,1.47296940404659,-0.567538221692239,0.153877385819021,-0.0358983463481858,-0.189521297588407,0.991197590605036,-0.438163612733525,1.14195351458389,0,0.540668067564379,-0.588625044413216,0,-0.127918425548648,-0.0413658838714739,0,0.634263536873771,-0.293995360083768,-2544.78654853239
-0.0247089049173096,-0.316276415049072,0.444325113190899,-0.329429518297187,-0.103572553867765,-0.10393373312638,-0.0971308486832396,-1.2555286686049,-0.198240148546418,0.57464394918905,-0.0181328499983031,-0.0110372568006159,-0.101261923330249,0.149437175585497,-0.155665231853325,0.0118590466547333,1.34342882171543,-0.189050519140927,-3.32136453148228,-3.06650817209865,-0.523378708464494,-0.375616050248445,0.0694366329630428,1.44505984377447,-0.57586697611584,0.136025860584366,-0.0573871260629595,-0.22072207116878,0.8540153395028,-0.405726342715526,1.12895418145595,-0.00729656899255141,0.556324848776232,-0.58043427001446,0.0201432390336991,-0.122819347480717,-0.0523745281701812,0.0132436300897567,0.643131239113591,-0.308466899635653,-2511.08248736068
-0.101514794805017,-0.318243206245646,0.444192359125397,-0.32574492353553,-0.13154495356484,-0.104869926086628,-0.112658824767315,-4.54522204489992,-0.252041031572781,0.343961374643951,-0.0515998867054873,-0.103206622011635,-0.177199531915601,-0.212562786023908,-0.65344493289252,-0.0426526704770908,1.25363826648024,-0.198488395697769,-3.38648699422277,-3.02297619095171,-0.528039946643715,-1.28956658163742,0.0315968920149664,1.38769440777721,-0.594017725032034,0.0701648804258708,-0.135604906377829,-0.332254246198685,0.506506430532368,-0.452924643295561,0.946851528440828,0.0093158855059215,0.542715828441196,-0.53152543841756,0.0345392201398749,-0.0890726680918154,-0.0493526455522453,0.0422703887913743,0.644011532580452,-0.328334930471338,-2459.03362317116
-0.277836487137585,-0.324281917007606,0.436802994030042,-0.333261954201219,-0.168757785780509,-0.0763165645329489,-0.14175762785526,-6.25490055909306,-0.280974181269274,0.162698132920386,-0.0695141894788579,-0.133141807896097,-0.210422006252263,-0.450830527593545,-1.83967437301521,-0.100177940788923,1.00347769171261,-0.211806486559255,-3.3262077599116,-2.99667115776786,-0.58867617153159,-2.53223927744938,-0.00508079520923103,1.3194348010319,-0.607757112321413,0.0144609505668705,-0.215199656322272,-0.511526530416633,0.371308091954878,-0.843234694825366,0.519792389148525,0.163500540574632,0.465400593881723,-0.493970809804795,0.131165345986814,-0.0720946440953767,0.120136939585285,0.177717018194557,0.58085044967621,-0.274245576834088,-2424.86953588537
-0.48284845470438,-0.336740979535455,0.433263615274778,-0.340902110406561,-0.219452199339825,-0.11294192890877,-0.185253523116192,-8.05211607292828,-0.325262769321916,-0.0241781327017569,-0.0733995235763038,-0.180980887454856,-0.269164364798823,-0.716806255997278,-2.13752849810321,-0.118284179141987,0.973245045791121,-0.258650195525493,-3.2558932200008,-3.05861078712738,-0.618469168864672,-3.53392623617178,-0.0175745671636409,1.19823461472485,-0.597661138367183,-0.00303649098137237,-0.197530017809973,-0.664091223073094,-0.0515454128198563,-1.1126017254123,0.0327293573452958,0.415687182284377,0.225518681714888,-0.463442525437506,0.282995082508055,-0.367745366120761,-0.122592364632983,0.392987830229547,0.379610630628305,-0.191777691298117,-2413.2682986683
-0.532111240065459,-0.34463674525745,0.51091251574092,-0.352960708988795,-0.299282517877028,-0.234392158389225,-0.226506723417422,-8.36377747298245,-0.339847872850152,-0.0393054955329358,-0.0668660245997179,-0.165644752498857,-0.272069467929307,-0.778555723307605,-3.61426469440313,-0.115041971177487,0.614601922160342,-0.219509849991332,-3.44118999109871,-3.12121861924358,-0.748848895302715,-3.91298901831068,-0.0240634302390446,1.11658124671529,-0.582612514686687,-0.0388858136187893,-0.207447055592092,-0.711697819619013,-0.692414314134232,-2.05548839010606,-0.45949428394887,0.655828453551263,0.10729342458163,-0.395713732161563,0.575726268277561,-0.378175909423103,0.240398797086573,0.606932339468272,0.260042504947424,-0.142470660151218,-2410.98340068517
-0.543716163813518,-0.342192434268831,0.532369867217591,-0.352695008643625,-0.313440296965993,-0.251167009243476,-0.263098990931645,-8.15941120370673,-0.339650582359232,0.000257051627463326,-0.0646797642373169,-0.169441286510805,-0.279918600007793,-0.758626316999553,-3.40287350100929,-0.0812769725781555,0.633919106592964,-0.241655604576315,-3.39174320767254,-3.21212782751217,-0.716305993108827,-4.0504132820082,-0.0212931307984062,1.10263806954273,-0.581580205669625,-0.0216581300406733,-0.182848575945871,-0.743851273334749,-0.755481962264868,-2.05092228434447,-0.521635366411515,0.674009424577039,0.0660871834604272,-0.41725974544215,0.587963937593975,-0.472867356960581,0.151159347438411,0.639414928652893,0.205013841418318,-0.176432882923152,-2409.76177107756
-0.575153714797503,-0.340348770360439,0.556482162098954,-0.357985470277189,-0.323298145627867,-0.303358809834992,-0.29644687437793,-8.00907393007897,-0.340560872157708,0.0143340823224077,-0.0608745793628557,-0.168713668439942,-0.283185991317342,-0.734685091624884,-3.1190951809031,-0.0856728594119064,0.725000934427562,-0.246788033470044,-3.41541878163064,-3.22088934904169,-0.710652403377924,-4.13495627449591,-0.0178101058629714,1.08016957956065,-0.57465488758218,-0.0153964393477861,-0.158749081513517,-0.763024741981423,-0.704911180589967,-2.12775665689531,-0.47187620205937,0.649456852370352,0.0618623092980699,-0.434691284628138,0.626791478814635,-0.61576742358032,0.0313412699635373,0.627027821422744,0.187628807570362,-0.186652590185394,-2409.34382592418
-0.562768204250337,-0.341079391136954,0.599847721900552,-0.366976002518625,-0.316704462239433,-0.355370808695384,-0.325560994001725,-8.00964424350612,-0.342916430129972,0.0149407828908761,-0.0569258550292688,-0.159100181589097,-0.274605570191209,-0.721417828567886,-3.66567204640962,-0.0708468333370709,0.483240804457427,-0.232493393659989,-3.41681955801287,-3.25449018108411,-0.668345638003686,-4.24083631880867,-0.0231198374889466,1.05408537169781,-0.566663364852742,-0.0358744919842744,-0.159293017888216,-0.778271128985511,-0.777619883296013,-2.0629622752848,-0.495208374461424,0.671528188063048,0.0832342697007288,-0.430297028074991,0.593084802342936,-0.466323610096601,0.206028645132931,0.649495328116494,0.1841957557183,-0.181875758957938,-2409.23898926559
-0.595199188335725,-0.339353198892448,0.608229162627078,-0.369236684592284,-0.313178526464559,-0.404293759115914,-0.353899588207198,-8.02158932678351,-0.3441345787853,0.0157720169501787,-0.0578212429798831,-0.164894141063555,-0.282926109573562,-0.710895365354902,-3.38106232482018,-0.0956309832838036,0.608820277486486,-0.243734881441638,-3.44801368666752,-3.1792139131489,-0.679517510077859,-4.25556621900652,-0.0188089817016604,1.04881973578213,-0.564119389372275,-0.0293132174416675,-0.138433183568161,-0.792043667874696,-0.75019097678664,-2.18349118283416,-0.471611374008531,0.666656417061149,0.0555205027346814,-0.432430911082391,0.649521839440262,-0.659428703568236,0.00859152045575656,0.643526143918152,0.166047142749366,-0.179513732730002,-2408.83630726246
-0.637751587414028,-0.340355984447422,0.628461340673741,-0.377417430378703,-0.30660492877021,-0.432339599817201,-0.381911982210938,-8.02694770186254,-0.345145977790129,0.0143389537117823,-0.0539375494453531,-0.154872949826634,-0.279496298546501,-0.700454537366147,-3.51331621051739,-0.0631301581633762,0.497804799176748,-0.223048734078209,-3.36786074553806,-3.27894059808024,-0.664827005819881,-4.37341802552708,-0.0281420578235143,1.02814738634569,-0.557559823661368,-0.048378161546846,-0.141199940709374,-0.806181645399384,-0.810358230424505,-2.06144561609074,-0.477747566711756,0.686627786902414,0.0836858504035008,-0.445864708900557,0.602203490218068,-0.48336782072679,0.188040252368841,0.661255508981962,0.167588044967995,-0.193883694408987,-2408.77188054984
-0.674727938883658,-0.342271883095409,0.633101292641154,-0.379461118360587,-0.300361021156281,-0.471476881372515,-0.40307239643096,-8.0351381708668,-0.345193030434974,0.016179677358223,-0.0563198107459646,-0.161703180008537,-0.287364989037636,-0.692176951928046,-3.28344642474936,-0.105030872945269,0.631756726563995,-0.237428059519186,-3.46024966311612,-3.13378301540543,-0.672383773679283,-4.37352933092244,-0.0219853958704586,1.02921195816957,-0.557347900307907,-0.0371263213896582,-0.123119839355504,-0.819136555998806,-0.777008921569775,-2.26122358117297,-0.459058694750894,0.679739188090516,0.0536196692688192,-0.44083892382144,0.684995450201883,-0.706720435664235,-0.00957725048194225,0.65164641664733,0.157838650752804,-0.184201241618198,-2408.67022237753
-0.706389360534288,-0.343230114482983,0.63608976227963,-0.382941679381431,-0.293121074039388,-0.471918005578471,-0.413118386438453,-8.02021951474359,-0.345182175208343,0.0166095161700426,-0.0545399481725034,-0.158017541034882,-0.286476835266358,-0.686424963913536,-3.24083871204859,-0.0782547584512865,0.601180802228968,-0.230402537056823,-3.40034645656987,-3.21062423687717,-0.662581795565948,-4.43749697588531,-0.0263830463474898,1.02235876354838,-0.555455202474145,-0.043936918044661,-0.123607150151204,-0.827846325159969,-0.803516308998118,-2.15741973581339,-0.465731784075606,0.688607792905202,0.0675450252747762,-0.450283076332874,0.648910598359473,-0.603094380399612,0.0801124162950239,0.660227568245136,0.157618149016836,-0.194369410236047,-2408.30805551474
-0.733458434501635,-0.344011051650074,0.641168230220621,-0.386185632411633,-0.282859490203158,-0.483746459822961,-0.424195067446515,-8.02274265681767,-0.344992074255415,0.01783534906362,-0.0542061473894213,-0.155545886069611,-0.287232917849771,-0.679720389702715,-3.24876902625191,-0.0780055109473186,0.582917851239519,-0.223414106786833,-3.41668466478458,-3.20118118902282,-0.65257649356731,-4.48807002308418,-0.0279494138856877,1.01649404352243,-0.553469393597203,-0.0470160088710743,-0.121027218792145,-0.838487818425904,-0.815944720570717,-2.17711671909573,-0.462974198569436,0.692206262970976,0.0705338327272876,-0.45558509557685,0.657760100696276,-0.597674954388176,0.0943555370662306,0.66130844669052,0.157270894222178,-0.197051015849048,-2408.25689360117
