"asc_no_choice_a","b_mileage_a","b_range_year0_a","b_degradation_a","b_packreplace_a","b_cellreplace_a","b_price_a","asc_no_choice_b","b_mileage_b","b_range_year0_b","b_degradation_b","b_packreplace_b","b_cellreplace_b","b_price_b","asc_no_choice_c","b_mileage_c","b_range_year0_c","b_degradation_c","b_packreplace_c","b_cellreplace_c","b_price_c","asc_no_choice_d","b_mileage_d","b_range_year0_d","b_degradation_d","b_packreplace_d","b_cellreplace_d","b_price_d","delta_b","delta_c","delta_d","gamma_used_bev_b","gamma_EV_benefit_b","gamma_EV_anxiety_b","gamma_used_bev_c","gamma_EV_benefit_c","gamma_EV_anxiety_c","gamma_used_bev_d","gamma_EV_benefit_d","gamma_EV_anxiety_d","logLike"
0.461367642599357,-0.0874638354289772,0.0550014800898826,-0.497486489630192,0.0512295720984534,0.320872882594633,-0.219360074305604,-0.0440320607173765,-1.37106331054634,0.109144891647194,1.14112504484961,-0.764800027844998,-0.720364193504636,-0.442592040161915,-0.0211636090823746,0.444229610266179,-1.11679600310562,0.0197434359658753,-0.613912118997003,-0.678545679827025,-0.792519194630817,-0.341549642897439,-0.215641351342857,-0.00973023636144541,-0.958253307931035,0.161073471217558,0.306408821576964,1.05391894085759,0.0864786842633995,0.479029801602984,-0.78848023347302,0.384852609026627,-0.571356697050663,0.0412005341188711,-0.0759556914978538,-0.0324722585375685,-0.0180040268565026,0.228858014266951,-0.158875477589783,0.935301597396959,-4544.39189946673
0.432844594051776,-0.0787506008074543,0.0645894334676203,-0.49025928412865,0.101046070580735,0.360091147411625,-0.201742206672226,-0.112258055932634,-1.3514671396704,0.130431447634115,1.1245069512451,-0.721908293609152,-0.719134229758383,-0.429066356608154,-0.0535992585121504,0.453017562246787,-1.10485620048743,0.0265681631400587,-0.560537467228698,-0.618991105127782,-0.765879824161198,-0.371383781189808,-0.208300046116656,0.00098667391909745,-0.95115040336927,0.178938805002775,0.319529781424474,1.0630500727834,-0.00860168204015904,0.2933027367338,-0.693530361562917,0.359208248385851,-0.538878573881222,0.0353276444195145,-0.153374991651689,-0.113985893113506,0.00961367892247303,0.254335515133243,-0.136129408026937,0.926810039330484,-4371.98072312581
0.357657893751616,-0.099519675487704,0.0963094732735534,-0.501385230372771,-0.0218052349326538,0.334294098095859,-0.17232094563433,-0.52876925992673,-1.24316597442484,0.072389244355964,0.992108583923273,-0.698591272681471,-0.70546394040441,-0.405638420850384,-0.423406682019563,0.434291271662387,-1.05673630798239,0.0271149468881815,-0.495102647388964,-0.533300914493174,-0.763426301851921,-0.432003839683023,-0.220833629751207,0.040214695911367,-0.935121944000161,0.163002836137388,0.29169059978817,1.03063636735393,-0.759017226402753,-0.967898033895648,-0.78508671133904,0.327884255171848,-0.272460027950461,-0.00788948262062104,-0.395149013340077,-0.229576116880065,0.0794461351025386,0.313188127036137,-0.0866879940296959,0.934668149331835,-4114.17559066806
0.00470233683823279,-0.158370990642593,0.260752618435011,-0.536275684930798,-0.310412495795129,0.169859426656964,0.0152812600083687,-1.59990663185369,-0.94771528029583,-0.0478360148726267,0.633475313716359,-0.579485057935598,-0.699511511990499,-0.325336825845012,-0.888143434273064,0.434906154112779,-0.94004121648298,0.0439399293343027,-0.312828973258999,-0.226389947699719,-0.78788817567186,-0.67960001619054,-0.249685445256862,0.184798454251806,-0.860641398256139,0.070971834880911,0.180829831946173,0.927280949143004,-1.42607674357124,-1.77607528951349,-0.282028823707975,0.258116744566528,0.658290852909825,-0.164143308026315,-0.855045827318744,-0.473833478226517,0.253354243539273,0.571102322113854,0.192657141532454,0.829203041689208,-3537.20112042692
0.589705136805998,-0.220512433078123,0.457648488478404,-0.404395002967472,-0.345703362580264,-0.261528585162602,0.144885161687639,-2.76658411308799,-0.797970826980805,-0.221271853169469,0.445653350525953,-0.571912256948668,-0.579692870328646,-0.242502435531677,-1.68532860673824,0.442868550629634,-0.94830285342409,-0.0199611831819591,-0.177020610026711,0.291107009904327,-0.803288823350352,-0.950709633509293,-0.272156752806974,0.363233878486465,-0.75165528349522,-0.0912717424930894,0.0186886712177827,0.781561568398054,-1.69380046096157,-1.98402872966874,-1.23261238235782,0.267686106355607,0.664117369955324,-0.272060564196053,-1.66766818033804,-1.20914180643881,-0.189401515297434,0.864298191805237,0.266361758851062,0.517805877803503,-3130.18743682729
2.6279434535615,-0.273525681125698,1.03641344083854,-0.223089754454139,-0.573274055589977,-0.390726903123041,0.14083206183146,-4.34528242867068,-0.696930111109268,-0.270566811725728,0.272857749813888,-0.637224464261889,-0.499695025216481,-0.199907526519429,-0.205257571097817,0.446319619856304,-0.308292821438828,0.126821710570064,0.121798506093973,-1.41748557467633,-0.479819862519523,-1.11499202403165,-0.232899478488531,0.49750169233656,-0.609446201198578,-0.155828848695571,-0.137540368329685,0.567788164178594,-1.0403072387257,0.454178134245511,-0.289039397205938,-0.0857166354144404,0.889625244751482,-0.360145405391141,-3.72334600955187,0.286053696641098,-0.578575105028082,0.447853592754011,0.578808568620732,0.093500473290073,-2809.3249200668
1.7014035706418,-0.250561953646305,1.03795614939997,-0.174268142658257,-0.736684979191246,-0.59621790550152,-0.0914578978806575,-8.34319651296278,-0.604980778015962,-0.115864114461674,0.111856960714599,-0.773188384212352,-0.57981860759322,-0.442146095851796,-9.51197321904139,-0.730558000141274,-1.30621055921067,-0.461176476910483,0.582820063053769,2.69990724734146,-2.20345644312886,-1.46158009483901,-0.164784489474941,0.66545361355258,-0.474106144764217,-0.182990632930535,-0.297518553831003,0.282170132999338,-1.48819436440159,-3.45146470167607,-0.0236187711750157,-0.0426836224900628,1.00268883010837,-0.269142616862738,-3.48000336334,-0.703131595590745,-0.99314783629865,0.243657435168437,0.90588686912156,-0.115475554010436,-2609.3229104694
0.920855572496395,-0.194599113811947,0.923041892312073,-0.189406436753226,-1.06258949252687,-0.844173619026922,-0.132856953604833,-22.6783038815988,-0.449706977850494,0.558014769758147,-0.115525793928203,-0.94449906073457,-0.480305971047276,-1.09660092902862,-12.9043330407931,-2.55192022221684,3.44992172385044,-2.73099538131414,18.413054759102,49.0662619195532,0.258505322344585,-3.53080489534432,-0.0735823871978528,0.940645388416509,-0.406575241068078,-0.103108908590937,-0.475120582622526,-0.305103806902643,-1.68237284275714,-7.48828748813827,-0.0334908763957045,0.239643255323274,0.310325849189269,-0.118617434752463,-7.76801952711831,10.4660537825411,-10.0926204596963,-0.0646777523837545,0.840499391604773,-0.381179490929221,-2602.54958041294
-0.361852604506384,-0.207113222996119,0.610534064164839,-0.236714332383012,-1.05959298250633,-0.887530066783548,-0.214893624050743,-9.25081395255201,-0.400742297533455,0.403856707468229,-0.14001842762196,-0.640452537109282,-0.558760101413603,-0.916111178827128,-12.904605344873,-2.44929527760907,3.46263768709618,-3.2898723727,23.4423266254659,41.5762248838511,0.513426640676452,-2.58567401822616,-0.020747484638892,0.968522025951108,-0.441622925931601,-0.0691141681183094,-0.349765313267952,-0.34403311411306,-0.201802588666818,-9.09001827119526,-0.423798375301184,0.15612857355684,0.618833227728677,-0.273734291382656,-7.77629653135104,10.5212066669198,-10.4478646548893,0.356250524517719,0.508814497735391,-0.394576736846872,-2519.06584802394
-0.971300511710559,-0.223807022128546,0.492246062840189,-0.27197132476387,-1.1948936589327,-0.995347841995882,-0.288977656271105,-8.51321250065956,-0.384823192516567,0.226360511925918,-0.093686649598246,-0.463836015901198,-0.449522388905178,-0.898115668707514,-12.9046280539406,-2.36463951370498,4.7522407489451,-5.3770234646102,22.9850751628394,41.9729925108076,3.80418991473426,-2.94635190702855,0.0429754410296792,1.09806555696971,-0.53739059426712,-0.0437045523469152,-0.237949691115099,-0.517259262992989,-0.342219036080185,-10.9041160455737,-0.559561026879441,0.318744546923762,0.353139231634844,-0.267740092949988,-8.2406985481164,10.9351344796681,-10.7809797366945,0.435286852231633,0.320636274269739,-0.201104393134392,-2476.49501519856
