"b_no_choice_a","b_mileage_a","b_range_pw1_a","b_range_pw2_a","b_range_pw3_a","b_loss_pw1_a","b_loss_pw2_a","b_loss_pw3_a","b_loss_pw1_treat_a","b_loss_pw2_treat_a","b_loss_pw3_treat_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_no_choice_b","b_mileage_b","b_range_pw1_b","b_range_pw2_b","b_range_pw3_b","b_loss_pw1_b","b_loss_pw2_b","b_loss_pw3_b","b_loss_pw1_treat_b","b_loss_pw2_treat_b","b_loss_pw3_treat_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_no_choice_c","b_mileage_c","b_range_pw1_c","b_range_pw2_c","b_range_pw3_c","b_loss_pw1_c","b_loss_pw2_c","b_loss_pw3_c","b_loss_pw1_treat_c","b_loss_pw2_treat_c","b_loss_pw3_treat_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_no_choice_d","b_mileage_d","b_range_pw1_d","b_range_pw2_d","b_range_pw3_d","b_loss_pw1_d","b_loss_pw2_d","b_loss_pw3_d","b_loss_pw1_treat_d","b_loss_pw2_treat_d","b_loss_pw3_treat_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_no_choice_e","b_mileage_e","b_range_pw1_e","b_range_pw2_e","b_range_pw3_e","b_loss_pw1_e","b_loss_pw2_e","b_loss_pw3_e","b_loss_pw1_treat_e","b_loss_pw2_treat_e","b_loss_pw3_treat_e","b_packreplace_e","b_cellreplace_e","b_price_e","delta_a","gamma_EV_rangeanxiety_a","gamma_risktaker_a","gamma_hhincome_a","gamma_ev_charge_a","gamma_knowledge_ev_a","gamma_evb_environment_agree_a","gamma_evb_function_disagree_a","gamma_hhveh_fuel_a","gamma_veh_range_a","gamma_suv_a","delta_b","gamma_EV_rangeanxiety_b","gamma_risktaker_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_knowledge_ev_b","gamma_evb_environment_agree_b","gamma_evb_function_disagree_b","gamma_hhveh_fuel_b","gamma_veh_range_b","gamma_suv_b","delta_c","gamma_EV_rangeanxiety_c","gamma_risktaker_c","gamma_hhincome_c","gamma_ev_charge_c","gamma_knowledge_ev_c","gamma_evb_environment_agree_c","gamma_evb_function_disagree_c","gamma_hhveh_fuel_c","gamma_veh_range_c","gamma_suv_c","delta_d","gamma_EV_rangeanxiety_d","gamma_risktaker_d","gamma_hhincome_d","gamma_ev_charge_d","gamma_knowledge_ev_d","gamma_evb_environment_agree_d","gamma_evb_function_disagree_d","gamma_hhveh_fuel_d","gamma_veh_range_d","gamma_suv_d","logLike"
-0.141348649934777,-0.562262540563708,1.88380468029252,1.28533310818154,1.01740629174472,-0.237865765706747,-0.0513950288842112,-0.0956979108566544,0.0313984580803663,0.0410129568073899,-0.00845164475031197,-0.863477881440557,-1.16582395140482,-1.04207128433985,-3.02867982434643,-0.233347714908797,0.899584732674029,1.11423032678013,0.760828270864788,-0.132755029375071,-0.0773959320537131,-0.0536812974060755,0.0977783457841724,0.089333646511659,-0.0835124883800745,-0.675632431034919,-0.663935167468881,-0.919064373098167,-3.7461281426289,-0.277810880735353,3.98632625783891,1.74509453106543,1.35641337927227,-0.139536777994334,-0.155759442536311,-0.0609576310671246,-0.0985331706237048,-0.0584682054352015,0.0813202815596014,-0.390581036667294,-0.313175024510401,-1.01028458046603,-13.3748515409285,-0.177143473146187,0.375912791279798,0.964975307616363,1.00770322275587,-0.0735132974343719,-0.0718345003669991,-0.124430798994804,-0.0333145577460527,-0.0306503503583372,-0.020302917715162,0.060885410009728,0.123378282825349,-4.26868420874285,-4.364688517062,-0.112827950444189,0.0210765970968115,-0.544308431753292,0.196699379261179,-0.031541992669659,-0.0279980478562468,-0.00844076756145455,0.0699379437137395,-0.062105212919414,-0.0457426770590246,-0.151790810011414,-0.261746943317554,-0.215623043652779,-2.91380723543845,1.30323722523838,-0.95291931458326,0.0115084058855996,-0.579867513508173,-0.200633326604555,-0.467465160972911,-0.967779910447814,0.99642147944296,0.520806371132002,0.183521508545319,-0.969210439619466,0.346088096711005,-0.835857203024198,0.0254717762128936,-0.574665456326552,0.162305259533852,0.651267987297582,-0.183708605404006,0.13340468880836,0.289830925880519,0.0186110824183254,-2.29047153928539,0.785259556767624,-0.288188857538363,0.0458620166948179,-0.0564671350036508,0.304204275763037,0.988829642189222,0.436670039580947,0.30414950190115,0.282863802527975,0.208890849741655,-1.03781470310287,0.302752602708835,-1.17067272426817,-0.0494937111316921,-0.30334312166301,-0.171945095936965,0.755157949131353,0.112065770482099,0.733289001663465,0.252027701685603,-0.276396392798824,-7947.4150791163
-0.169097643374982,-0.549825398041518,1.90715381745915,1.2980116745299,0.951213102979176,-0.234554710366228,-0.055599763808134,-0.0909286946287703,0.0314888971070562,0.03221986946606,-0.0288831423271826,-0.787541021882919,-1.11625466902445,-1.03742527035521,-3.0090189149931,-0.240457556098541,0.886976768460483,1.11628635566988,0.754868862353927,-0.135475223257704,-0.0792900526388065,-0.0459632533293586,0.0888988282818163,0.0770777629791243,-0.0756225714179871,-0.694233351771295,-0.669833111535164,-0.925485782142067,-3.71697180301897,-0.279076642082863,3.97838896022987,1.74148591823835,1.37070748091594,-0.138094895694623,-0.152779025821064,-0.0655618708158447,-0.0983838589870187,-0.0543381564139417,0.0759041812582847,-0.392929903266716,-0.310373429660772,-1.0263418028069,-13.3568671746916,-0.177305331282265,0.38109063241481,0.936911486009619,1.03920061325634,-0.0748988036975411,-0.0725478623838135,-0.12556645394484,-0.0274667851468542,-0.0277081312955313,0.00854295773657118,0.075049574709788,0.136210624931915,-4.2717938930896,-4.33378358691512,-0.111433523896365,0.0312162842104493,-0.543785371825575,0.195563419817811,-0.0396338986893243,-0.0259514469311375,-0.0028392177437147,0.0698841019065302,-0.0515321972027802,-0.0283311775566604,-0.145306225392416,-0.281589834542638,-0.223707461803991,-2.89658110359615,1.31379365459714,-0.931584989884046,0.0127358083879266,-0.561405417859347,-0.188217929868943,-0.465511148074947,-0.952696229480634,1.01443688706574,0.523761810212534,0.194237489020993,-0.985755302141055,0.31434662017702,-0.829969828230345,0.024007644270732,-0.611924884098399,0.181125288135103,0.651868854970015,-0.15426011151664,0.0888775050619806,0.28558544845251,0.0227552945028941,-2.28930867046783,0.789790081810575,-0.296328846687259,0.0457620150267481,-0.046388812492988,0.28664892154017,0.982501189419939,0.406096711667717,0.334671114400319,0.281635174646132,0.21407291273496,-1.03489336868694,0.308742473630271,-1.17338899204083,-0.0472067170286542,-0.284955567763239,-0.177726148083662,0.760712358352944,0.141119953206069,0.729135670906807,0.253945542114988,-0.261387957735245,-7906.26017926094
-0.0351293293990798,-0.520674890711841,1.96335708147737,1.24133502334349,0.771767842900845,-0.199152440577969,-0.0906687624024529,0.000434361410618797,-0.00843836028144447,0.0439452821677575,-0.213045201024966,-0.538305570728621,-1.02693263748027,-1.02888841931097,-3.08396424429643,-0.277061820572426,0.980862625822853,1.28564028870363,0.713659885744739,-0.142329483068831,-0.0644994891192246,-0.0556062363535101,0.0730838476733523,-0.00123560511463365,-0.00592419420644504,-0.773734175718634,-0.6694943193167,-0.915602555069488,-3.52047999074357,-0.268073744203371,4.06288888040312,1.72889319125566,1.36887353099316,-0.128389416547113,-0.149882279285483,-0.0794548190879238,-0.0901506486983095,-0.0394966988628714,0.0449775081720806,-0.377867576535461,-0.294860636849447,-1.03715843030283,-13.099036230847,-0.173863930916923,0.496805933570121,0.8245684190292,1.17984599175222,-0.0863796085417529,-0.0594221120679507,-0.15633834540103,0.015555005484676,-0.0489848254717244,0.0854284118624129,0.105656613087569,0.179674520969776,-4.28065744806069,-4.35487152644184,-0.108875552500346,0.180462108408841,-0.469721709081805,0.226847287234661,-0.0655253733516653,-0.0268196980963761,0.000462734540322575,0.0551989635635247,-0.00318477372877438,-0.0389518511373692,-0.141850061990542,-0.320559070421581,-0.253409355050655,-2.81149843736958,1.21014431143455,-0.886341911084004,0.0141853720982578,-0.553807372047424,-0.214684289150241,-0.558096878563699,-0.956842522379096,1.05095937342163,0.493709181020215,0.282607982396426,-1.12693717463306,0.194625698825899,-0.76356579588755,0.0226652105727615,-0.721825863878135,0.299422409934313,0.586273489703097,-0.165603850907838,-0.00757521976777371,0.272493737341401,0.251247793669416,-2.33119036131483,0.711832670124784,-0.250923885152877,0.0501593411487432,0.0106433510847992,0.187886818774845,0.885125159773179,0.359986867826245,0.447202258231409,0.257873064210115,0.31213301337141,-0.998451749034067,0.269077134705268,-1.16437731588066,-0.0393782261975683,-0.25224226660608,-0.227747023015087,0.699752100834664,0.103104596989603,0.691264179782176,0.233651182950453,-0.237593803755438,-7844.60987990505
0.575918443549449,-0.486015329254301,2.28677229619265,1.15165021512246,0.824397859957748,-0.159002504385412,-0.158169793592282,0.0883987632214702,-0.047182943682568,0.142016410137744,-0.662598973175868,-0.595742180635017,-0.995210772466829,-1.03563510205121,-3.0768854182291,-0.287736872681871,0.960470451058465,1.35119852580253,0.759233655487028,-0.14932362600295,-0.0424916488440209,-0.0785130573336585,0.0476083123838909,-0.0754765797722508,0.0748331801547856,-0.825748767526103,-0.752048364555953,-0.933965931141259,-3.52267094139542,-0.269030745824123,3.97614063035307,1.70953992583085,1.36335007613771,-0.124066625617016,-0.14144754837245,-0.0840608461011161,-0.0623097720031747,-0.0268884506456719,0.0155456499755413,-0.338802331000395,-0.257727363607072,-1.04328822509796,-13.0423018140569,-0.173966536900353,0.561291236059534,0.808895302709822,1.09255792766832,-0.105961248831905,-0.0379970953267621,-0.192057777615931,0.0817096830294883,-0.0787122762825357,0.146340784027589,0.0745137816941672,0.160225185570002,-4.29504936002831,-4.26588686006309,-0.105448400020228,0.212324048397913,-0.5725458624949,0.234708451201835,-0.068520528736186,-0.0431452293692482,0.0140827239955229,0.0492329818234365,0.0330682328659039,-0.0263371193164601,-0.176756630025825,-0.299244713627643,-0.251921886542503,-2.96791877128744,1.41027151199144,-0.907000044767817,0.0175675201989873,-0.559983238380374,-0.178610813903163,-0.598333124772352,-0.960423960373094,1.02487565475973,0.495076271489722,0.217214521773106,-1.15220518946161,0.28506967855078,-0.868811012202826,0.0237466593266496,-0.757969559724227,0.2480234131918,0.630953151343574,-0.131199565090636,-0.083302982511249,0.309828505320499,0.10134842752784,-2.41537285008303,0.796484325153175,-0.289036915653105,0.0537082975244201,-0.0632346245386648,0.148186054723698,0.908117664963787,0.381893161614685,0.443408818709255,0.278532551049715,0.286025865855869,-1.17670563566379,0.404686869612109,-1.06690457629351,-0.0396462672512622,-0.355382880118903,-0.220781296913201,0.725094845454322,0.176705819633047,0.706770645617302,0.244846760819978,-0.23265322418981,-7808.14117033983
0.342369174211605,-0.580881244518819,2.69720689711029,1.08829337470816,0.817419745595978,-0.200008757144996,-0.0599668973716965,-0.154330217411628,-0.0732219655357005,0.0417713764695758,-0.0345991695214541,-0.574954634083286,-1.48956729707154,-1.09590307274155,-2.90491733761088,-0.26216034479247,0.994564600579464,1.22251319573416,0.763153132852503,-0.146373583123292,-0.0373299943113772,-0.0733648874926149,0.0360182965836768,-0.0824429640724343,0.0702139963886484,-0.775190430917229,-0.721018669341984,-0.919985168397699,-3.6540923185028,-0.274110306101819,3.93222004209486,1.68494805985856,1.37301652970795,-0.124471067599746,-0.140463034160483,-0.0792560166611376,-0.0474879545319446,-0.0283701035577332,0.0172878847437646,-0.344741030798825,-0.268485915874312,-1.04743875483269,-13.1587417936411,-0.17584014653265,0.499507877182149,0.861683055577685,1.01495343205926,-0.119520445778625,-0.0322142222859917,-0.194694935317007,0.0945716474445274,-0.0814752225247112,0.1450678719573,0.0684585901567046,0.166564258182181,-4.28373947287438,-4.35818179334057,-0.103190506365125,0.102708085534456,-0.544231541893769,0.202424497959086,-0.0620989265265754,-0.0477777864893897,0.0142331023753401,0.0362881571571894,0.0407393942709647,-0.0369926699957288,-0.164848846391791,-0.298140245291816,-0.226391449749125,-3.02113101383645,1.40588658382859,-0.940959812927691,0.0170561780094933,-0.580906785772001,-0.197552385094784,-0.584860021502409,-0.913597743285713,1.0061479196018,0.508622895786618,0.17342098653539,-1.02475019387006,0.328262528397947,-0.852154460653703,0.0296339940371939,-0.650653297571828,0.161942308599634,0.594110222023843,-0.139532702209759,-0.0120006444466695,0.301321004549623,0.0607453647898113,-2.36493893172919,0.812368342030991,-0.252886879593492,0.0544319805428605,-0.0416038529661491,0.129812922406446,0.936826896468148,0.443930977787701,0.344798948040703,0.288593882072064,0.252672970383179,-1.11069206415931,0.358233845831833,-1.11533244689426,-0.0392903516107709,-0.328343491660264,-0.204652919928697,0.691733118931376,0.171468060125519,0.68009110969006,0.257755925293671,-0.29589105492878,-7798.79748654717
-0.920661012961199,-0.555985085144894,1.69397279046806,1.35131381970896,1.00244968046247,-0.203608981728622,-0.197050948214346,0.100466777821611,-0.147680419263471,0.314705529134048,-0.792168414651196,-0.821851546297808,-1.48120307296856,-1.16976984092332,-2.79393671730862,-0.238387569293143,1.02226115219616,1.06157034389828,0.775141587741364,-0.144752814824842,-0.0306857959343727,-0.0754888781824143,0.0284111825741064,-0.0865543190333561,0.0667009432359916,-0.705730291484785,-0.688344448806281,-0.914277156278429,-3.78980779861748,-0.278676597992183,3.8979047501451,1.66801540211511,1.38538287239393,-0.125240815051432,-0.13992323395125,-0.0758230700512634,-0.036429663445648,-0.0292280081398422,0.0205634255706352,-0.35506688255058,-0.279863708701523,-1.04603010773095,-13.3077584182554,-0.178719477288155,0.446227705940178,0.929148170967764,0.914505116051833,-0.127876146612294,-0.0307053654004833,-0.193739485283471,0.102024279492096,-0.0800395120002461,0.138432441240968,0.0717326594107598,0.172028061482122,-4.28910205576454,-4.48918500119474,-0.101972664665552,-0.00838138586969918,-0.520396082903084,0.172066155154943,-0.0553992571685813,-0.0516357052928648,0.0140157728642463,0.0259893833121129,0.0444959647934131,-0.0452895232401879,-0.159069257037393,-0.296314898874405,-0.209292492194152,-2.98011665780053,1.3337784111038,-0.925459440622037,0.018553345778184,-0.563402175968833,-0.221493488772958,-0.530412266968632,-0.902952493903031,0.951921528912414,0.506081828195516,0.122764907388385,-0.906951364495316,0.359454895159779,-0.843985480933019,0.0343198266025558,-0.560608418860115,0.087872069511479,0.575892486775133,-0.145464119441736,0.059096394369586,0.289991101820428,0.0362405820610072,-2.32009996776108,0.812970195904959,-0.243679766926869,0.0542168422562594,-0.030867692153698,0.143679031658725,0.968032412035079,0.480411866511246,0.270974060166252,0.299028370489363,0.218485662269712,-1.0738755017261,0.323677723802125,-1.15847541453422,-0.0393530222009965,-0.314905097683011,-0.202198471168128,0.703922970516153,0.149551468054931,0.665848162778322,0.267064794102409,-0.326521507407354,-7794.23879779404
-0.702842597157563,-0.58160105444097,1.57786912953426,1.59323548847659,1.12188649259568,-0.188514157199809,-0.169473146326827,0.0570387241468293,-0.165441939066293,0.257410031098116,-0.573177425736048,-0.876230972976065,-1.3131275780823,-1.11774548931839,-2.8219496538527,-0.239369043571524,1.00411172529292,1.02392185573129,0.805993361981022,-0.144449729000687,-0.0317090103887707,-0.0760702041650697,0.029230701590614,-0.0843554810617776,0.0565875673899122,-0.684077279212493,-0.672652762322202,-0.910748789115711,-3.81452390072615,-0.278448479598234,3.91043147706781,1.67134846265603,1.3970157688015,-0.124275927682587,-0.140981507228817,-0.0757249566927156,-0.0365618398282721,-0.0264385006689624,0.0205941097714746,-0.363791329492348,-0.284813447204036,-1.03983329679365,-13.3415205005447,-0.18297988511653,0.434560052847506,0.963431182171737,0.851078623562004,-0.12331133734336,-0.034074741666967,-0.192052757187305,0.100990535145689,-0.0760555836026043,0.134157453040744,0.0772134775287333,0.159814239197708,-4.28816468639147,-4.5410585028807,-0.103790291621414,-0.0291458703841491,-0.528834344395381,0.161884236428585,-0.0547047481298787,-0.0519706849812805,0.0125970618859557,0.0306535207111011,0.0396736442218285,-0.0399896545137892,-0.172174716277672,-0.289865635330196,-0.215819331341092,-2.96315651725057,1.3179790088504,-0.925368316346229,0.0141475531485415,-0.589427771168195,-0.21757195863008,-0.496370821142054,-1.00095624173775,0.938108440164945,0.527472729855924,0.173309032001011,-0.935993486360254,0.398475792019255,-0.842871491573396,0.0300600064031787,-0.584207204906936,0.0936784991711196,0.615886333487315,-0.142438886343636,0.0611107981861195,0.295736790482085,0.00609172167628131,-2.34386548128057,0.825964101630419,-0.276259238810097,0.050221456466404,-0.0403543570086337,0.186568634658798,0.989484519322621,0.451281682746759,0.257283594755224,0.312423663047149,0.215578084273146,-1.1004720165665,0.355713639172861,-1.13557151492841,-0.0439811823060275,-0.318378038338455,-0.21730138494552,0.761106895595971,0.125131726057064,0.664040230884915,0.266233671704365,-0.274591311211578,-7791.15398235747
-1.08579465067863,-0.605780725526789,1.44811164139435,1.30107123720821,1.1844219407618,-0.215609270413753,-0.108590022461393,-0.0324999901278601,-0.201386299470632,0.277882728008018,-0.571163712640481,-0.948253879731916,-1.44507628143152,-1.01791970397589,-2.84691243972035,-0.237529897093959,0.995507919935501,1.01484644144335,0.82849237717469,-0.144329044523535,-0.0338566916685693,-0.0728796350466458,0.0299346005090148,-0.0799279479684664,0.0462258936817485,-0.666094021648981,-0.653448209364977,-0.915102818259988,-3.81843794992259,-0.279467676574281,3.94214191651315,1.68822722617141,1.40644743918785,-0.122737568202186,-0.142247878271882,-0.0751431217054396,-0.0366368007148793,-0.0243678482818647,0.0209804501771599,-0.367100986331285,-0.285910270254533,-1.0369880591469,-13.4036882968512,-0.18632079021287,0.412183937439725,0.978644720333088,0.797714831134776,-0.124310803564848,-0.034418034386166,-0.191983390493146,0.100932266070192,-0.073354695249582,0.133505428114012,0.0734798086709258,0.15340463483179,-4.28170118626991,-4.54695948626954,-0.105201206302366,-0.0212914740308776,-0.528565044220348,0.159857161995893,-0.0554131809610967,-0.0523445297043047,0.0123159083870951,0.0323952385324507,0.0389463648865413,-0.0394307466396006,-0.176297697593932,-0.297405542941634,-0.21686339818028,-3.00448854345535,1.33192982341246,-0.923254228067822,0.012835754000522,-0.568172247230491,-0.24662421082514,-0.469529388022268,-0.970862728087873,0.978297362287344,0.54373377569738,0.162270098698482,-1.00561480472337,0.396034045009129,-0.826194856367532,0.0276771519295936,-0.574266858511502,0.11581863514471,0.618544054678854,-0.143260257505274,0.0776786902608933,0.3025432915448,-0.00201198689663957,-2.3591840804598,0.824565391343175,-0.282307907241956,0.0487994264861852,-0.0361938798645501,0.20595623469096,0.981995677492324,0.450805434532529,0.260960133685941,0.315689180085676,0.20737594459298,-1.10410971701113,0.3636226745073,-1.15137474106497,-0.0460451459360855,-0.297743159613561,-0.201243415733503,0.752250458062206,0.122101959435765,0.680675656252928,0.264669074822679,-0.291491534108172,-7789.87680844561
-1.84152332210344,-0.617113776069354,0.665461274038897,1.45015889346403,1.32523875747846,-0.208159097965814,-0.166680162382001,0.110917171968814,-0.227438769577816,0.338121746176202,-0.574180096922239,-1.092331600008,-1.32777022313342,-0.95686421700304,-2.87484041132084,-0.236061831309097,0.982811258427339,1.01288254109943,0.851415672321855,-0.144268319622387,-0.0346972957851491,-0.0721315250344557,0.0301205437397004,-0.0778362904981299,0.0403783092851732,-0.651278945283982,-0.641882558173618,-0.920406925318299,-3.8146999187925,-0.280466898279638,3.97721188380759,1.70282529386356,1.41506999346792,-0.121238983510326,-0.143365874340471,-0.0745513091701446,-0.0364761181883562,-0.0224289396133594,0.0213769219769854,-0.369579610616013,-0.287144994078846,-1.03318311303425,-13.4480874508792,-0.188994139383938,0.397789594396882,0.995453046234305,0.735268574641897,-0.125196555769473,-0.0349538081937169,-0.191646155433885,0.101302973226215,-0.070510444549002,0.132218046289721,0.074251064598509,0.149434553481163,-4.27304346341493,-4.57095546732915,-0.106125069598303,-0.0222851451649171,-0.530765471204687,0.155297206567662,-0.0559422874071424,-0.0527661157386467,0.0120729283009474,0.0329954681412209,0.0383610964874841,-0.0389771136748558,-0.182734939168697,-0.303913012901304,-0.217461772209364,-2.96791559387845,1.30156602137714,-0.918908125945758,0.011316793397075,-0.556971542145805,-0.253824899074226,-0.457566794047917,-0.961833767336724,0.956231781499892,0.554189242679224,0.180574127405697,-1.04075772561231,0.396542221941605,-0.816131341877072,0.0262073672148729,-0.56700330708542,0.12683412260318,0.627781022317049,-0.140935205994928,0.0882284685313935,0.305214082174885,-0.00897564855342912,-2.37711329483516,0.821735763797326,-0.289154708143205,0.048105838281517,-0.0345300384505269,0.224457130767177,0.979297346017512,0.453282940659256,0.265129881355282,0.318038366661749,0.201531973259578,-1.09526506990712,0.362038182137842,-1.15884261794119,-0.0470154755722815,-0.28960615682956,-0.191897872559796,0.753577271295781,0.117317738241548,0.687455336910415,0.260242754189736,-0.29136474448068,-7789.71891533387
-1.31466689824583,-0.64316417618508,1.147968642022,1.25426170122506,1.33388273075303,-0.198050264540798,-0.133317975298511,0.00575071625656388,-0.227292116017939,0.271885855843346,-0.406582592994023,-1.04955234203871,-1.35697591005728,-0.944824393525038,-2.87939406881697,-0.234923184766261,0.977290773253803,1.02761429125257,0.857458170612032,-0.144602122340284,-0.0345979858339489,-0.0717922502374863,0.0294282879014448,-0.0781449881387541,0.0407234264066912,-0.650788975857801,-0.64283484992493,-0.921190586675011,-3.80283644609202,-0.280928497145824,3.99711218255166,1.70684927212767,1.41789923046674,-0.12087128221767,-0.143390758439484,-0.074499479909499,-0.0363065043677792,-0.0222288655432075,0.0214975919066117,-0.369235328126051,-0.287658961199802,-1.03246248118916,-13.4400206695125,-0.189073222818796,0.398245904427328,0.997780736341028,0.710829143162233,-0.125533968302298,-0.0350059497760099,-0.191542948813111,0.101656455727263,-0.0698517843261844,0.131801812012094,0.0763635689343466,0.15172810051539,-4.26555936206517,-4.59042301606847,-0.105902879553604,-0.0284424382335837,-0.533403679456593,0.151416716371235,-0.0559263287083708,-0.0530771972106276,0.0121646281260958,0.0318126075436373,0.0387625457320967,-0.0392844110311246,-0.185801497930475,-0.305875752716807,-0.216391140055648,-3.01816808545725,1.31548657947559,-0.926526681590792,0.0126305903182883,-0.573839821521596,-0.247106651121147,-0.475046980973801,-0.968740481936396,0.976188798278251,0.55569752129154,0.190166676557442,-1.02424196683388,0.393139426676517,-0.815953295841365,0.0268003448181439,-0.567429117246201,0.125156234194028,0.629444119063173,-0.139399483251044,0.0885389039501679,0.303026890803684,-0.00850401370630001,-2.37968539897768,0.818337686743293,-0.289204227999203,0.0486081389339556,-0.0344579650196659,0.223041383797504,0.981825699057159,0.460612288025543,0.265028629698855,0.316828805019388,0.203901142718825,-1.08197668776505,0.352299271568828,-1.15991931734666,-0.0465257418765885,-0.295747006537318,-0.194502655565367,0.754236727435162,0.11846767984589,0.683151549437399,0.259627909909159,-0.285868609971733,-7789.1578050158
