"b_no_choice_a","b_mileage_a","b_range_pw1_a","b_range_pw2_a","b_range_pw3_a","b_loss_pw1_a","b_loss_pw2_a","b_loss_pw3_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_no_choice_b","b_mileage_b","b_range_pw1_b","b_range_pw2_b","b_range_pw3_b","b_loss_pw1_b","b_loss_pw2_b","b_loss_pw3_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_no_choice_c","b_mileage_c","b_range_pw1_c","b_range_pw2_c","b_range_pw3_c","b_loss_pw1_c","b_loss_pw2_c","b_loss_pw3_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_no_choice_d","b_mileage_d","b_range_pw1_d","b_range_pw2_d","b_range_pw3_d","b_loss_pw1_d","b_loss_pw2_d","b_loss_pw3_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_no_choice_e","b_mileage_e","b_range_pw1_e","b_range_pw2_e","b_range_pw3_e","b_loss_pw1_e","b_loss_pw2_e","b_loss_pw3_e","b_packreplace_e","b_cellreplace_e","b_price_e","delta_a","gamma_EV_rangeanxiety_a","gamma_risktaker_a","gamma_hhincome_a","gamma_ev_charge_a","gamma_knowledge_ev_a","gamma_evb_environment_agree_a","gamma_evb_function_disagree_a","gamma_hhveh_fuel_a","gamma_veh_range_a","gamma_suv_a","delta_b","gamma_EV_rangeanxiety_b","gamma_risktaker_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_knowledge_ev_b","gamma_evb_environment_agree_b","gamma_evb_function_disagree_b","gamma_hhveh_fuel_b","gamma_veh_range_b","gamma_suv_b","delta_c","gamma_EV_rangeanxiety_c","gamma_risktaker_c","gamma_hhincome_c","gamma_ev_charge_c","gamma_knowledge_ev_c","gamma_evb_environment_agree_c","gamma_evb_function_disagree_c","gamma_hhveh_fuel_c","gamma_veh_range_c","gamma_suv_c","delta_d","gamma_EV_rangeanxiety_d","gamma_risktaker_d","gamma_hhincome_d","gamma_ev_charge_d","gamma_knowledge_ev_d","gamma_evb_environment_agree_d","gamma_evb_function_disagree_d","gamma_hhveh_fuel_d","gamma_veh_range_d","gamma_suv_d","logLike"
-2.76713617060254,-0.40983026726936,-0.144913734922738,2.01859835856944,1.272936369452,-0.224781090668326,-0.0492892846599558,0.0444302570569342,-0.869323377427011,-1.06425807889996,-1.53525712924134,-6.08808151180059,-0.249943412346453,2.1278934713359,1.20645809519545,1.23949858016517,-0.141598583506174,-0.13896930114778,-0.083634470939965,-0.0909450344075109,-0.125881686061929,-1.27065864733745,-4.05517209771812,-0.125334070146589,0.177545819026711,-0.144571874020916,0.145712035997086,-0.00476546173791751,-0.00936159329264444,-0.0263838760323808,-0.344847908637128,-0.405099307707634,-0.329725704737183,-2.1963120870598,-0.21035398161959,1.94164456362236,0.98599710003797,1.1208218475683,-0.0946527562325633,-0.0905679342615444,-0.0502721689582125,-0.671876559296166,-0.724993348731191,-1.29849036280236,0,0,0,0,0,0,0,0,0,0,0,-1.33151562227715,0.0903165895879722,-0.00248946768599725,0.000246383807095971,-0.27844762508671,-0.252052303624682,-0.838990274138585,-0.800980225432996,0.560175847269725,0.107672424024319,0.494221764308649,0.00883585339522737,-0.0117467966023917,0.466907304045566,0.00798491091153247,0.292945834590809,-0.0997459682295483,0.413957284137858,0.465601511280143,0.0724635392472011,0.0340727981025828,-0.0123458774091199,1.62556256389036,-0.672832539916385,0.793255507294023,-0.00636412596828406,0.149477401302445,-0.365167519422323,-0.0686549071905811,-0.0270725038111975,-0.548958223067362,-0.229132300574821,-0.122353266095493,0,0,0,0,0,0,0,0,0,0,0,-17258.2225105443
-2.76280315608148,-0.413092470430752,-0.145939001112421,2.02144779244107,1.28791744018363,-0.225589063306976,-0.05228340801127,0.0361431096006679,-0.882431315368752,-1.0706076563474,-1.53585269644058,-6.08956030923183,-0.250896058092517,2.12330476229076,1.19816457310973,1.23519304393095,-0.14154427996709,-0.138771433185328,-0.0832427829484405,-0.0937896316626436,-0.129126296820182,-1.27398125233245,-4.74183836433206,-0.12066638220032,0.304365471106366,-0.140358731611778,0.16441640491193,0.00250513788737166,-0.00923703514974094,-0.026946525297047,-0.357049975587224,-0.415436218334893,-0.326669417854551,-2.19615393699157,-0.21126380179176,1.95610951807992,1.02384563543929,1.13671099689016,-0.0958625103501108,-0.094770335282596,-0.0629030699737756,-0.686119744744822,-0.734076062902229,-1.30727668380833,-0.0818992115826188,-0.0088835425259837,0.071478126526359,0.183560485170693,0.143120614011798,0.00305403292819499,-0.0067051829324983,-0.0135586485580419,-0.016644793342674,-0.0732172085014445,-0.00424498076237617,-1.24346434185419,0.182492505548752,0.0501527704464345,0.00753267852667376,-0.19276769160558,-0.162513438425782,-0.760625283554723,-0.736870737251513,0.649491537515604,0.134112910599825,0.585413244162357,0.104710984351303,0.0924780614321362,0.516765996225427,0.015679764777946,0.384804472821722,-0.00402605650628493,0.506352939941974,0.549253150843571,0.176049518941547,0.0638078063927695,0.0855239541471495,1.67530383078011,-0.622405814728602,0.848526331129077,-0.00185711045028095,0.211399636523289,-0.317337030130387,-0.0167164052700298,0.0100075179519623,-0.499231321649406,-0.214456227002464,-0.0686641305400298,0.0729622725223685,0.0820735762260145,0.0294215078220368,0.00659368797395202,0.0799824474647777,0.0763500826858147,0.0635523146052732,0.0619921373317164,0.0778640463353982,0.0250523413845592,0.0996588590860617,-17106.7402119063
-2.76337588510724,-0.417131826237014,-0.141842689597159,2.0243179831925,1.30524472330332,-0.225400395350082,-0.0512767851074926,0.0354779241169221,-0.889685552302204,-1.06890967424186,-1.53382379872663,-6.08916165030979,-0.25130946171563,2.11976235850603,1.19637463139367,1.23445045597791,-0.141684837912134,-0.138589040894361,-0.0829283532738294,-0.0952521493259001,-0.12931834443049,-1.27501181132933,-5.28083957507141,-0.121434771699734,0.281393517774939,-0.192494761911956,0.148164561066474,-0.00290624954956889,-0.00966425801059882,-0.0265262354747037,-0.358604884954532,-0.417462291210334,-0.348470943069479,-2.20614277045114,-0.210422707375218,1.99401850900557,1.07470754144306,1.13872927004565,-0.0969394857896543,-0.0984689557499315,-0.0699200334101908,-0.70022422921672,-0.744148118116662,-1.32369044652563,-0.201502774845409,-0.0499313408030055,0.144273072890913,0.298296083492084,0.252556082518105,0.0108037390517507,-0.00986747196519863,-0.0182207551582942,-0.122030240144943,-0.204879971486951,-0.0329014208333716,-1.14753828572482,0.286962737855333,0.040028815351258,0.0148183271412544,-0.127104587875032,-0.0783697588508684,-0.701656282547411,-0.705487392194133,0.75099865959258,0.162743825689242,0.685549724166517,0.195074154050691,0.192764346106388,0.497009537314909,0.0223800229416838,0.442860065272398,0.0728626462559159,0.563494915611581,0.572062719562858,0.2758469322379,0.0909366628511726,0.177251188916246,1.758458022504,-0.508670703100486,0.876404841192674,0.00656078736492847,0.311029233172281,-0.231764882924858,0.0506205439442999,0.0860003692104066,-0.400852451453264,-0.184157145215425,0.0389170763531968,0.146865281015054,0.173405649188029,0.0257034109238711,0.014491437593708,0.160236208657093,0.150124890772753,0.112005866764097,0.0973258609455033,0.167016355695775,0.0537426163830637,0.224030462099713,-17058.5279875886
-2.77558922809026,-0.429408103661146,-0.106881015200008,1.98582074687681,1.29750280905954,-0.222744229185761,-0.0474746701972719,0.0289793017952134,-0.888508365512074,-1.07369827760867,-1.5257769673042,-6.05872354836922,-0.251382759408537,2.12329091076497,1.20887237292632,1.24540948671434,-0.141843988460602,-0.138615932801417,-0.0836744277319757,-0.0922984558905827,-0.122792118245553,-1.27473903002787,-4.924828499964,-0.111526145288001,0.249645054260852,-0.178122436483258,0.145457945205384,-0.0144426343191267,-0.00970949900177057,-0.0254031093999176,-0.298251982693189,-0.371673125210745,-0.336912317658389,-2.2349901862252,-0.204895103829146,2.17297523252995,1.14650932101536,1.15933548926414,-0.104508390855597,-0.103468850459402,-0.0699613154855757,-0.698165933694215,-0.743930154443041,-1.40136903660468,-0.555146178177901,-0.171566565040998,0.0661269783917054,0.30812897224704,0.380658526882613,0.0441079027490962,-0.017959694559649,-0.0235244503052698,-0.436264743372424,-0.508638895612292,-0.159138139015298,-0.982598191480104,0.461934483848408,-0.20840620985983,0.0256507586004892,-0.10809239477932,-0.0296144523041049,-0.798904273750704,-0.836728058904841,0.894238131823336,0.20507737968038,0.930034152551362,0.350760271015635,0.354187620946371,0.265944798270626,0.033642165766665,0.458997199765141,0.126449786446915,0.461030819431945,0.436890794234388,0.398709854367493,0.131596431345975,0.420630972147756,1.87819927522316,-0.276898005697355,0.573677510126701,0.0209669960913502,0.332945477772567,-0.151135951608899,-0.0464743829525744,-0.0138773088899745,-0.214941177792151,-0.127532550069612,0.365777730102093,0.203652219936394,0.341643819927392,-0.2095536736283,0.0286873462891256,0.198297836611752,0.203548477996808,-0.00780374671438225,-0.047401468769582,0.301615510941262,0.103928925791314,0.518555646247602,-17030.6885584586
-2.77371089884854,-0.436291396876563,-0.0371671739669621,1.95707258562983,1.30522250196568,-0.221219151428946,-0.0503985908732224,0.0108868679037984,-0.900438753401134,-1.06477418412253,-1.53562461600595,-6.04639703848555,-0.252640784465976,2.10665691431556,1.21678206088624,1.24789211058862,-0.139786954030584,-0.138446711549244,-0.0834937680774551,-0.100708686108302,-0.12814825753339,-1.26971762524093,-4.73311886795779,-0.112798939335682,0.247057015667857,-0.19298732356448,0.147549704309487,-0.0126881609135104,-0.00967547856974399,-0.0281446986570257,-0.28285704150786,-0.360605635233258,-0.341033915164133,-2.23859541689269,-0.195508832272988,2.55353938412388,1.18909033225236,1.2466121370718,-0.1227915490638,-0.108036833878977,-0.0751490519975141,-0.632216032090404,-0.704111307622719,-1.54777433703425,-1.35099816953347,-0.301324505904923,-0.210419345309382,0.647018486485079,0.371706920416993,0.0659876249386144,-0.0366595406345342,-0.00774680291494439,-1.010499820801,-0.946946127992215,-0.363034208709271,-0.930642034852633,0.49095452519472,-0.500159470049968,0.0343415796279664,-0.256968246909966,-0.150273768224931,-1.00173195917656,-0.888816950567372,0.872864643453467,0.249382002507985,1.01784150703176,0.397268517012366,0.382781001608186,-0.0154196833049424,0.0413834643500714,0.300549634288344,0.000690195924954062,0.259202431792272,0.373097813551513,0.381647889014876,0.180896668336047,0.500250516628079,1.92734688704795,-0.267163032171417,0.298888994669055,0.0289252561374529,0.161577994296728,-0.255053253512897,-0.246781609824298,-0.081349822917875,-0.243688520421562,-0.0729857263815145,0.41803443715472,0.0051447734575783,0.421391849705278,-0.529481722141709,0.0398136716188461,0.0342728051932109,0.0943102467050841,-0.218138678255379,-0.115474973054457,0.327305281908388,0.17015914867811,0.625452334794114,-17003.2899629429
-2.88347058459982,-0.443845956901368,-0.0307000182110963,1.89143022227434,1.320513650319,-0.227148719037878,-0.0556787216574433,0.0134847228829611,-0.900552726713372,-1.03084890018804,-1.54332207048348,-6.07118408559388,-0.254484224681987,2.08372360314518,1.22801640529062,1.23991300500886,-0.139200481958559,-0.137940366832724,-0.0839459836606216,-0.110325251420751,-0.135159885551537,-1.26434652825845,-4.81266642861303,-0.112508843734649,0.241056547175243,-0.213509750812222,0.162657654576574,-0.011456561084884,-0.010390091082269,-0.0283406312198516,-0.281446382280694,-0.352913430962084,-0.342455134730883,-2.18297310784747,-0.17938781265914,3.0802917688816,1.14347169136251,1.41948608796691,-0.143985540018997,-0.115110398942898,-0.0799709675887666,-0.512310224839269,-0.617939110364844,-1.74248394179203,-1.9904958858493,-0.295471400117308,0.125365311454811,1.21795681157325,0.119563964218429,-0.0099791261757744,-0.0427023076125989,0.0014326251684133,-0.938280170320718,-1.08719710598834,-0.466345734535507,-2.0938019586502,0.424190572722796,-0.376432000687457,0.019477261681648,-0.0317001995902554,-0.289387928177797,-0.898419677855898,-0.203472789383965,1.31537147789097,0.363488038585702,0.586156181059583,-0.700009991877989,0.30261064887911,0.127718607147431,0.0272213784923095,0.528630046608533,-0.142002658539979,0.372381911864504,1.04070019610847,0.77882408335135,0.285662690535007,0.0717024054645592,0.804113490381787,-0.351473920106509,0.441016484444717,0.0137271190641205,0.41683919982803,-0.413964042942649,-0.132139509763629,0.595592459987856,0.181163147307637,0.0329217561827609,-0.0157110796586064,-1.55909180889066,0.411422825080866,-0.427541955010792,0.027692645570522,0.282313095774069,-0.0659360165156445,-0.104320329336158,0.639540568408602,0.864982068171476,0.32020194141938,0.246770588747729,-16984.8825290245
-2.67828096230199,-0.45833965702502,0.146531924984668,1.84249437671457,1.31693670471684,-0.227720923250372,-0.0598191599435228,0.0157751644289725,-0.826347694982653,-0.988022587196501,-1.53166682922856,-6.11250274367819,-0.25578849317363,2.05367389157126,1.24919235484198,1.23324844840059,-0.138405249842611,-0.137990498159701,-0.0841211426237003,-0.116026493810848,-0.138135132296569,-1.2609696252631,-4.60748692927902,-0.111117225756912,0.257459531002299,-0.21616152143664,0.156893536573528,-0.0107541488677144,-0.0104880780208978,-0.0265361084239615,-0.267496721910737,-0.347525829019346,-0.34443070206188,-1.82525854848405,-0.150801889567263,3.5169201560892,0.919497524966964,1.58487674624738,-0.152219114187247,-0.117688084817209,-0.0738237215983844,-0.343999189839388,-0.484375988703557,-1.83068792131699,-2.5283109021124,-0.373850587336909,-0.292855648269438,1.49113077940535,0.124911174108013,0.0132878217687646,-0.0409369137853501,-0.0195024714288748,-1.32009516968,-1.21314875020253,-0.50265570477483,-2.00741842175803,0.48398291652135,-0.401759170222708,0.026014110242442,-0.155701654933217,-0.117589545950792,-0.929842445013344,-0.671847675439709,0.976109459776705,0.384480631414352,0.82370063967891,-0.571093468462603,0.368475424821977,0.107194090086908,0.0334192408312774,0.398150126146056,0.0242624322612472,0.344935519223544,0.578884901213101,0.436920765839893,0.294036317900254,0.310197974327676,0.991356504004351,-0.302496737607648,0.401569965150794,0.0194544271390669,0.257377408211914,-0.233936145782324,-0.144346894573191,0.111715454835894,-0.184233008038515,0.0395479398250557,0.220188499274539,-1.69475611263833,0.533620932810646,-0.489879567883,0.032065949053737,0.146370708294174,0.116646712070727,-0.0866167532108711,0.162523036180549,0.574108671767521,0.37262316443832,0.515576919605554,-16973.8856099769
-2.82151546150358,-0.460608414448162,0.0697610594945487,1.76593876994196,1.31518855593013,-0.23628812743353,-0.0540739554266744,0.0146110043324551,-0.835239147146457,-0.963229820085648,-1.50439932508795,-6.14049316612658,-0.256560149589271,2.03104005207025,1.27231909173361,1.22407507788827,-0.138867304182172,-0.138292300395554,-0.0848602055037961,-0.124236760560117,-0.146126852802971,-1.25574437795814,-4.71237161904113,-0.110589301365586,0.270987712945567,-0.233322585562873,0.170919486793641,-0.0113499290009855,-0.00968721930265235,-0.0279080697562472,-0.261296922258732,-0.329627746429941,-0.344956823717755,-1.78335063842883,-0.164178347302223,3.70838528190751,0.808910222422208,1.70418242210008,-0.154992586925113,-0.117107038045122,-0.0758824643799352,-0.312207254849789,-0.437275190490547,-1.88263019615047,-2.1566596955378,-0.317344526711376,-0.0596290591711544,1.34716193353018,0.0037474670474992,0.0160753034708968,-0.0491496089555599,-0.011751866708746,-1.16884454951393,-1.26984859520635,-0.493141531978005,-2.27492405527751,0.485582214576362,-0.368028539076227,0.00992555868598881,-0.0352955121170367,-0.175027098196866,-0.764834005913534,-0.0991554498345802,1.28592194144905,0.369662956159136,0.58907554918675,-0.784956499202648,0.340150929758964,0.145106169823408,0.017927122773627,0.51834420868011,-0.0395235603140981,0.499204351752145,1.12169916224964,0.719819864533974,0.2775755994832,0.075913130665453,0.696880152818706,-0.314368128945038,0.452034880125085,0.00449507544347882,0.41306193548623,-0.309445957983857,0.00916049726314039,0.681508552174851,0.139712450655913,0.0273782193431591,-0.0282095278063825,-2.05824284422358,0.500612399280708,-0.470300142587732,0.012266105266776,0.292003062516455,0.0659551467896149,0.13593192186805,0.817374849513124,0.979213061875991,0.364806932757743,0.255653363267848,-16969.8408468609
-2.6182855299042,-0.464739323802955,0.172961564784808,1.74695347283197,1.28994979689454,-0.228883147234821,-0.0615503423554268,0.0260572413391031,-0.777217249666738,-0.945368380811517,-1.48250968706787,-6.18316769399957,-0.2568391493633,2.00291286218739,1.2883571267221,1.21952618852478,-0.139085531773985,-0.138877214543317,-0.0853915061666752,-0.126664859698854,-0.149344452322256,-1.25304078676281,-4.60985410822507,-0.11036559953626,0.291980276040778,-0.231872024888478,0.159492454468487,-0.00995673271943136,-0.00934715004972906,-0.0265312267859709,-0.246166289784373,-0.322139149376325,-0.347453012883181,-1.54727848206372,-0.150720638519999,3.86763156880695,0.722901509174142,1.73010367639113,-0.154200425139864,-0.113808293647481,-0.0684745427300346,-0.273462824992631,-0.377635520854752,-1.89214914724016,-2.6984115020978,-0.363579898214857,-0.288787889776037,1.52381802266956,0.132737674771791,0.00601031707040759,-0.0489472361577265,-0.020457558808791,-1.41619983885506,-1.35727257904747,-0.498937397442173,-2.22064984612859,0.523439910073431,-0.364036701260621,0.0204165262071082,-0.123561925614069,-0.0819367859812871,-0.893537439908214,-0.540882516994719,1.0188862573109,0.398607336864269,0.737167212497093,-0.772259694202137,0.398291881607879,0.143178880710243,0.0280981871543313,0.42246694026899,0.0505192541196548,0.376032121059202,0.692250075986594,0.478933952696527,0.305505036802479,0.229150346942021,0.763861148486178,-0.271982402694987,0.432136973062011,0.0136748924332075,0.30012342559097,-0.207608829200106,-0.102386634179612,0.233393257559717,-0.124478263469931,0.0535455563635804,0.114913664939407,-2.0415247536922,0.58859353162534,-0.481489479767057,0.0225051136858588,0.176096566290128,0.164946406376144,-0.0114126102195197,0.340681186553715,0.685830525636055,0.406059510948175,0.435223053913065,-16967.1907512472
-2.75023436563067,-0.462205323705609,0.117607550382842,1.70782464027729,1.28736970450276,-0.23796633138362,-0.0545515268925391,0.0226884411112948,-0.791140550021488,-0.94312053193065,-1.47214900256913,-6.20547429720239,-0.257136373017106,1.98003808140314,1.30130572711452,1.21390271508828,-0.139553712162018,-0.139361038450644,-0.0863921717423559,-0.132926234854729,-0.154972311359374,-1.24754165707795,-4.65688873516153,-0.111053939896235,0.311897453908466,-0.233749817489044,0.167328926008548,-0.0109069723863895,-0.00862260519918113,-0.0269257553836125,-0.238441524193324,-0.308406869303635,-0.350912879664176,-1.63035908648527,-0.168049941425242,3.90571552557804,0.694281967406554,1.77408407487874,-0.154406828166928,-0.112025841945537,-0.0678492910776046,-0.275924111068821,-0.375671534374718,-1.91984168593067,-2.27359947857353,-0.320759223550099,-0.147454378882991,1.36410715595837,0.0191131868497325,0.0160176754707525,-0.0535957878456777,-0.0178689090468374,-1.30988428801965,-1.38159525790611,-0.453414283716605,-2.27137447452079,0.486922576064271,-0.378937825634171,0.00708637899031714,-0.0707571667464355,-0.146916001589804,-0.734856850040138,-0.0987951635755119,1.24502425609958,0.377532002062525,0.611219480838926,-0.778901453450986,0.339420366557453,0.141132150566962,0.0151306848789014,0.487529789987718,-0.0164719358431192,0.522823916797018,1.11355828586804,0.67424201486895,0.283360088935696,0.101935140716231,0.718013392564467,-0.317595427840383,0.434184086514024,0.000422744946099089,0.386182493907372,-0.286819382044444,0.0474147155155112,0.680423490102858,0.095643702792263,0.0338361283693193,-0.0200026876191179,-2.04250235405058,0.500795497643942,-0.493307547241669,0.00604494855537357,0.252372847938869,0.0952334958608856,0.189135267993525,0.842487945411598,0.950638679374797,0.372525054730547,0.284770649739602,-16965.091300867
