"b_no_choice_a","b_mileage_a","b_range_pw1_a","b_range_pw2_a","b_range_pw3_a","b_loss_pw1_a","b_loss_pw2_a","b_loss_pw3_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_no_choice_b","b_mileage_b","b_range_pw1_b","b_range_pw2_b","b_range_pw3_b","b_loss_pw1_b","b_loss_pw2_b","b_loss_pw3_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_no_choice_c","b_mileage_c","b_range_pw1_c","b_range_pw2_c","b_range_pw3_c","b_loss_pw1_c","b_loss_pw2_c","b_loss_pw3_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_no_choice_d","b_mileage_d","b_range_pw1_d","b_range_pw2_d","b_range_pw3_d","b_loss_pw1_d","b_loss_pw2_d","b_loss_pw3_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_no_choice_e","b_mileage_e","b_range_pw1_e","b_range_pw2_e","b_range_pw3_e","b_loss_pw1_e","b_loss_pw2_e","b_loss_pw3_e","b_packreplace_e","b_cellreplace_e","b_price_e","b_no_choice_f","b_mileage_f","b_range_pw1_f","b_range_pw2_f","b_range_pw3_f","b_loss_pw1_f","b_loss_pw2_f","b_loss_pw3_f","b_packreplace_f","b_cellreplace_f","b_price_f","gamma_knowledge_ev_a","delta_b","gamma_EV_rangeanxiety_b","gamma_risktaker_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_knowledge_ev_b","gamma_evb_environment_agree_b","gamma_evb_function_disagree_b","gamma_hhveh_fuel_b","gamma_veh_range_b","gamma_suv_b","gamma_info_treat_b","delta_c","gamma_EV_rangeanxiety_c","gamma_risktaker_c","gamma_hhincome_c","gamma_ev_charge_c","gamma_knowledge_ev_c","gamma_evb_environment_agree_c","gamma_evb_function_disagree_c","gamma_hhveh_fuel_c","gamma_veh_range_c","gamma_suv_c","gamma_info_treat_c","delta_d","gamma_EV_rangeanxiety_d","gamma_risktaker_d","gamma_hhincome_d","gamma_ev_charge_d","gamma_knowledge_ev_d","gamma_evb_environment_agree_d","gamma_evb_function_disagree_d","gamma_hhveh_fuel_d","gamma_veh_range_d","gamma_suv_d","gamma_info_treat_d","delta_e","gamma_EV_rangeanxiety_e","gamma_risktaker_e","gamma_hhincome_e","gamma_ev_charge_e","gamma_knowledge_ev_e","gamma_evb_environment_agree_e","gamma_evb_function_disagree_e","gamma_hhveh_fuel_e","gamma_veh_range_e","gamma_suv_e","gamma_info_treat_e","delta_f","gamma_EV_rangeanxiety_f","gamma_risktaker_f","gamma_hhincome_f","gamma_ev_charge_f","gamma_evb_environment_agree_f","gamma_evb_function_disagree_f","gamma_hhveh_fuel_f","gamma_veh_range_f","gamma_suv_f","gamma_info_treat_f","logLike"
-2.54647334921644,-0.474706190039251,0.123801856610692,1.89438845506187,1.32821743222365,-0.238000336037713,-0.0430666016083733,0.0343750247862308,-0.936282062844273,-1.05968691047344,-1.44836736821411,-2.51112151114807,-0.219408395564136,1.42780584021495,1.13827688042094,1.14611454406755,-0.0931053444906018,-0.0910093937388071,-0.0475957666840805,-0.693119291962207,-0.732093481877474,-1.2060152071437,-1.99347559239976,-0.306349232472467,5.75029164155449,3.10357905728224,3.82520050764705,-0.130996440914217,-0.101436263807074,-0.0693937710445338,-0.0695003023280976,-0.0885713416711976,-1.50234037268903,-13.9093236989986,-0.229931736099698,1.13924138453615,0.708215557158999,0.784203034474988,-0.0851748598586245,-0.0682661163533949,-0.0686934095993311,0.0479983683140157,0.11662771578982,-4.03225461689106,-9.81099001200208,-0.300987993198071,0.468933758999203,0.470739600581219,0.547796289420628,-0.23539586854142,-0.238619418814112,-0.21904620808262,-0.283484792542929,-0.388531992319246,-1.02361856178017,-3.51838978673554,-0.144448920417782,0.169416066789937,-0.139941837987215,0.204690509092143,0.00371461784423962,-0.0183344055730769,-0.0197721900476709,-0.38567801292883,-0.470901863079093,-0.146559997745435,0.190621098901335,-1.20807861259251,0.612477417227111,-0.856827496757201,-0.00302672833676892,-0.21567010992205,0.469644165815824,0.0214073378431071,-0.0743897081026092,0.633374055942007,0.211273285013993,-0.0204352601361019,-0.094554632027439,-2.7625307404898,0.607319209438514,-0.512729655018254,0.0181029101301246,0.30129088311758,0.494235692792964,0.470452874921494,0.7334973049823,0.64333142182207,0.397583712827724,-0.48706509802403,-0.2922752676307,-1.26134761067491,0.217204835394575,-0.904728309565687,-0.0498636643634669,-0.0935726165643429,0.197205178415593,0.376774404662729,0.350722519232929,1.21754698924015,0.137836923474112,-0.231602571882476,-0.212198174820056,-1.72791845202835,0.712877224413262,-0.209179026001063,0.0082517360911803,-0.131104939629837,0.334279442537281,0.402920319801708,0.171917697189979,0.601455594778882,0.151748534284403,0.311164941115496,-0.104365106729458,0,0,0,0,0,0,0,0,0,0,0,-16765.5811442709
-2.58104035379752,-0.457061222389326,0.13182947740728,1.84667494785713,1.27640630384816,-0.23336409511825,-0.0389138956290572,0.0423200134646258,-0.839665888564389,-1.08841433131451,-1.44881066718992,-2.51293144468212,-0.219456905503272,1.42920468468717,1.12316761770401,1.135857183861,-0.0932279181890433,-0.0912782311368125,-0.0482634225022644,-0.689925697851606,-0.729444651818893,-1.20810099284043,-1.99043291730016,-0.306193375435823,5.75173891763497,3.09169312413931,3.81341755710744,-0.131485524967966,-0.101768963077822,-0.069512270059067,-0.0675974406634941,-0.0847244988431943,-1.50375019342608,-13.9067335546283,-0.230617234875514,1.13707373747842,0.716001307410253,0.784824287601443,-0.085555626510072,-0.0684582044659406,-0.0691456744068689,0.0470466534645273,0.119030414724831,-4.03632499242799,-9.807017708751,-0.302349398402524,0.466203043618032,0.468371369322584,0.551796433780158,-0.235759604621877,-0.239050280931339,-0.220762705619045,-0.283346806729572,-0.388541604345861,-1.02928901869616,-3.51068736566387,-0.145408746379656,0.166904247329896,-0.14069160945698,0.203914803814221,0.00302897642596968,-0.0184467311547504,-0.020000427319678,-0.386844729286467,-0.470247286868378,-0.150503586579912,-0.109193389802174,-1.16554990844404,0.630816353724131,-0.698550595157986,0.00128706132783946,-0.118653161830819,0.514799170703919,0.124181520360796,0.0580021668942085,0.632364332865142,0.218910239837179,-0.0196336215135254,-0.0340311924431927,-2.70159672638927,0.629288167200924,-0.331937524896483,0.0226431625062986,0.407953121503835,0.547755368637286,0.590483616498277,0.866453505643369,0.642149368438098,0.408225927374993,-0.487940443662308,-0.218036194286479,-1.21268154721308,0.225221505311897,-0.723054783559147,-0.0451510269467878,0.0174982022408033,0.238421241255767,0.489002417622503,0.498189022734283,1.23253516173647,0.144588430089677,-0.235545307050712,-0.146381221714718,-1.67407427180043,0.728674740800467,-0.0286325382054323,0.013011729068888,-0.0114703676551259,0.384229805261923,0.528644668706193,0.314617417729743,0.590114636120751,0.159662643215987,0.319368885351631,-0.0299526502952283,0.0849004307361711,0.0120557397010111,0.183203825238845,0.00634024532673601,0.13496062167635,0.126864867344605,0.150685443274107,-0.0112408801957558,0.0155753105890723,0.0215888444267588,0.0871117690982006,-16643.4712603403
-2.59605553573396,-0.441132048879304,0.10576652467527,1.73007805205429,1.22313705870031,-0.232245102368428,-0.0399794101640807,0.0530616286794261,-0.823992366797073,-1.16817388068187,-1.47444620559688,-2.51496654286499,-0.219975081720055,1.42981528334031,1.10421453609587,1.12541233576629,-0.0936077913987987,-0.0914898819930271,-0.0488719717654285,-0.68833992942609,-0.727926847661558,-1.2118276827593,-1.9886911138344,-0.30607987853151,5.75219485154627,3.09125944004753,3.81572466838975,-0.131707418176408,-0.102011367605461,-0.0694321092986972,-0.0675654736759811,-0.0856868805932422,-1.5070239824731,-13.9107477055661,-0.230424482490536,1.13927687978801,0.718193961203525,0.791708683540794,-0.0857852112639012,-0.0685195422029923,-0.0690311561965636,0.0506242264550072,0.116720127408653,-4.04090019301076,-9.81297379182148,-0.302017366577478,0.467252197980075,0.471903020495163,0.556604133762433,-0.235931613370582,-0.239258710146136,-0.221613593689917,-0.284550857901772,-0.389540962779852,-1.03398670064745,-3.5117140983924,-0.146117415163476,0.172284574139528,-0.132367321503435,0.211030149461791,0.00246186625999215,-0.0188315296095448,-0.0202976690938112,-0.387875164020606,-0.471018804303168,-0.154489507588401,-0.196785068070565,-1.14894795588603,0.598509185444146,-0.490948151500705,0.00463278800731378,0.00089599650626801,0.524559457860378,0.241547196687075,0.217321273940467,0.566673527790959,0.215395029138325,-0.0833109654562729,0.00566284615124081,-2.66804142862276,0.582911916048269,-0.116654157498496,0.0252354300519398,0.525088867048815,0.551570403363282,0.718054262575588,1.02594335607265,0.555182382810707,0.404086851361898,-0.562834032703687,-0.168034708369578,-1.18676617525864,0.17317450705295,-0.509961370225293,-0.0429089464514155,0.138234319642298,0.231549875608886,0.619163651243014,0.662865241579004,1.18650738326293,0.136373740063175,-0.300861972270599,-0.097024724047303,-1.64273938263288,0.683440439409522,0.185031957734571,0.0156106920656147,0.114701497576738,0.384346082829264,0.662529338498084,0.482079893467431,0.501668650542051,0.151407249606087,0.258472475819369,0.0208999929025583,0.148184244824684,-0.0516664340874096,0.399778925537361,0.00907094087490875,0.25809425037676,0.255753240138013,0.313454076867011,-0.112329924753694,0.00933625378202576,-0.0414900424174976,0.13915010150357,-16610.0330164094
-2.60314798300349,-0.338497664587009,-0.18481836277473,1.52715626539945,1.3478132278386,-0.222557278629232,-0.0574532027862376,0.0893669465054399,-0.935680081866517,-1.05589550581981,-1.44339818448879,-2.57546502162556,-0.222683226561038,1.46214797625586,1.0733135713676,1.11759882651581,-0.0953377932437047,-0.0911691857858194,-0.0504564586816343,-0.680499448473474,-0.728652306959126,-1.22314872025984,-1.99123115701873,-0.306674866603019,5.77479580361321,3.12297727844195,3.85789655938754,-0.131651472934607,-0.10223368946156,-0.069120518469661,-0.0666603705899059,-0.0866464999498182,-1.51785663002764,-13.9286485313033,-0.229745135273649,1.13612874421192,0.73337942455506,0.786183438982489,-0.0860569190468148,-0.068331930990425,-0.0683175515079407,0.055812986102208,0.115664226082514,-4.04088773624642,-9.84142293895525,-0.300856372431122,0.467468072435202,0.489291128450014,0.560441058292067,-0.236265905750324,-0.238743633203791,-0.220919553909896,-0.286899420780372,-0.385861661931624,-1.03784784795121,-3.48975447474136,-0.146217031863441,0.193913901628211,-0.126224713165186,0.219307548069816,0.00352308632104531,-0.0194431597270705,-0.0200155128081726,-0.388711433352844,-0.473823482228797,-0.149082507988792,0.0265632459933022,-0.704740212091536,0.361973661924289,-0.0892182901817971,0.00990001792642823,0.291787490443336,0.48999787488902,0.579361018149075,0.52594852639005,0.140204071459358,0.128157770395596,-0.271901739073874,0.0748625851537894,-2.16009666763597,0.342092396349131,0.246568066144469,0.0293204172242803,0.804792994167311,0.493568800253904,1.04566466543154,1.31634075253865,0.106942116994757,0.310353364953029,-0.772657633261541,-0.11443489090533,-0.659606163264593,-0.078352355296938,-0.145381347511283,-0.037596855781162,0.404211144132468,0.199050145341504,0.966046295738441,0.947579857313037,0.730553555785604,0.0389054904955521,-0.493987908709154,-0.0305995044253763,-1.09648499680309,0.43360307107891,0.554418536151843,0.0198151791489209,0.368079067698074,0.341735070583404,0.981306742651106,0.753281312452877,0.0708023205454378,0.0550946278684338,0.0416507295764773,0.0750523000552203,0.726641301893153,-0.301478561226041,0.76967665789587,0.0102435571468013,0.478023589807484,0.567242228619272,0.561726854749874,-0.543000923614902,-0.101645077635868,-0.268349410890451,0.179131047039076,-16557.6321167869
-2.64214477558955,-0.337547848230425,-0.202522125733394,1.6317967178148,1.33092936458497,-0.217785304027816,-0.057008371658312,0.0791208095442606,-0.773762084386175,-1.13202657511669,-1.49152062962473,-2.58369469156285,-0.225931577782994,1.47275242534819,1.08976784544052,1.13177165326906,-0.0949812630487729,-0.0917701543894006,-0.0509298137329753,-0.684577333675109,-0.725988061832035,-1.22496192098305,-1.98744389842567,-0.306547158694029,5.79078725674856,3.11964317567609,3.8658648094992,-0.131956421317572,-0.101866663930226,-0.06971856492951,-0.0664356070880872,-0.0825226368337218,-1.51609542493845,-13.952410238249,-0.230439184296914,1.14132812788921,0.727657058775671,0.785384078417223,-0.0859839329650001,-0.0686296038539688,-0.0691646810797937,0.051282913196835,0.115932608569621,-4.04241828796724,-9.85402659684451,-0.301451376261137,0.471423839582428,0.468214958319418,0.558519015193377,-0.236038788630255,-0.239451178646005,-0.222099456251479,-0.284811628269185,-0.391495594995914,-1.03410145009882,-3.51699517220395,-0.146376842316092,0.178629264418687,-0.126979444637421,0.214565978546494,0.00289391577995535,-0.0190005384526139,-0.0198940824530341,-0.391211090963416,-0.474197606578705,-0.15114594989151,0.0633475341474042,-0.113862143386943,0.139433102162532,0.192678730525939,0.0109427470181703,0.466076026587418,0.482607666349163,0.827012720602888,0.886786006848974,-0.206892771092562,0.0411277979906323,-0.404053608347123,0.154790408772152,-1.58969311542022,0.11530861734673,0.547792946377205,0.0311881406427048,0.976324341130157,0.494578495215102,1.28771255902859,1.67706702067043,-0.225112433224034,0.220447846023233,-0.892212022604081,-0.0385681146899273,-0.0829384638349915,-0.284867470041422,0.139245560867682,-0.0360981600017199,0.580450381315553,0.195746493553144,1.18155535689653,1.29320462148873,0.409430430882738,-0.0488269133233726,-0.627681303399268,0.0347643602681845,-0.531025184026022,0.219644655685854,0.838624392607321,0.0208703314921064,0.550480606532855,0.341989754800233,1.21566096898596,1.12239031394844,-0.268993651873178,-0.0319460452783671,-0.0808878707679957,0.149314452323893,1.26976021867118,-0.512141852978474,1.04951058941018,0.0130350108127627,0.679590796950085,0.789379142477987,0.937463533403452,-0.881764628424569,-0.183189345916037,-0.391208930134635,0.250170048049979,-16543.8206134926
-2.82272069088101,-0.351570550416256,-0.274598914907324,1.86128345613547,1.34018328503986,-0.229677218090664,-0.0367457566996565,0.0424513007933523,-0.953841377846232,-1.09089576058498,-1.54119255028393,-2.56208855774666,-0.222708530587676,1.46814342515519,1.10759240626001,1.14104661470862,-0.0954084559644667,-0.0918871113510113,-0.0492647346255249,-0.684176055970923,-0.723564858757778,-1.22113211223065,-2.01987247941359,-0.307508523509028,5.75448020245909,3.12572274016497,3.85511692144966,-0.131954709472776,-0.101278735935052,-0.0690165862655423,-0.0648881131869621,-0.0855319202202516,-1.51069870760072,-13.9373779877967,-0.231092290853138,1.13797870234834,0.71388483822883,0.780598295849347,-0.0849399228484859,-0.0685706198279757,-0.0690708157118005,0.0502747246743741,0.120303990892726,-4.03203258100216,-9.83817463381665,-0.301899182562588,0.466978693470782,0.478668317746112,0.557050634967392,-0.235425744187505,-0.238910516384845,-0.21947597746308,-0.282700381494473,-0.38400541414197,-1.02849781927033,-3.49259331836587,-0.14448614211782,0.175963570393519,-0.1336251565289,0.212455072601072,0.00394152582792919,-0.0187723342145157,-0.0197721032459255,-0.388024133453789,-0.475043516942347,-0.145551854761541,0.175412389657714,0.737063315583272,0.0336919982188159,0.0483332807555426,0.00240316298132355,0.355138500522054,0.478762784375959,0.783405541752178,0.730491425465553,-0.437121336560838,-0.0382674287765847,-0.472373611148229,0.111390556741431,-0.789275964796683,0.0154216876698487,0.397693935085428,0.0231339409761558,0.870431550009178,0.50028450489548,1.24179233962512,1.53837847606225,-0.433713268176755,0.142766751214262,-0.951950440295196,-0.0830438909356712,0.715398990154034,-0.377809742046611,0.00663306802274954,-0.0443674581029474,0.47115465828864,0.197358008189807,1.14932619960026,1.14862025293098,0.161055590127622,-0.119052105876294,-0.688788757660166,-0.00320853818350664,0.266312338902443,0.119680542130631,0.70465324982795,0.0130939712223825,0.434716144287168,0.334385099344444,1.17373564542712,0.966217526031859,-0.471039841085623,-0.106050866025734,-0.145047590409401,0.107766111585053,2.00688046102952,-0.593509665904091,0.915230243762441,0.00468096285761832,0.563383761629371,0.766824501842273,0.781854472250992,-1.07547809516641,-0.256650021582212,-0.449312655668933,0.212406457946895,-16537.5565764981
-2.57049561717633,-0.37649692738807,-0.132554399628652,1.95415886676762,1.33823330829308,-0.219232217188359,-0.049408255293304,0.0511451990244318,-0.83733161976557,-1.07802398226058,-1.53592857536116,-2.54489279736307,-0.222587991185292,1.46078056842561,1.1195107036836,1.14495710342065,-0.0946325137531019,-0.0916919558390785,-0.0494280731363151,-0.688794448605637,-0.725146876931896,-1.21631316394157,-2.01200680326388,-0.30649666846573,5.75724913398371,3.1147848706764,3.84423852198334,-0.131422527013545,-0.101188484302412,-0.069674216031241,-0.0683603527427561,-0.0853794212768347,-1.508536218097,-13.9461005594393,-0.230413652078535,1.13419333745607,0.712523811293612,0.774920947003881,-0.0853856356620593,-0.0684194238616821,-0.068795280212284,0.0492068997838069,0.11875726250092,-4.03205482802169,-9.82807045763887,-0.301827394892091,0.470529125105486,0.468970066812168,0.551903937845508,-0.235279158054572,-0.239012895698537,-0.219651707465069,-0.282159649010474,-0.387684837604385,-1.02465353351318,-3.50719945344476,-0.144728401240277,0.169396154570502,-0.134139448945586,0.207697238801483,0.00369927992275211,-0.0184634600381108,-0.0198294086990862,-0.388441446900655,-0.473392055700172,-0.146670201585964,0.189430347627865,1.19314442861441,-0.0902130330142157,0.0525565756845483,0.00103982481547355,0.355392509890869,0.471627894407582,0.806466273220934,0.753424105465686,-0.573532708418789,-0.0956539207092187,-0.521199511504211,0.0977771357169327,-0.330097090339815,-0.103953202140909,0.405986461106697,0.0217294923705224,0.867127185667359,0.489594754988094,1.25680997117162,1.5538101357343,-0.5698007617665,0.0862239769694137,-0.989920126286525,-0.096617243437069,1.15599663000927,-0.493068600937876,0.00952037494102056,-0.0456304241623504,0.474565722844186,0.196028932634684,1.16463568946078,1.1715889719755,0.0157001556582102,-0.172999024753749,-0.735069019771077,-0.0201246532586742,0.696886404630904,0.00171253663802191,0.705078424002792,0.0117562376834828,0.436323954729073,0.334273839218593,1.19288273773437,0.993682116623678,-0.608218524028292,-0.15889425319371,-0.190798225969238,0.0912395667718574,2.42580717886363,-0.708393351366096,0.919372269500524,0.00368969906351566,0.568518745514185,0.78372479626344,0.81821562794628,-1.21140152164701,-0.309182721002677,-0.501237173125521,0.195022908697488,-16536.3301071526
-2.76221716270366,-0.42280101322932,-0.0600510064291341,2.05332887751936,1.37971420779866,-0.236501385914547,-0.031185046422732,0.0344007518142627,-0.935284543185534,-1.09208685379228,-1.57345052536208,-2.52506608216924,-0.22124927305955,1.45372574186616,1.12632666906653,1.1436145118224,-0.0939995110709813,-0.0917498603917032,-0.0486255395438395,-0.690364232693266,-0.725803978136645,-1.21158310596056,-2.00889348023657,-0.306375516681987,5.75251884157718,3.11218731309725,3.83885548551286,-0.130966192342749,-0.101391787800954,-0.0692117466228295,-0.067057910103026,-0.0883649862908603,-1.50633067056218,-13.9398720854084,-0.230287693914987,1.13556435402122,0.707753655444339,0.776024187832266,-0.0853224325729521,-0.0682498199975817,-0.0687494970211432,0.0490717727385174,0.118897917424522,-4.03139793222601,-9.82839044777375,-0.301249721379079,0.468612109352478,0.475254720051973,0.549459367844235,-0.235631956111362,-0.238736201474823,-0.219108321398251,-0.281863643535879,-0.386900727460708,-1.02428071710375,-3.50254528011797,-0.144265735433644,0.169763097006447,-0.135789647211682,0.207165347661216,0.00381017647925366,-0.0184743725065161,-0.0197142941580103,-0.387329234665856,-0.473166681803586,-0.145698656715713,0.19713937421778,1.20058693695002,-0.0850563958564272,0.0224555020673103,0.0012588896645576,0.29840668882789,0.471724664750309,0.825079552798315,0.748463681318267,-0.566843997932234,-0.0962810721971479,-0.515433042414617,0.112922010325703,-0.338821944341485,-0.0995128724933777,0.368197415999742,0.0218994035602164,0.815085050996606,0.498136954997808,1.27416150728472,1.55469210566346,-0.558154457665084,0.0877814193107687,-0.984281231846603,-0.0847388340021658,1.16608139771132,-0.490612484722237,-0.0211900393785184,-0.0458808333951854,0.419397205563656,0.197045541545623,1.18281502651311,1.16962514421584,0.0179137198163244,-0.172826473943158,-0.726834730113773,-0.00358140682136643,0.701859633704933,0.00703559368983371,0.67473509752736,0.012095003343963,0.380226899458369,0.334741778476405,1.20855583989057,0.992242765463556,-0.601335931045826,-0.159185940462089,-0.184313088822718,0.105016081225761,2.43382445068998,-0.705731325213808,0.882267221058179,0.00374650791851817,0.510378137586082,0.805604784641597,0.815646434726905,-1.20187063924794,-0.310558043067215,-0.493332239702369,0.209383864289735,-16536.0922074558
-2.53489752592279,-0.427304889347733,0.0333300442157222,1.9877555078864,1.34643285484988,-0.225627747513455,-0.0458783996102254,0.0394080280351812,-0.864761882399413,-1.07867542224653,-1.52555370202443,-2.52232613128546,-0.220884475042895,1.44987235077973,1.12863968064502,1.14432784200514,-0.0939040790072572,-0.0914488817022247,-0.0485428573121529,-0.691703034571697,-0.728283665469356,-1.20996098791638,-2.00768660197105,-0.306420413924206,5.75656268064899,3.10873469751984,3.83448791362867,-0.131241935703046,-0.101243592718641,-0.069597237818389,-0.0683100492301222,-0.0871231064987815,-1.50574203231653,-13.9391950952987,-0.230143658430812,1.13506759477665,0.709344445934628,0.776330857144202,-0.0853288115261431,-0.0682847068215214,-0.0686988792140306,0.0482551141846994,0.117858055736156,-4.03287770605546,-9.82172043558584,-0.301268454520291,0.470253046879135,0.470247814566217,0.54854507464679,-0.235409573244642,-0.238959197360444,-0.2192460699414,-0.282194566078914,-0.387923887686222,-1.02283357205085,-3.51113443454011,-0.144509107288405,0.16806371846949,-0.136875532399979,0.205731395459626,0.00369977233793309,-0.0183206381938712,-0.0198062243699799,-0.387282915999171,-0.472039341114603,-0.146491883710264,0.188148525071892,1.30149297804935,-0.116206292714,0.0411358353956366,0.000518637227221396,0.324050920773185,0.469759361823564,0.820050154291285,0.729672471801262,-0.603363140931496,-0.110084163846969,-0.529592112760651,0.116921611368624,-0.240175985671174,-0.123968351913051,0.389967339820664,0.0214035425500169,0.837991979691892,0.491432748590146,1.2692269051874,1.53342034407106,-0.596238473534815,0.0743136351778524,-0.996564796148067,-0.0801921505915448,1.25681052937347,-0.515605803794395,-0.0026388122736007,-0.0464646171863429,0.4445257762571,0.196211914520671,1.1755552909368,1.1505875623456,-0.0173815707932989,-0.184993165360962,-0.741696486988227,-0.00179791816144964,0.791842343028608,-0.0200258746967329,0.691641567970546,0.0114398301072675,0.405660439652435,0.33451562669026,1.20349929437812,0.973260826160009,-0.636452860996389,-0.171190333887239,-0.198768992002431,0.107689448268746,2.52155819120207,-0.730678629860132,0.901984616130696,0.00321941916766902,0.536975991378428,0.798013404023143,0.800572926221122,-1.23832229496655,-0.322408374949599,-0.510285963341192,0.211414407740732,-16536.0047121752
-2.69648349777877,-0.449398667843866,0.0197898655192774,2.03093585920269,1.37335388574319,-0.2380132982151,-0.0350856508590566,0.0339118100529446,-0.946535721159149,-1.07357605401373,-1.53519308558077,-2.51503143878421,-0.220512107756423,1.44494152766802,1.13164934732056,1.14441068460757,-0.0935154718892278,-0.0915265244470165,-0.0482141479422184,-0.692275381860556,-0.729246312912199,-1.20821183047823,-2.00628975197892,-0.306463625085933,5.75130643998337,3.1076669288746,3.83128011342566,-0.130926086683412,-0.101399723343978,-0.0693048819018601,-0.0679010022308009,-0.0887490936433886,-1.50432612722061,-13.9329639562043,-0.230001097546425,1.13584061333458,0.707837024991761,0.777672052977899,-0.085300504124176,-0.0682281575699499,-0.0686833106753926,0.0481813950234174,0.117718237787413,-4.03247160272649,-9.82127960235692,-0.300990934240393,0.468833785144954,0.473190767468282,0.547817704622278,-0.235560332375572,-0.238728276986049,-0.219034630892686,-0.282419644196104,-0.38755539039354,-1.02312907730879,-3.50862101205795,-0.144313932162797,0.168808082202084,-0.137527017231034,0.205792110254547,0.00378381152353673,-0.0183721808425934,-0.0197195368756155,-0.386487969875555,-0.47196578409486,-0.146006545746923,0.19478974808324,1.27043684992658,-0.105016255413972,0.0323648624423497,0.000726423448292221,0.297177824791352,0.470341871651827,0.832187647011017,0.741147905199503,-0.584462612574689,-0.107046704669964,-0.5223533678433,0.120631286129888,-0.27676517412934,-0.115785965857753,0.37690546773464,0.0215699721301497,0.813631330515628,0.496787730932586,1.28107636233526,1.54763108965308,-0.574541068449058,0.0780675787735817,-0.988646697973152,-0.077645613401809,1.22755197614691,-0.506583004469765,-0.0131658339641693,-0.0463405416314462,0.418600920342096,0.197425484193161,1.18838415116407,1.16330897043086,-0.00107271418215435,-0.182170827423549,-0.731843905292058,0.00360080819111479,0.761843272649898,-0.00965784425262984,0.682188697276723,0.01174259132177,0.37978790160717,0.33436891894115,1.21440138406536,0.986506867318881,-0.618457876172375,-0.168238964320151,-0.190022231128487,0.111088826530332,2.49191825704293,-0.72252699895738,0.889642968585445,0.00343898945831185,0.510384320579612,0.811992090253318,0.811757466609694,-1.21862541735383,-0.319908467942323,-0.500270946982435,0.215409702043708,-16535.9597737289
