"b_no_choice_a","b_mileage_a","b_range_pw1_a","b_range_pw2_a","b_range_pw3_a","b_loss_pw1_a","b_loss_pw2_a","b_loss_pw3_a","b_packreplace_treat_a","b_cellreplace_treat_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_no_choice_b","b_mileage_b","b_range_pw1_b","b_range_pw2_b","b_range_pw3_b","b_loss_pw1_b","b_loss_pw2_b","b_loss_pw3_b","b_packreplace_treat_b","b_cellreplace_treat_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_no_choice_c","b_mileage_c","b_range_pw1_c","b_range_pw2_c","b_range_pw3_c","b_loss_pw1_c","b_loss_pw2_c","b_loss_pw3_c","b_packreplace_treat_c","b_cellreplace_treat_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_no_choice_d","b_mileage_d","b_range_pw1_d","b_range_pw2_d","b_range_pw3_d","b_loss_pw1_d","b_loss_pw2_d","b_loss_pw3_d","b_packreplace_treat_d","b_cellreplace_treat_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_no_choice_e","b_mileage_e","b_range_pw1_e","b_range_pw2_e","b_range_pw3_e","b_loss_pw1_e","b_loss_pw2_e","b_loss_pw3_e","b_packreplace_treat_e","b_cellreplace_treat_e","b_packreplace_e","b_cellreplace_e","b_price_e","delta_a","gamma_EV_rangeanxiety_a","gamma_risktaker_a","gamma_hhincome_a","gamma_ev_charge_a","gamma_knowledge_ev_a","gamma_evb_environment_agree_a","gamma_evb_function_disagree_a","gamma_hhveh_fuel_a","gamma_veh_range_a","gamma_suv_a","delta_b","gamma_EV_rangeanxiety_b","gamma_risktaker_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_knowledge_ev_b","gamma_evb_environment_agree_b","gamma_evb_function_disagree_b","gamma_hhveh_fuel_b","gamma_veh_range_b","gamma_suv_b","delta_c","gamma_EV_rangeanxiety_c","gamma_risktaker_c","gamma_hhincome_c","gamma_ev_charge_c","gamma_knowledge_ev_c","gamma_evb_environment_agree_c","gamma_evb_function_disagree_c","gamma_hhveh_fuel_c","gamma_veh_range_c","gamma_suv_c","delta_d","gamma_EV_rangeanxiety_d","gamma_risktaker_d","gamma_hhincome_d","gamma_ev_charge_d","gamma_knowledge_ev_d","gamma_evb_environment_agree_d","gamma_evb_function_disagree_d","gamma_hhveh_fuel_d","gamma_veh_range_d","gamma_suv_d","logLike"
-0.141348649934777,-0.562262540563708,1.88380468029252,1.28533310818154,1.01740629174472,-0.237865765706747,-0.0513950288842112,-0.0956979108566544,0.0313984580803663,0.0410129568073899,-0.863477881440557,-1.16582395140482,-1.04207128433985,-3.02867982434643,-0.233347714908797,0.899584732674029,1.11423032678013,0.760828270864788,-0.132755029375071,-0.0773959320537131,-0.0536812974060755,-0.0722579664550722,0.0977783457841724,-0.675632431034919,-0.663935167468881,-0.919064373098167,-3.7461281426289,-0.277810880735353,3.98632625783891,1.74509453106543,1.35641337927227,-0.139536777994334,-0.155759442536311,-0.0609576310671246,-0.0992103322409093,0.0665832160506398,-0.390581036667294,-0.313175024510401,-1.01028458046603,-13.3748515409285,-0.177143473146187,0.375912791279798,0.964975307616363,1.00770322275587,-0.0735132974343719,-0.0718345003669991,-0.124430798994804,0.0279957538936287,0.0941933220718056,0.060885410009728,0.123378282825349,-4.26868420874285,-4.364688517062,-0.112827950444189,0.0210765970968115,-0.544308431753292,0.196699379261179,-0.031541992669659,-0.0279980478562468,-0.00844076756145455,0.0351214549038559,0.0965634395834059,-0.151790810011414,-0.261746943317554,-0.215623043652779,-2.91380723543845,1.30323722523838,-0.95291931458326,0.0115084058855996,-0.579867513508173,-0.200633326604555,-0.467465160972911,-0.967779910447814,0.99642147944296,0.520806371132002,0.183521508545319,-0.969210439619466,0.346088096711005,-0.835857203024198,0.0254717762128936,-0.574665456326552,0.162305259533852,0.651267987297582,-0.183708605404006,0.13340468880836,0.289830925880519,0.0186110824183254,-2.29047153928539,0.785259556767624,-0.288188857538363,0.0458620166948179,-0.0564671350036508,0.304204275763037,0.988829642189222,0.436670039580947,0.30414950190115,0.282863802527975,0.208890849741655,-1.03781470310287,0.302752602708835,-1.17067272426817,-0.0494937111316921,-0.30334312166301,-0.171945095936965,0.755157949131353,0.112065770482099,0.733289001663465,0.252027701685603,-0.276396392798824,-7808.25105240121
-0.152194613377776,-0.560627805045131,1.88759975765848,1.25741803851721,1.01914461154955,-0.237030995146561,-0.0466418292811331,-0.0899765832737763,-0.0871556066429384,-0.995676964665297,-0.840985168871746,-1.05531697691587,-1.04066199471582,-3.02831678871589,-0.233320549881125,0.899562842776161,1.11218256739684,0.762039766179253,-0.132998306976226,-0.0773300275503003,-0.0536858980330816,-0.0865771562701101,0.0683600481710303,-0.64389290932548,-0.687239999757208,-0.919098563235147,-3.7530879354038,-0.277898422506032,3.99003388174529,1.74467037004981,1.35488448912789,-0.139595211921265,-0.156070992445028,-0.0610627287749057,-0.124787749937258,-0.0130115264387486,-0.359880623470942,-0.321204280454433,-1.0099872643188,-13.3747475964127,-0.176259761333864,0.381556718024234,0.964229919938719,1.00168457152443,-0.0737563868018921,-0.0716287940137289,-0.124365779733796,0.0349806212304117,0.00366961856871834,0.054246622700732,0.121319082718825,-4.26888673985768,-4.35516727546705,-0.113228033785652,0.0229570497393585,-0.541729277528262,0.192761346060037,-0.0318752807340738,-0.027931963034142,-0.00821854577519544,0.0222732124147774,0.126534387589647,-0.139626463316584,-0.293835632673101,-0.215853362437357,-2.91333194943843,1.30227444013597,-0.958946858197172,0.0112393196489474,-0.588316830815666,-0.198894231423328,-0.470157541494096,-0.96853249263295,0.997900682002923,0.519658004671385,0.176785270109305,-0.968846864486845,0.348297833457907,-0.830564879989556,0.0256451720362671,-0.577440570670028,0.161711108343875,0.652197314586061,-0.185259907478258,0.131541947105673,0.289271942673781,0.0179200133777183,-2.2909370756827,0.782841097850291,-0.289934289395246,0.0457413043917469,-0.0558302889230431,0.302208709892904,0.986165517178131,0.437584137901122,0.305151133471856,0.283571497056547,0.214289544441556,-1.03860463512846,0.303341786196494,-1.17041792778947,-0.0491352059531975,-0.298078438955887,-0.175821097810704,0.755761638537012,0.110027195063731,0.733455241196232,0.251644482557835,-0.272583507607339,-7804.91667326857
-0.12192836582611,-0.548725202307737,1.85091945878238,1.33508643391894,1.04586480192492,-0.235770472353921,-0.0441245353789314,-0.109348123776232,-0.290347172051916,-1.68087173124843,-0.797769311817715,-0.772061625386676,-1.04556706317702,-3.02711651018226,-0.234005335291039,0.901173111143963,1.11544179019192,0.765899912436676,-0.133352327868549,-0.0773875594154601,-0.0539064990778316,-0.137048932575284,0.0530159524766257,-0.607490743953583,-0.69030521255009,-0.917707727906607,-3.75804735140145,-0.278974066966612,3.98915696159782,1.75202577237588,1.35340438725066,-0.139975985561088,-0.156078370662632,-0.0611541782206315,-0.18967457967832,-0.0995384981928445,-0.320736948332745,-0.28613113066494,-1.00965151254269,-13.3706752199257,-0.176370924023791,0.378271025104998,0.969539931275685,1.00366030524522,-0.0738145694451495,-0.0714688114772321,-0.124770463550887,0.0269892311242042,-0.0676381107001503,0.0447735520459834,0.154850213410038,-4.26741378121402,-4.34522337915361,-0.113321503249841,0.0264883977617086,-0.544341195909071,0.190471174673573,-0.0320468843205128,-0.0281199142691802,-0.00785550337347346,0.0200213326692309,0.190892593035493,-0.137176482363097,-0.340200402021242,-0.214344246159357,-2.91067662116607,1.29789909194435,-0.94588619449182,0.0113505981414771,-0.594543778573446,-0.199238582223063,-0.463714757214755,-0.969320442462013,1.00502245165208,0.519786072963482,0.181286488463296,-0.967066788282423,0.353321182882616,-0.831675148541703,0.0256583779469296,-0.57820111528157,0.160763904202421,0.64558507653737,-0.184456270391453,0.132022247020439,0.287995758596112,0.0177856420238207,-2.28961732906987,0.787367268055851,-0.292544945891752,0.0455791772217933,-0.0576901178507926,0.300052306701731,0.984755827263512,0.435325676321045,0.304662626129803,0.284063264637585,0.216758720242347,-1.03441994981951,0.306889790557408,-1.17505410892346,-0.0485305032034389,-0.294988465143133,-0.174598714103072,0.759827017253497,0.107868630948612,0.72936628304628,0.250896623304269,-0.276909902762096,-7803.3205397591
-0.170071363942394,-0.52003459498288,1.52100345832197,1.63063636554121,1.04612505807152,-0.22700482733629,-0.0525114173643159,-0.0725707869190996,-0.444120148855787,-2.63361206926485,-0.713173333424874,-0.348057456481721,-1.02658211682192,-3.00724921729767,-0.234228682418347,0.905586341773208,1.12110013288194,0.777074487328119,-0.132995559963517,-0.0779675754693003,-0.053282889761588,-0.212738486960424,0.0112908897186028,-0.552233664586326,-0.671398429389141,-0.912243500734549,-3.77798416170981,-0.280468242687711,3.97784933225274,1.76302160043717,1.35895013470188,-0.139929018472027,-0.156225439610846,-0.0612248022101701,-0.314469184424809,-0.237376843994895,-0.240953497556758,-0.20737174413192,-1.01112934815416,-13.3133484531345,-0.176669418904628,0.343633817499136,0.970875743064034,1.00738520528001,-0.0740652868761779,-0.0699178201938827,-0.123594928835495,0.0103801988958438,-0.166928902117789,0.0474762787693974,0.215280350101263,-4.23677864236636,-4.36407648403176,-0.114121063419387,0.0191667666846524,-0.556452426166815,0.182706308068241,-0.0323657213832687,-0.0292714963564632,-0.00666044865206083,0.0896274901062968,0.315250457478134,-0.183063195486152,-0.426760991979923,-0.211919541189682,-2.84214741154092,1.28846117298417,-0.981049367134537,0.0108256824707741,-0.584035567614735,-0.211435342212532,-0.423186846748497,-0.953440871298737,0.955206168819313,0.51789945742039,0.206941537995475,-0.93056396903444,0.359961722646403,-0.85029159535499,0.0252481891710856,-0.591916696810926,0.146599047302411,0.665277517430126,-0.210773649286185,0.140194606340124,0.285298138647012,-0.00518057352399895,-2.2483544971518,0.802010513171248,-0.317650443491695,0.0453520520738721,-0.0645680580420549,0.28741217086376,1.00957223168421,0.409437230911051,0.308563880331767,0.27957453530442,0.185258109208975,-0.993044371077345,0.310271766378883,-1.20519910886201,-0.0464966407915822,-0.292449419589655,-0.191970512155445,0.797634484604991,0.0963271938996298,0.731601245252828,0.241227876042512,-0.296040109109534,-7802.30485068626
0.222077554948383,-0.515978628921171,1.88815960105315,1.55105417145983,1.0012409549191,-0.236868989690213,-0.00609809954453429,-0.182033234394264,-0.641699885669174,-2.81275433054395,-0.615205344778606,-0.358074804744344,-1.0155466759309,-2.99752700872804,-0.2339448812637,0.911741049733039,1.12537734065519,0.784546763802678,-0.132985949731063,-0.0783712053281398,-0.0526811748408203,-0.247043792796585,-0.0022904477824336,-0.530220179185438,-0.66113739329718,-0.911225833162782,-3.79356923319175,-0.281222043409412,3.97567414891077,1.76768105266126,1.36802607948684,-0.139405956552689,-0.156486300447153,-0.0612298640195566,-0.363495304678537,-0.287771204298252,-0.209260836352901,-0.171211288973892,-1.01582598143943,-13.2771449860627,-0.176785132131233,0.327396299140627,0.9684845213358,1.00286644137654,-0.0733477101000503,-0.0689773586273699,-0.123138497259431,0.00509360744023408,-0.200859533761319,0.0495309939046261,0.246900608095434,-4.22131127429641,-4.36424149385507,-0.113719084870145,0.0179074099074764,-0.552941100006726,0.181474008566414,-0.0333784019766776,-0.0295815579292051,-0.00689764846114242,0.130187773728625,0.374748693543691,-0.210807725277816,-0.471746135499278,-0.208724834915887,-2.92673365026032,1.32256631173902,-0.973741343275383,0.0128068298391487,-0.578516810248848,-0.207832673852774,-0.407873234457842,-0.939454840897765,0.984921254980725,0.522663029956482,0.182385613260286,-0.933049409901167,0.361574426741762,-0.845587428975842,0.024858560920919,-0.589418836191728,0.153330342516872,0.667861056157351,-0.215578404644695,0.138700777660914,0.287293195896019,-0.0256026311324499,-2.24785471115627,0.810195039548076,-0.315727305397349,0.0451392926566023,-0.0624853681536176,0.288467809052842,1.01677221326087,0.406166289143356,0.302230587275631,0.280358208722881,0.164724143883671,-0.989183825776035,0.311312745720937,-1.20888305179245,-0.0462348513869778,-0.291543981113953,-0.185734183545867,0.806797000233341,0.0926632965471494,0.728280036889924,0.240467477377646,-0.318598733161424,-7802.21076835872
0.0422798186607111,-0.527178453963648,1.72554636361759,1.71295139486886,1.00410706671782,-0.232666092959701,-0.024219551731161,-0.132900974684267,-0.487309643130633,-2.80840164759101,-0.698627713289562,-0.346861282616044,-1.03616261204974,-2.99816726420248,-0.233960938134328,0.915174850950582,1.12387812595052,0.7880779085662,-0.132954914414389,-0.0783438152023007,-0.0530785575184443,-0.243271933271475,-0.00123005451926329,-0.532327631905225,-0.660571042998913,-0.913417383975211,-3.79763271997035,-0.28098229796103,3.97582046607747,1.76522397741931,1.37468756834399,-0.138511889056502,-0.156846376910077,-0.0610064440743037,-0.355550567844362,-0.275061545918776,-0.213064501239315,-0.175502606503598,-1.01865963346839,-13.2734638156721,-0.176738085811626,0.330044702345645,0.963086637687407,0.993464971239048,-0.0734488919542782,-0.0681952824218282,-0.123059977623937,0.00909990772499188,-0.198148833475815,0.0511935614938594,0.248930384035036,-4.21978658594717,-4.36469664308011,-0.113223984834891,0.0172372076055335,-0.541386971921433,0.1803809774955,-0.0343067760418088,-0.0294383190147077,-0.00753049456971339,0.140542311821799,0.377822134191164,-0.220585100469511,-0.477727150111307,-0.208250406093683,-2.9330251623428,1.32245896953218,-0.969458937657842,0.0129308310047041,-0.573768406463368,-0.198342151899328,-0.410497802865406,-0.932978738066943,0.967684740472776,0.523351640678266,0.186617235428943,-0.949559515780885,0.360674250832374,-0.835413460603499,0.0250686377890541,-0.587201837945897,0.15984485063804,0.670546777955947,-0.214208017938912,0.137083858851215,0.289006645258586,-0.0304889815837431,-2.2772007171991,0.808604907065911,-0.306584668037872,0.0453319296386681,-0.0598522388166325,0.295946729670398,1.01733783026666,0.409295913097807,0.304971297388982,0.284561392067633,0.160896635074811,-1.01374839608439,0.310186169834552,-1.19856535136598,-0.0464733967020492,-0.294244409302338,-0.176670752121497,0.805933825175632,0.091174234689997,0.733645698452257,0.24326998356118,-0.321429726668413,-7801.94113167786
-0.0292430052252625,-0.531575011583614,1.65198963577017,1.79794826343602,0.992316013848238,-0.230942019781508,-0.0293498514219267,-0.112755502717877,-0.405146628072723,-2.755612688707,-0.724788473804572,-0.369247055435509,-1.04059290613514,-2.99464451691975,-0.233179855405424,0.919975838336769,1.12485186957731,0.793172913783114,-0.132797096155293,-0.0784778901864543,-0.0531123050178773,-0.237950826487835,-0.00384654529705896,-0.534165569771201,-0.655640044191161,-0.915991282274121,-3.80670278878804,-0.280903716951209,3.97114288711345,1.76097291797702,1.3852266987195,-0.137528211294601,-0.1567897962519,-0.0610774443363772,-0.351087627465527,-0.264122472628198,-0.2130397929281,-0.177281378070828,-1.0211935937982,-13.263059959229,-0.176625037683587,0.326789886297938,0.96191267785328,0.984785195384532,-0.0734872316263269,-0.0669920018657283,-0.122570497822302,0.0121269240641971,-0.200910634846466,0.0563095973224497,0.257823731072433,-4.21561744822752,-4.38626554745066,-0.113215772252665,0.0053809787007884,-0.533373494163305,0.172316586592911,-0.0347544572139449,-0.0300474382707787,-0.0074203689867928,0.163985631447887,0.394232495424873,-0.243983942467873,-0.492871797426339,-0.208368997108172,-2.9343351217761,1.32242252185373,-0.976920340306281,0.0127019278029182,-0.577628652803249,-0.198408345944766,-0.400141572074313,-0.92961100734361,0.966253083231586,0.524542831897131,0.190721048553434,-0.949990200003892,0.359396484734071,-0.839807872318725,0.0249682173175614,-0.587573028132739,0.153563274410317,0.684883928749443,-0.221744388385752,0.14194904713993,0.289890796312858,-0.0342901402770065,-2.28059236728932,0.806669834423323,-0.31396687817301,0.0452204137185277,-0.0583661634410601,0.288652715943596,1.02763431927615,0.405974219905408,0.312313557567679,0.286656314298349,0.15553981477097,-1.01342584562994,0.307942502585259,-1.20400191742321,-0.0462535959750452,-0.299147085502289,-0.18342186624467,0.818119790222254,0.0826568000258869,0.74115238013526,0.242313920993627,-0.323490102339923,-7801.84285735595
-0.0409174249023335,-0.531503209645074,1.62319238467284,1.86532080139616,0.984015159515809,-0.229588373542675,-0.0310199443248411,-0.107205632520697,-0.358417343389863,-2.72088236354128,-0.740598000312722,-0.386333626193924,-1.04543107551241,-2.99287906551591,-0.232836620759998,0.927314953623717,1.12612904409556,0.798730233359569,-0.132913859715201,-0.078569446035914,-0.0533381150368452,-0.238521435741317,-0.00621421693868924,-0.53253099094314,-0.651045613188916,-0.919137002704491,-3.81824877379468,-0.281472383909024,3.97193807394625,1.75970754927232,1.39814021713214,-0.136776957610485,-0.156830278829474,-0.0610453952540787,-0.351855223735874,-0.261777154285235,-0.208897619644942,-0.173228581436734,-1.02526526440264,-13.2559962119969,-0.176908192966833,0.319942353358455,0.959757233224695,0.972421731216003,-0.0736079636669456,-0.0654809481723242,-0.122078340316086,0.0128632185899224,-0.209510577868885,0.0603369054913257,0.2713225700263,-4.21020152379437,-4.3947502491596,-0.112788342753045,-0.00121100452937467,-0.521536747090809,0.166446797809417,-0.0355323564547363,-0.0307264876143788,-0.00763463158550787,0.183457202625052,0.415156408336791,-0.26401877253062,-0.514853898934958,-0.206531246059791,-2.95739747019867,1.32604903537873,-0.971528433390213,0.0128487682989398,-0.576024157513648,-0.191578442822054,-0.394701228842665,-0.922205602811598,0.966826321970617,0.527103172863272,0.18717799027745,-0.970209204637815,0.361657906609342,-0.834864988036793,0.0249330185982067,-0.582434643835397,0.15659421493839,0.693801242953709,-0.221086728565926,0.144449908235086,0.292459646689278,-0.04243737132308,-2.30918500710054,0.810311451065439,-0.310847971710444,0.0452514751576295,-0.0530546165054046,0.289345972408457,1.03421852296165,0.410169853587855,0.316736340549705,0.291220653653256,0.146414154252436,-1.03455655962002,0.307086399468528,-1.19832035387525,-0.0461477469806954,-0.295537110523359,-0.178829957841906,0.823288885026365,0.0817755933488858,0.750265250824545,0.243457977350453,-0.332281842269623,-7801.78611614915
-0.0402127985607351,-0.529694905971755,1.61256989530057,1.90870633975335,0.97700688630356,-0.228961841069793,-0.0304000937737843,-0.109394326275937,-0.339158163788455,-2.718227799741,-0.748316178895655,-0.398274251109394,-1.0495738778933,-2.99082688978223,-0.232519583763408,0.935445768785081,1.12726220636763,0.803973280761558,-0.133115156411768,-0.0786504407906632,-0.0535219380005131,-0.241118742144024,-0.00934618453497911,-0.528777195067815,-0.645963971726953,-0.92240921560663,-3.82628584062182,-0.282260892439725,3.9745776882563,1.76013093841384,1.41100415376824,-0.136154314044466,-0.156714394399049,-0.0611451662888389,-0.358061818609064,-0.266111852258694,-0.200762536980744,-0.166246781447749,-1.02868765399873,-13.2434809812476,-0.17679015669013,0.317021770452374,0.960891514054221,0.960490967309126,-0.0733609665524696,-0.0641290779728244,-0.121499912355389,0.0139947910637144,-0.224645078508148,0.0637721685946578,0.28890589644646,-4.20663482388057,-4.41633710028196,-0.112695236425706,-0.0117000991503838,-0.512856333554624,0.159096871454452,-0.0363164312258124,-0.0315858938542058,-0.0077160055670624,0.20179623300749,0.438167608389014,-0.285443819149145,-0.538290960369801,-0.205416507963237,-2.97430081133865,1.32974735046767,-0.970194249119481,0.0130007761548543,-0.574992205566283,-0.190417668222992,-0.385391516243746,-0.920003684120737,0.972481769373527,0.527787469468613,0.183437156209899,-0.982076187810326,0.361806937596151,-0.835570230063871,0.0248570054627083,-0.579105328900362,0.155794549211045,0.704874272665186,-0.222478085488737,0.148768007414655,0.293787199401352,-0.0474466918969294,-2.32877236504842,0.811437160202285,-0.313960501265649,0.04523297420707,-0.0492177385280292,0.286599598335705,1.04477788335004,0.412005444499077,0.323105040945321,0.294085112980909,0.139843472903165,-1.0408264233895,0.304537445027151,-1.19914685759596,-0.0459521265850716,-0.29459316470972,-0.180208823827456,0.835029219706981,0.0777324786294494,0.755268296238472,0.242405098027793,-0.338086420648072,-7801.7492029566
-0.0287956320693932,-0.527346301071658,1.61864771127439,1.91387228867486,0.972777759931796,-0.228617572640034,-0.0288516924466423,-0.113533897140889,-0.345692689627259,-2.73550927953743,-0.744770461517778,-0.403585065146397,-1.05068917764422,-2.9890422937537,-0.232462776847029,0.941708208656697,1.12827227032794,0.807034746443865,-0.133262587886064,-0.0787377077950973,-0.0536567191918604,-0.244149140852706,-0.0118340699680749,-0.525039062357667,-0.642456802916902,-0.924673211286974,-3.82805790382206,-0.282941640708188,3.98085090889924,1.76301397327114,1.4202499554664,-0.135835907885509,-0.156608336013284,-0.0611924891114261,-0.364242893996127,-0.273010282199483,-0.193614347763316,-0.159354019574972,-1.03143023267482,-13.2391442107713,-0.176896678619019,0.311695562264053,0.960555999621593,0.953430224654734,-0.0735252756074082,-0.0630091414204045,-0.121055830841897,0.0129379978315909,-0.236544243917429,0.0655546347675512,0.301456470772553,-4.20309505451238,-4.42919394355357,-0.112656983836626,-0.0170177086763517,-0.507652531642806,0.154332630452361,-0.0368920425097024,-0.0323330117819919,-0.00782549733104971,0.210087375793611,0.452430446864805,-0.297350880313463,-0.554285192632158,-0.204345097157175,-2.98452774110679,1.33109181326857,-0.968447501443901,0.0128312853221847,-0.57156599678823,-0.189402753782946,-0.38065856193289,-0.917145747035751,0.975944835274372,0.528407175777385,0.180282907477527,-0.995945990321937,0.363266790675602,-0.835324525025677,0.0246875069821814,-0.575017394794137,0.157104095014868,0.711103222481241,-0.220103122465513,0.151743962200181,0.295272514578902,-0.0509244542766364,-2.34751373045707,0.814117392208062,-0.315010595014191,0.0451334548458774,-0.0446885725526897,0.286024388892701,1.0518421281227,0.415802128504068,0.326773198929222,0.29629055170472,0.135106185528782,-1.05459787321945,0.303386205017583,-1.19860205961883,-0.0458842356975097,-0.288528965587645,-0.177994132673179,0.840181598214333,0.079301965875175,0.762952130914074,0.242464005470789,-0.344994166835444,-7801.72886949083
