"b_no_choice_a","b_mileage_a","b_range_pw1_a","b_range_pw2_a","b_range_pw3_a","b_loss_pw1_a","b_loss_pw2_a","b_loss_pw3_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_no_choice_b","b_mileage_b","b_range_pw1_b","b_range_pw2_b","b_range_pw3_b","b_loss_pw1_b","b_loss_pw2_b","b_loss_pw3_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_no_choice_c","b_mileage_c","b_range_pw1_c","b_range_pw2_c","b_range_pw3_c","b_loss_pw1_c","b_loss_pw2_c","b_loss_pw3_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_no_choice_d","b_mileage_d","b_range_pw1_d","b_range_pw2_d","b_range_pw3_d","b_loss_pw1_d","b_loss_pw2_d","b_loss_pw3_d","b_packreplace_d","b_cellreplace_d","b_price_d","delta_a","gamma_EV_rangeanxiety_a","gamma_risktaker_a","gamma_hhincome_a","gamma_ev_charge_a","gamma_knowledge_ev_a","gamma_evb_environment_agree_a","gamma_evb_function_disagree_a","gamma_hhveh_fuel_a","gamma_veh_range_a","gamma_suv_a","delta_b","gamma_EV_rangeanxiety_b","gamma_risktaker_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_knowledge_ev_b","gamma_evb_environment_agree_b","gamma_evb_function_disagree_b","gamma_hhveh_fuel_b","gamma_veh_range_b","gamma_suv_b","delta_c","gamma_EV_rangeanxiety_c","gamma_risktaker_c","gamma_hhincome_c","gamma_ev_charge_c","gamma_knowledge_ev_c","gamma_evb_environment_agree_c","gamma_evb_function_disagree_c","gamma_hhveh_fuel_c","gamma_veh_range_c","gamma_suv_c","logLike"
0.0829612086992711,0.0874150826595724,-0.0427720930427313,0.0660895252134651,0.0283491037786007,0.00381918982602656,0.0473176629282534,-0.0730666805524379,0.0313984580803663,0.0410129568073899,-0.00845164475031197,0.0438224503304809,0.0869344494305551,-0.0489142351318151,-0.00754143549129367,0.0880029045511037,0.0956452856771648,-0.0765025276690722,-0.00500058368779719,0.0120665492489934,0.0808062774594873,-0.0722579664550722,0.0977783457841724,0.089333646511659,-0.0835124883800745,0.00284235686995089,-0.0219593065790832,0.0811476261820644,-0.010606074379757,0.0672008519992232,0.0475191235542297,0.0622110282536596,-0.022378343436867,0.0370339458808303,-0.0992103322409093,0.0665832160506398,-0.0985331706237048,-0.0584682054352015,0.0813202815596014,0.0223557286895812,-0.0240881518926471,-0.0128456830047071,-0.0925137934274972,0.0947079827543348,-0.0136497502215207,0.0915153193287551,0.0775509811006486,0.0279957538936287,0.0941933220718056,0.0237676414661109,-0.0333145577460527,-0.0306503503583372,-0.020302917715162,0.0569385551381856,-0.0922127017751336,0.0497590772341937,0.035455366037786,-0.0657471339218318,-0.0477824072353542,0.00288258693180978,0.0351214549038559,0.0965634395834059,0.0519088535103947,0.0132976848166436,0.0699379437137395,-0.062105212919414,-0.0457426770590246,0.0656316970475018,0.0386409640777856,-0.0518910520710051,-0.0914022407960147,-0.0719041811767966,-0.0567229169886559,-0.0041202871594578,-0.0605179315432906,0.0438711675349623,-0.0984230522532016,-11753.16878598
0.0968858033581852,0.0812304730489892,-0.0497173563631107,0.0613306696452269,0.0407494177784032,0.00124893229442953,0.041993917121279,-0.0841504638572557,-0.00517648195144109,-0.0100103704012059,-0.0203820638515353,0.0247065864629166,0.0803278261121785,-0.01947679346957,0.0303865554260812,0.0980504366431631,0.0912581895853026,-0.0803725936197949,-0.0121501429598542,0.0093669515317876,0.0632161896550038,-0.0955595992067933,-1.07584125971079,0.113680222535412,0.697530363077599,0.634750831366801,0.478241774336249,0.0927036255538215,-0.0231113991512589,0.0673120870307886,0.143885833429742,0.159263187943815,-0.186081950358811,-0.0663438485953285,-0.129117669031916,0.203796834094382,0.162459459304444,0.110608146563015,0.0752790914500321,0.00723377767019572,-0.0347905883636388,-0.0581409756867081,-0.216717728303447,0.0467784536200828,-0.0437162830588931,0.0895818814649231,0.0360156820990947,0.0246837083071031,-0.0113467469811201,0.0231607748444429,-0.0373743745602056,-0.0567357237044776,-0.0117186238382683,0.0569530378848277,0.0424564725092878,0.187996764306131,0.168871625675521,0.0377755171625712,-0.031464776822963,0.129089194191658,0.145655603017198,0.208197823965381,0.120624631830103,0.132610496395429,0.111609920912804,0.0237850174440921,-0.338079992600722,-0.269172092602582,-0.189658675391949,-0.103114312516538,-0.277607292764846,-0.280704527710783,-0.34633968370876,-0.247463614636213,-0.289293575482407,-0.0614258025144332,-0.540580166041406,-11178.3508218455
0.13026575260977,0.0704802892950271,-0.0727124799082136,0.0284755331306123,0.040813952899874,-0.00294010816064547,0.0342606601759858,-0.105803757479775,-0.0920248636455204,-0.108671617213393,-0.0366702714394069,-0.0018924750541701,0.0753519970973476,0.0163150534216857,0.105661708178841,0.150423878760638,0.0863924335761724,-0.0880526193415316,-0.0293961648891142,0.0115160255092282,0.0474355750022306,-0.112533926367764,-1.24196692355808,0.0857088341460107,0.87062202689143,0.590982858350612,0.541071590905738,0.0629116048996802,-0.0366219920232198,0.0384284072695777,0.0931219553431907,0.212428159250671,-0.426956106942269,-0.190500728104281,-0.153454299349813,0.377657004508794,0.510126413861457,0.302869341415053,0.0705163663797565,-0.00281748003806363,-0.0472618086531389,-0.105200765085916,-0.302230666880563,0.0177047777776125,-0.175779792731324,-0.00932875393660665,-0.143279125541955,0.0119822065086219,-0.210975330609663,-0.0828090857466713,-0.196766132061901,-0.232443618518462,-0.0979906090830139,0.0276928105057798,-0.0147698415319694,0.264874495836927,0.252097275340283,0.123093807909031,-0.0249509271604825,0.181591015650012,0.200425168275422,0.30432176933675,0.182665223044187,0.204362380684363,0.135266208911232,0.093676757116152,0.119510236556717,0.114547396362232,0.311472761502146,-0.0461191012331778,0.516214739383172,0.268872823436033,0.183134258744642,0.451273372094936,0.177621824829175,0.0665977863619503,-0.238548597604033,-10581.4188784255
0.418298610420602,0.0439926661473031,0.0951414316477311,0.28681525030343,0.218116791460181,0.00637121086519,0.0248097567210719,-0.0804758350204524,-0.250940749398917,-0.192220621595807,-0.12397828519012,-1.17581485199725,0.0256780993283952,0.250400618098622,0.126097881005526,0.286430004492077,0.0267488712718748,-0.125535700509458,-0.0748868120997982,-0.0242741803648611,-0.0570871100135957,-0.379336650308343,-2.71646056477913,0.10374075602985,0.794356038008138,0.389574924145634,0.368068481890597,0.0564210769280205,-0.0402926315855263,-0.00841944331476366,0.164619101670479,0.208622593021982,-0.394350474462787,-0.898398773204079,-0.242752887522712,0.421470159594177,-0.0752806938972173,0.324299713401292,0.0735192765199819,-0.056831308620967,0.0327106441202137,-0.623445997315966,-0.519904189326444,-0.0677464798958171,-1.75215880692929,-0.363654358090192,-0.0711658676837397,0.0526605494601542,-1.00654302611447,0.112828201967295,-0.164780421656315,-0.461884078506037,0.0047373558784722,-0.134725665911131,0.842903843209306,-2.08206570519156,0.161443931543808,0.350530731290719,0.0348665794807076,-0.865570742251951,0.217140198082012,0.17162764885436,-0.201751709899599,0.330103480836177,0.0394206187801319,0.0670597616313431,-0.432410012523694,-0.176324113372956,0.236578180648256,0.0134993691691597,-0.487255766358704,0.430726506930381,0.0264939592092783,-0.0361008318176029,0.430600170684424,-0.0519217271468069,0.134492564049275,-10156.4809803232
0.168739643640381,-0.0356060318109234,0.215997210229855,0.677242377691398,0.518365656701108,-0.00380144588854643,0.0223724414516942,-0.0704110674512801,-0.445775859154118,-0.247737891405567,-0.326528934123315,-0.956359700319702,-0.0366595020869544,0.412358734998427,0.186133189689099,0.261561019491138,0.0517260189133597,-0.113995101810832,0.0488380595483665,-0.301043702230368,-0.162573720909327,-0.344446599799824,-3.38764313246828,-0.010917821093034,0.793377038658606,0.281969570326292,0.465385174576743,0.0213292742466026,-0.0395439698415268,-0.00101006755571614,-0.0439974917586449,0.022435313672194,-0.494671338267912,-2.25910609010463,-0.553134959470681,0.878752833688444,-0.0500739187481161,0.44273172668987,0.00428984332999621,-0.0196383255030315,0.000667057226013831,-1.01608708436726,-1.15259968114077,-0.0847163596309997,-1.78531410258631,-0.455519768161576,0.332735390993827,0.0508179082738269,-1.15590101972322,0.623854231638475,0.174096618824757,-0.0397037137264685,0.13270809719506,-0.177078039969354,1.52283353607351,0.732926901073021,0.264005921200825,0.476976162733015,0.018042716389911,-0.654262136249666,0.618256745805594,0.200151215607766,0.0696457407735057,0.535723530467514,0.0258943707306149,0.196896748159253,0.513262710795064,0.0302783529770793,0.51023870209687,0.00646812887107787,-0.29842646759228,0.802386483751154,0.186679703771238,0.364387522560337,0.519593027844582,-0.0669133927804994,0.200952174927921,-9892.95256191874
0.31260682452602,-0.0283524912308548,0.0808626347391256,0.791377377152823,0.44108289142518,0.0100145343154298,0.0221915320927771,-0.0332313147835715,-0.392648587913731,-0.0785948681449979,-0.278758962029915,-2.01823222622713,-0.0832466534874768,0.773575004014899,0.398919661042553,0.452452554897754,-0.0126058463334148,-0.143985101628008,-0.010322580842069,-0.278566601677497,-0.243696774186834,-0.707901372500668,-3.16951456586571,-0.026847257380261,0.65153758627152,0.184634460409292,0.412113911311557,0.0219691002850144,-0.0683045863323103,0.0256227555481221,-0.142398365825758,-0.051170815748591,-0.438237107479017,-0.9552843856274,-0.200219383595471,0.183887716013754,0.0965560737635998,0.108805243710987,0.0650595190408863,-0.0735650427595634,0.0611950547251939,-0.803723128263284,-0.623872831265101,-0.0217955138014601,-1.4121613056626,-0.824239848254671,-0.0249815133202708,-0.000815055071565277,-0.288824724419206,0.0111851365506886,0.473800986183888,0.714300739043987,-0.333598466180305,-0.261573639424113,1.53317206318191,-2.00114706309395,0.183753823485179,0.225572167803944,-0.0237605386924962,-0.21456495055449,-0.0949776386731115,0.559928082143087,0.678697187487177,0.293184345570767,0.0173654995759966,0.0279808813841202,0.482543091002992,-0.210304055003793,0.131654092506794,-0.0341250916883267,0.383781907823965,0.142467897716899,0.465471033971811,0.850484910093721,0.222567111970423,-0.100433585065696,0.0572316266235241,-9815.48870522688
0.308447244031636,-0.048318055209269,0.0611981380884478,0.795334484235036,0.563233819508049,0.00526894489301721,0.0119972019360336,-0.0302991856865926,-0.240270448000433,0.139641658496264,-0.322642877096397,-2.00041318186391,-0.0787342972470463,0.767102727158921,0.396519645608106,0.372540675567575,-0.00979386144208938,-0.127837404215171,0.0500087061434906,-0.469370010242727,-0.213825987653542,-0.647728434945617,-4.46080686428594,-0.0632881345032247,0.815519229223183,0.183174300872426,0.513794415015331,-0.0141520076111897,-0.0584119395491691,0.000657404013479735,-0.122190994855165,-0.0538835170736573,-0.551896301429434,-1.4517239742368,-0.38818653167834,0.351024774034049,0.162293228319481,0.0508981870077994,0.0471525353492895,-0.0389627123676573,-0.0203403989546167,-1.11314918034654,-1.38295119378912,0.0405375955826915,-1.15603770623841,-0.548758867314498,0.380876119895909,-0.00560054618093753,-0.302340813193413,0.339338495461174,0.983594096601094,1.05269380485663,-0.0400152660955992,-0.203896328338205,1.78892759552371,-0.846087102038054,0.436988784810239,0.665057427826216,-0.0240077480461517,0.0884091674178966,0.38102625885482,0.932516346120311,1.11551067973875,0.838429371825671,0.116080173342796,0.467175303340739,0.607661903321088,-0.0357915513111501,0.509988959318814,-0.029413956072941,0.411027231258502,0.46257459256069,0.785432371979406,1.11407512518157,0.562588526029671,-0.0442281195109592,0.405555510347651,-9386.31201861864
0.33771047090408,-0.0898734732695211,0.033488271013908,0.861281085573765,0.63500187226596,-0.0012750788667035,0.0144876078677202,-0.0444570764429176,-0.114229494133901,0.256288926033596,-0.364510444886704,-2.38533704954692,-0.11459511865378,1.12649216937643,0.735762972329864,0.553190180789537,-0.0475024807550898,-0.145468055128503,-0.0372371841118432,-0.303657202518592,-0.234598371264592,-0.932588648713174,-5.54605724450627,-0.101610915425116,0.922310080286543,0.211094012764987,0.60352896314313,-0.0511041645266389,-0.0597026738934454,-0.00919896481292556,-0.167633887412222,-0.113876303568649,-0.684294965003588,-1.63852503535529,-0.445657409292323,0.341428030837852,0.092638996228093,0.133452907712944,0.0579739013912881,-0.0349365739899964,0.00918625383047755,-1.70822386835668,-1.86027947429217,0.0611202882142762,-1.09618729345177,-0.541274445344281,0.276457666050472,-0.0114427488097585,-0.518807903587177,0.2139191829519,0.890211743192073,0.756054154400897,-0.173099928411587,-0.225713594920345,1.78660624330271,-1.13808622370123,0.138535407135235,0.465026126158932,-0.0219268840797278,-0.412510353653173,0.0517374607636706,0.89278854345578,0.832553652265039,0.724844945319943,0.110307659807629,0.559520638513076,0.66463784612864,-0.0597955192455677,0.543852608688275,-0.0309656118927775,0.258339883095157,0.352862376867144,0.725699688890312,0.916105235085643,0.585379429133449,-0.0300466571936767,0.434330891156426,-9013.52659835624
0.133465712334122,-0.178512288259739,0.0330324236906306,0.868511062259772,0.834060750862227,-0.00399718588659597,0.0138296582964558,-0.0467325342149562,-0.0191052228873373,0.309329902251981,-0.457826359589144,-3.06002522489477,-0.132630787183416,1.53726323740217,0.96023259866218,0.640379415485633,-0.115131192853803,-0.130505401966838,-0.0634489202696207,-0.24942059006393,-0.21362366932366,-1.20877856161086,-5.93991675721484,-0.134149534554728,1.04342971318169,0.306177114940458,0.744007016543225,-0.0742030036560985,-0.0608637153684666,-0.0349710516904593,-0.10446371915102,-0.103498095589486,-0.794065110401205,-1.79914109275167,-0.464541346732271,0.0438261638094072,0.531390734629741,-0.162602738519618,0.0628669628895298,-0.0405944438025309,-0.0146571313197884,-2.04398233607965,-2.30013103439558,0.197023834998216,-0.963636686539664,-0.441929645800164,0.320742746234602,-0.0248269893595206,-0.555532814823859,0.233699540405342,0.936127795833934,0.649346397498891,-0.172934335237148,-0.117290637737939,1.7832366619673,-0.954979004346533,-0.0476559830264063,0.333810741894193,-0.0243707225188122,-0.320654676890052,0.115743595432595,0.991571457119139,0.752818055139721,0.834231414262682,0.190992235428174,0.766842327969574,0.543387858715432,-0.169145626516827,0.53829017222389,-0.0347501744055733,0.269502951409481,0.343523036480363,0.849714648644423,0.860637648552011,0.601396012268232,0.0380200696603107,0.689394262491704,-8702.15245265227
-1.32416300162255,-0.325823895709376,-0.450497929632582,1.25495233838624,0.920179197122396,-0.0403344807077374,0.00346103750535548,-0.0306190529709499,-0.0741780963957711,0.206492682318877,-0.584677721388179,-3.92530246063958,-0.156608003976221,2.06445227732199,1.28779754582723,0.769931053392635,-0.196652690299634,-0.116299706053588,-0.0901043743837117,-0.188982177411056,-0.18302048112594,-1.58133855471342,-5.71236697151448,-0.148954288593622,1.04751167626665,0.397685517028075,0.795550972750472,-0.0741679553883647,-0.0709780310807587,-0.0328294315396197,-0.103684679327471,-0.106893579803009,-0.831570294160787,-0.950109108140895,-0.2787529184189,0.177534282194879,0.330089978398101,-0.143913117038747,0.067236252293322,-0.0659853760657274,-0.0235122593188009,-2.12990850330789,-1.99562536700984,0.259842970650284,-1.05983810061083,-0.0764382796833378,0.438264445974555,-0.0358280869409526,-0.461183591167194,0.20314383826966,0.979076892649367,0.650972781904144,-0.201171931211493,0.0631667709445357,1.26827804384421,-1.36005268614644,0.0201290119874224,0.305956153410561,-0.0331270251692028,-0.149413216831122,0.167082351298984,1.1937439304678,0.678956232230756,0.789066883631243,0.335534708399637,0.577413250117132,0.105716802088884,-0.0246161245577535,0.627144524865509,-0.0371872692936987,0.366994435742717,0.296398999449577,1.03317998359451,0.917049207726889,0.50578752513611,0.17528000597988,0.556133435371319,-8509.03951736175
