"b_no_choice_a","b_mileage_a","b_range_pw1_a","b_range_pw2_a","b_range_pw3_a","b_loss_pw1_a","b_loss_pw2_a","b_loss_pw3_a","b_packreplace_a","b_cellreplace_a","b_price_a","b_no_choice_b","b_mileage_b","b_range_pw1_b","b_range_pw2_b","b_range_pw3_b","b_loss_pw1_b","b_loss_pw2_b","b_loss_pw3_b","b_packreplace_b","b_cellreplace_b","b_price_b","b_no_choice_c","b_mileage_c","b_range_pw1_c","b_range_pw2_c","b_range_pw3_c","b_loss_pw1_c","b_loss_pw2_c","b_loss_pw3_c","b_packreplace_c","b_cellreplace_c","b_price_c","b_no_choice_d","b_mileage_d","b_range_pw1_d","b_range_pw2_d","b_range_pw3_d","b_loss_pw1_d","b_loss_pw2_d","b_loss_pw3_d","b_packreplace_d","b_cellreplace_d","b_price_d","b_no_choice_e","b_mileage_e","b_range_pw1_e","b_range_pw2_e","b_range_pw3_e","b_loss_pw1_e","b_loss_pw2_e","b_loss_pw3_e","b_packreplace_e","b_cellreplace_e","b_price_e","b_no_choice_f","b_mileage_f","b_range_pw1_f","b_range_pw2_f","b_range_pw3_f","b_loss_pw1_f","b_loss_pw2_f","b_loss_pw3_f","b_packreplace_f","b_cellreplace_f","b_price_f","delta_a","gamma_EV_rangeanxiety_a","gamma_risktaker_a","gamma_hhincome_a","gamma_ev_charge_a","gamma_knowledge_ev_a","gamma_evb_environment_agree_a","gamma_evb_function_disagree_a","gamma_hhveh_fuel_a","gamma_veh_range_a","gamma_suv_a","gamma_info_treat_a","delta_b","gamma_EV_rangeanxiety_b","gamma_risktaker_b","gamma_hhincome_b","gamma_ev_charge_b","gamma_knowledge_ev_b","gamma_evb_environment_agree_b","gamma_evb_function_disagree_b","gamma_hhveh_fuel_b","gamma_veh_range_b","gamma_suv_b","gamma_info_treat_b","delta_c","gamma_EV_rangeanxiety_c","gamma_risktaker_c","gamma_hhincome_c","gamma_ev_charge_c","gamma_knowledge_ev_c","gamma_evb_environment_agree_c","gamma_evb_function_disagree_c","gamma_hhveh_fuel_c","gamma_veh_range_c","gamma_suv_c","gamma_info_treat_c","delta_d","gamma_EV_rangeanxiety_d","gamma_risktaker_d","gamma_hhincome_d","gamma_ev_charge_d","gamma_knowledge_ev_d","gamma_evb_environment_agree_d","gamma_evb_function_disagree_d","gamma_hhveh_fuel_d","gamma_veh_range_d","gamma_suv_d","gamma_info_treat_d","delta_e","gamma_EV_rangeanxiety_e","gamma_risktaker_e","gamma_hhincome_e","gamma_ev_charge_e","gamma_knowledge_ev_e","gamma_evb_environment_agree_e","gamma_evb_function_disagree_e","gamma_hhveh_fuel_e","gamma_veh_range_e","gamma_suv_e","gamma_info_treat_e","logLike"
-2.57755536920057,-0.47182176571337,0.114069653976168,1.88446245160109,1.34726189974069,-0.23720460516997,-0.0438164161843796,0.0345363160843472,-0.932054603581272,-1.07389576354211,-1.46737414078309,-2.51330283805128,-0.219799376999761,1.42651931197479,1.13972665734154,1.14540910833122,-0.0934833442304987,-0.0910646346918244,-0.0474748928343089,-0.694614710068528,-0.731708662497903,-1.20563024264398,-1.96750569529629,-0.309980488301143,5.74179380764758,3.0890434293949,3.77936505022092,-0.129239664939738,-0.10178271180497,-0.0694865981016569,-0.080002833315668,-0.0992977270038253,-1.48357775598098,-13.8465371350465,-0.229018993350844,1.12764274753444,0.707266138742108,0.794340891812263,-0.0840081023645223,-0.0688226188804527,-0.0674924608915879,0.0409972320658718,0.109471935620964,-4.01653360474724,-9.81965869109456,-0.300208972449912,0.468108978305664,0.472006636287449,0.544535846491299,-0.236399782883841,-0.238612233012265,-0.219718804064457,-0.281015324623867,-0.384851179392408,-1.02477569753967,-3.49070220226165,-0.143319964344252,0.177177072068758,-0.144936733043635,0.198085984803638,0.00375581138625247,-0.018162310579599,-0.0199195638358635,-0.383668324431241,-0.469728135540563,-0.144004081377628,0,0,0,0,0,0,0,0,0,0,0,-0.0249020070768893,1.37851212313581,-0.118316557319446,0.0423685622178057,-0.0001908215298403,0.305464032222702,0.284341446356715,0.828590882069895,0.744944237310067,-0.595864989613648,-0.112917334973177,-0.531351224480088,-0.0389563261065632,-0.272012989329558,-0.131092868765923,0.387403295609411,0.0209307648750391,0.811635062443128,0.306505871090357,1.29467228480734,1.5466566970807,-0.591561980889612,0.0758041933534388,-0.983983492428945,-0.0565684603527188,1.28010212048455,-0.513281927158722,0.00129052831755458,-0.0480663347695095,0.422839014957015,0.00908626226760187,1.18620686291635,1.16916234021193,-0.0147409015121558,-0.185646756437251,-0.735764197743129,-0.00945368548855186,0.866744289079845,-0.0212800028027524,0.692201599432636,0.0108091158254861,0.390638697154737,0.145623218262155,1.20870060107076,0.986790370922155,-0.628760916796095,-0.173398335874325,-0.202643640778766,-0.0210053909569979,-16808.4657331723
-2.58461518025538,-0.466818066542381,0.118838444550548,1.88045842287032,1.34025315774966,-0.235665677191244,-0.0431147233230157,0.0337469965034871,-0.909462009273502,-1.08192481920933,-1.46491464265861,-2.52035209478147,-0.217062051098832,1.42520099601524,1.13206479219756,1.1317441885612,-0.0924213330127884,-0.0895552512234609,-0.0456636252078562,-0.684545103943987,-0.721062020473504,-1.19853861488561,-1.94953068317712,-0.308271463706341,5.66747950486707,2.98555459300868,3.68160697705623,-0.126027329128489,-0.0971615416070236,-0.0663159418130747,-0.0849070551655257,-0.107448611109741,-1.44477237954018,-13.7837340903226,-0.2284550372055,1.079761055186,0.620194834124526,0.783515305662338,-0.0797245152747754,-0.0659577346207382,-0.063870740547586,0.0326777975737629,0.108058904075709,-3.95889769304675,-9.75391981335577,-0.292355842780865,0.420848445279848,0.387242659150466,0.520217086526861,-0.231596719919055,-0.228207742604858,-0.203034584012484,-0.289744488611454,-0.392662321134061,-0.995466873624575,-3.50078930835178,-0.148355794829393,0.12757163994976,-0.153992603338015,0.178250180661213,0.00773114139917102,-0.0151624462094428,-0.0171510666536072,-0.40405604361517,-0.490957141998973,-0.119539908117273,-0.0327006038107985,0.0291293015608367,-0.226767870054151,-0.00318000939546256,-0.126464805311589,-0.0311851019814866,-0.137681247584433,-0.165202964886251,0.0371331734579613,0.00169302754037684,0.0285347184906994,-0.109605569048649,1.31670156926133,-0.101759843457944,-0.154420618161391,-0.00460594816184712,0.191184243717051,0.231967283968905,0.715024734121477,0.611607427067734,-0.555146242903843,-0.11977286520118,-0.489524918268297,-0.0611103663014611,-0.331017142414888,-0.113733517932019,0.197270783432401,0.0180373606870829,0.703895289347014,0.260987972411882,1.19054369306712,1.42272028578406,-0.55095013773369,0.0673652629032547,-0.946505843160504,-0.181912713852431,1.24799823706503,-0.496249589912039,-0.118412776289367,-0.0514075395673254,0.331368247609305,-0.0455241958926865,1.10530134367659,1.03422472446728,-0.0285170468955124,-0.196374030262581,-0.735074893852145,-0.0747566708490489,0.805147276457155,-0.00803575440833582,0.504434799022906,0.00720109306101014,0.275690440793155,0.0888146423008873,1.11152495612144,0.849556112916169,-0.589452475516324,-0.178167842062877,-0.204334182298942,-0.058572673710877,-16727.9011876473
-2.58827087417091,-0.46303046708877,0.124993452448991,1.85100382423823,1.35250512414818,-0.233934715095085,-0.0479602100548717,0.0418183108376504,-0.890201365302641,-1.09514858097851,-1.47131163595643,-2.49613669450922,-0.213876840519515,1.39413427405066,1.13622511844779,1.12220891313702,-0.0915488119064677,-0.0883740291791121,-0.0452707599721773,-0.68342633003393,-0.705478587243622,-1.1879410849021,-1.94337345119395,-0.298230331989678,5.50603735689218,2.91844037020847,3.58564977926836,-0.122976816623222,-0.0944882692081914,-0.0666416791316938,-0.0849216293191626,-0.103277777828182,-1.39927756478077,-13.2778442259688,-0.217162787434047,1.03611514882794,0.555156422393541,0.796929012184884,-0.074987761048292,-0.0630626481897702,-0.0628237400702128,0.0306452731798308,0.119606836536068,-3.79042559734202,-9.47821330596679,-0.28177223695371,0.393554351902726,0.361306855763016,0.510754468863263,-0.223361618335118,-0.22453007434641,-0.200146308060081,-0.281697476601742,-0.394427927293954,-0.946920090648862,-3.62558715019809,-0.164370619805159,0.0986925991628578,-0.0871891023437976,0.145373261421943,0.00680262120960662,-0.0139463551978322,-0.0193068259161879,-0.432180689375328,-0.542593070850961,-0.133366262221786,-0.392712074111835,0.344568170062684,-0.727142298548421,-0.00634531227551553,-0.356545849347282,-0.0707439059469716,-0.510977700324033,-0.58969747614109,0.418521217402632,0.0509981627623141,0.28351816500059,-0.234582847052457,0.947703340857081,0.205515150164573,-0.632216070273792,-0.00660671456692555,0.00328307188925087,0.205298575169634,0.348828171212637,0.187081846095551,-0.194313658977579,-0.0768219366648255,-0.232473135421054,-0.134255756695541,-0.60214009564266,0.186759465214919,-0.281412990946159,0.0186391439558749,0.533648779060555,0.234317453639618,0.807878622922304,1.00840495668032,-0.191891245727435,0.0935916583631365,-0.672611703482583,-0.308556625683579,1.12127627794479,-0.203499566849834,-0.609279038004159,-0.0540603698051038,0.134551343175183,-0.102513510017484,0.718228025768163,0.55368153397173,0.245969883603195,-0.173246922264672,-0.484469455649388,-0.19753312525071,0.477900338781203,0.283002526648377,0.0253597442303701,0.00652743269902288,0.109197259668108,0.0420463668465876,0.740569937001982,0.427617661480729,-0.231972092644842,-0.137052027222284,0.0614179840411315,-0.133082695917532,-16622.4290631765
-2.50632147423883,-0.455006981281361,0.13564251508631,1.94189330184289,1.32592318225731,-0.2369672521637,-0.0355148956711315,0.0242137594999204,-0.975527888590976,-1.05077714341754,-1.47212518763632,-2.55247553186755,-0.221998457029396,1.39121784875303,1.12915753564907,1.1389448124941,-0.0919820354409359,-0.0896656792457461,-0.0465034214556773,-0.68536971696022,-0.715457550161923,-1.20275179766986,-1.9235711933983,-0.301410566857818,5.63085915579758,2.92785564390643,3.66330233248963,-0.123844934831984,-0.0993784837671629,-0.0683272648200274,-0.0862422698409778,-0.0840968203145767,-1.41599993190047,-13.2328537375776,-0.21409431367511,1.01767872596385,0.574926430936717,0.772376791695115,-0.0756052103955606,-0.0623093645201882,-0.0611794908338614,0.049573485961682,0.139380298506225,-3.78759503957593,-9.59556142705274,-0.283933909739284,0.385898168319994,0.398364348220643,0.499834974188322,-0.228319700516984,-0.228198328746464,-0.204856844723981,-0.284804511032957,-0.391899361383638,-0.96347230149897,-3.43930563550783,-0.159879498765452,0.191678891352764,-0.0559238130366672,0.199317217673905,0.00719136273791491,-0.0181473339337764,-0.0214803787864977,-0.439979849318197,-0.555708700047782,-0.141847372545226,-2.16973435511041,0.756457245110213,-0.990588982141157,-0.00768824158981839,-0.438783816619086,0.105991600065796,-0.912064467025425,-0.849212855494348,1.0857666744805,0.276681756037091,0.470395405833176,-0.317517703511917,-0.91780483397652,0.700987218607087,-0.96203368308434,-0.0107768523119483,-0.157319790978951,0.35524103454405,-0.059888134495398,-0.0974837599686315,0.52015411482719,0.165073209316617,-0.0668979736950346,-0.164107198270775,-2.48157986148844,0.701436113173222,-0.630060009373321,0.0132351222745323,0.385381310470378,0.394827047545309,0.38594831017823,0.698350287881131,0.503511343704885,0.348821589587492,-0.497572220787354,-0.38867544523237,-0.655233247067084,0.245746152668159,-0.919928255159256,-0.0596050807082185,-0.000786636373716593,0.0506343130888542,0.275374017614228,0.27236408436887,0.966063093101108,0.0645007833383259,-0.314369970195811,-0.284060787497985,-1.39526022764606,0.787272558566973,-0.282710134420794,0.00310620927791833,-0.0548381143011266,0.204905148565348,0.306785781923882,0.112211193091726,0.44261924788452,0.103924418504122,0.270086520129038,-0.177627406574301,-16547.3757700712
-2.55975394977273,-0.459512558387491,0.0908889924220584,1.90079389518266,1.31153708822392,-0.233265983380224,-0.0488150650384827,0.0372344137729846,-0.926115179874573,-1.06688797936176,-1.45953113267943,-2.5301728074544,-0.220877785104199,1.41780260010272,1.13198674196136,1.13941427053405,-0.0927450262444713,-0.0897795575376052,-0.0479547567891453,-0.68602797162459,-0.721365457831945,-1.20715702080212,-1.97429999821329,-0.306967862413504,5.7571885096003,3.01597729166353,3.73812082086128,-0.130177098827796,-0.102115645685407,-0.0694776132273441,-0.0748414383528122,-0.0837043709630026,-1.46467833779405,-13.6140213971527,-0.219557274533977,1.08535309048493,0.664344013093931,0.758840480750824,-0.0792352915901977,-0.0658420319841302,-0.0647952228637912,0.0656176352523882,0.145063103013135,-3.93871240806825,-9.78096049889307,-0.296488417677572,0.44308193842266,0.456637611588763,0.514052235439404,-0.234847364826424,-0.236642566637976,-0.217521184522066,-0.291185249342136,-0.396085819444593,-1.00538586332446,-3.4889055879611,-0.151407602602833,0.180311390168848,-0.112079843808354,0.209795577080187,0.0059806899682275,-0.0181961113795331,-0.0209781697004399,-0.4238370511559,-0.510100560526187,-0.14023600435351,-2.55073815058425,0.754039314350966,-0.924334365844924,-0.00355696553627889,-0.503683324873982,0.183423173180266,-0.793956646060493,-0.790597787098073,1.24858869902013,0.324968671959566,0.505336178289676,-0.228149722148821,-1.21341679120959,0.639687516928592,-0.866024190735806,-0.00488937542009602,-0.186613385667603,0.462127211836872,0.0414066312725014,-0.0669114187518428,0.634632523739887,0.20871740905264,-0.0251680588867511,-0.0967726031373886,-2.7661205138226,0.636066059967486,-0.527332071088457,0.0167618589957732,0.344565398361311,0.478155383246707,0.488322577428671,0.735393235819295,0.640206718459493,0.393633543333432,-0.471118805984135,-0.292119592631834,-1.17144554113418,0.216296115872757,-0.8742226116128,-0.0523980673612469,-0.0584876527435107,0.178440191098249,0.393687188812844,0.341818159200184,1.18505175877082,0.125588276979739,-0.265061114729738,-0.206276252739632,-1.72099158975895,0.732973853885862,-0.205770529868075,0.00741727647396762,-0.0971745059756351,0.323642210592233,0.405403673748693,0.157855183970459,0.589166234818416,0.147967163056593,0.304967433349842,-0.105931198331391,-16536.7723639895
-2.55753983101411,-0.470063180042719,0.121070871228834,1.94641387176148,1.33213718848116,-0.238015984878953,-0.0392113993809581,0.0298359069242323,-0.950757782732347,-1.05693921241619,-1.46956688694994,-2.52133233876655,-0.220118228627712,1.42755151593208,1.13495612948808,1.14606520578939,-0.0929569245625377,-0.0907713539476669,-0.0474351008480271,-0.687876259048176,-0.725215703200819,-1.2101322189482,-1.98775568858026,-0.308431517367625,5.75024584191624,3.06353799374378,3.75463616971775,-0.130097405686747,-0.102151056821341,-0.0689067733502243,-0.0709662287997632,-0.0870571009397356,-1.47703344405997,-13.7656098631957,-0.223637913632408,1.11036010819549,0.688001090092356,0.761175103516342,-0.0830696649970828,-0.0663652481826247,-0.0674630455600982,0.0636182466170375,0.136094036093458,-3.9845842380792,-9.81432195354192,-0.298691803807509,0.459611937182406,0.466458148401603,0.530074234178995,-0.236050369580496,-0.238063776164855,-0.21852108570351,-0.287256181042568,-0.391628270608822,-1.01909720579148,-3.50578956556942,-0.146790662859339,0.168932466317909,-0.13246958949362,0.204558469867477,0.00436095566382678,-0.0183838352449132,-0.0202465552018338,-0.4082008188219,-0.494412011983241,-0.140987993400392,-2.48894497147265,0.729522065658024,-0.891264114322224,-0.00330552329953337,-0.500150833215462,0.191257658449825,-0.810500279032206,-0.813043384004503,1.21083699501464,0.321887755099499,0.493547907188283,-0.223968084624143,-1.1951252425692,0.616873663653736,-0.855977136502014,-0.0038050154664681,-0.211581587864761,0.468803569258789,0.0327998784017486,-0.0605475245635833,0.630971169443608,0.21094287882335,-0.034323437169911,-0.0961848606827499,-2.75342881024653,0.609022472246201,-0.517235660602465,0.0175252808947828,0.310604821408749,0.492492917092661,0.482793448436374,0.742333891106316,0.644178934578755,0.39682260752057,-0.480178367970719,-0.291745812625885,-1.21946769723036,0.212028892507043,-0.882687483993049,-0.0508773145618698,-0.0881451791056183,0.196171247864862,0.386910170034586,0.356014666886038,1.2096809365115,0.132023901509864,-0.257752217205776,-0.205880776412097,-1.70667112362104,0.712739889542201,-0.202102185838937,0.00764153734217961,-0.128299483815855,0.331692438014696,0.405428856076272,0.172769698453249,0.596431859104478,0.150531559837921,0.300592150784875,-0.105172124376647,-16536.1041285236
-2.54635926134216,-0.470289400616728,0.12882253583252,1.89458356614362,1.33014850250184,-0.236296853260594,-0.0443487162250259,0.0348256266693175,-0.933258129470793,-1.06853912930083,-1.46010205322492,-2.51163301504273,-0.219080592064506,1.43461275811898,1.13695504427051,1.14842437249499,-0.0932139327675003,-0.0911001263568362,-0.0474342241230644,-0.689643510249212,-0.727795948690168,-1.21030470681142,-1.99440091671167,-0.308838325659641,5.75529661109531,3.09612724235821,3.78083378115387,-0.130680972447419,-0.101586265535016,-0.0695019588540388,-0.0707007181780739,-0.0893285724646414,-1.489630295866,-13.8707073381394,-0.22761022873509,1.13516961838897,0.706714677360995,0.767435531664843,-0.0849651426749365,-0.0675400883235941,-0.0688381978683646,0.0569407839904293,0.125452239583632,-4.01994770225198,-9.8326247308163,-0.300897073350601,0.469581170481926,0.470656137525643,0.542397297481766,-0.236364409973723,-0.239247632409626,-0.219489829990538,-0.283083374988971,-0.389062616270419,-1.02694390313575,-3.52164115960432,-0.144002841940815,0.16281423017563,-0.141741056991377,0.202413813671799,0.0035817015504994,-0.0185829606055761,-0.019674144327752,-0.394409360607716,-0.478874567971614,-0.14431601102048,-2.54899423453147,0.73530925706712,-0.899101859550387,-0.00251260421306931,-0.52650413822162,0.192817907219982,-0.803640862958688,-0.799233985417334,1.2400045963113,0.327784129766684,0.505275528258111,-0.21798756951487,-1.2085683454672,0.604986552708212,-0.857221511256639,-0.00298852551311113,-0.219653782754646,0.473331158747253,0.0286239973608531,-0.0657578185673278,0.636843504431571,0.213638002383455,-0.026161185405642,-0.0930220485109674,-2.76663806361436,0.600572700264995,-0.513465469985286,0.0182438238450556,0.297213783334731,0.495585417020459,0.480645066138633,0.737084190557716,0.648729874057133,0.399248036591592,-0.477906378712419,-0.287377679795117,-1.2664927773909,0.212221013531109,-0.898931447984139,-0.0497374872768837,-0.100548813393071,0.203174352505237,0.384106988279437,0.359631149542502,1.22767888952957,0.138560660098784,-0.24162519186047,-0.208810973603177,-1.72432777976103,0.7050571046319,-0.20870565182446,0.0080965931660171,-0.138595698767285,0.336650556514214,0.409012945470034,0.176695856185794,0.607067797321722,0.153155163969201,0.305976565261907,-0.102860593170671,-16535.9335639244
-2.55293340844451,-0.471570327583405,0.118322077456888,1.90749184428015,1.33092923169078,-0.237416326722833,-0.0430483899626535,0.0347458884836009,-0.937307947480869,-1.0605727609084,-1.45705545734682,-2.50883595487621,-0.219083971821927,1.43434441930514,1.13804954024546,1.14769357286947,-0.0931726338922046,-0.0911353474522494,-0.0475704282971653,-0.690822413146498,-0.72918731865424,-1.20885204059107,-1.99388386985513,-0.308358261451573,5.75515298141222,3.10074666689506,3.79650414916876,-0.130752599889694,-0.101442109537903,-0.0696344599919371,-0.0714652191806765,-0.090629285645272,-1.49363711057628,-13.8905347547787,-0.229063619095804,1.14115581538672,0.708970603523367,0.773921772641252,-0.0851108581647573,-0.0680251056343753,-0.0687594646689187,0.0528436068975311,0.120899297012094,-4.02677776364166,-9.82977614464838,-0.301153500372437,0.469455698045256,0.471172598367208,0.545167657644925,-0.236141233841502,-0.239135523993654,-0.219520682938707,-0.282295834595477,-0.388119307062165,-1.02689257806988,-3.51991028570915,-0.143766043547393,0.164940047928196,-0.140441955503671,0.203491768583103,0.00366063439693018,-0.0185724940995114,-0.0196398216220853,-0.389724655547735,-0.474269940345977,-0.145704069169245,-2.54075433422225,0.734775432429162,-0.899113331811366,-0.00246695088275388,-0.518912416680632,0.192052560527533,-0.809671295201395,-0.80592127139658,1.23266729255832,0.326411962167455,0.507018985088408,-0.219209576217133,-1.21678270694246,0.609807295010491,-0.857663949581978,-0.0029323586686499,-0.216240129804103,0.472323067470646,0.0256220071917529,-0.0693982881019702,0.63745916848699,0.21344130737908,-0.0228590853789137,-0.0935588229363835,-2.77296053586402,0.60378416737086,-0.513852931523213,0.0182249649194054,0.301134930258215,0.496223382684963,0.476351138532636,0.734569905042438,0.646773896032259,0.399423980334923,-0.479381591397286,-0.289101977485855,-1.27048398548613,0.21526533017832,-0.903505315257536,-0.0496742125796895,-0.0955671177171891,0.200064238440673,0.38034722468623,0.356407702218836,1.22354910113519,0.139301104426898,-0.23546770375948,-0.210724083890355,-1.73169911091235,0.709697889668673,-0.210523273604606,0.00824797290157216,-0.133348721654666,0.335655108403605,0.406112454911713,0.175000706393303,0.605738041652411,0.152779356054948,0.308802321724947,-0.103395275583855,-16535.9059480024
-2.54400665168766,-0.472857613125369,0.124206278948972,1.90100537204547,1.32833049735674,-0.237673086315774,-0.0423835676673864,0.0336380580151451,-0.935546202690803,-1.06111965540633,-1.45242736150983,-2.50831312886778,-0.219212008333029,1.4330912242178,1.13805950626674,1.14699257417597,-0.0931524649769708,-0.0911040006497164,-0.0476682484036498,-0.692041309055084,-0.730704740331897,-1.20742059913657,-1.99351638860832,-0.307547282848269,5.75313659077629,3.10282489934486,3.81142884901296,-0.130853511281022,-0.10139248649318,-0.069543929176634,-0.0717660966885202,-0.0908695598334593,-1.49715975286137,-13.9057929892931,-0.230072971441976,1.14315960902533,0.709248428387393,0.781382954181778,-0.0852480621245823,-0.068309453091959,-0.0686886561564537,0.0492344330265675,0.117273676203276,-4.03123863395401,-9.82138335920429,-0.301113258212182,0.469142189330026,0.470755610146133,0.546893223784596,-0.235785576438278,-0.238876509650468,-0.219327709351412,-0.282407994021433,-0.387751774380739,-1.02546051119125,-3.51804765069758,-0.143977644303247,0.167553729272952,-0.139498454193618,0.204053236144247,0.00367974549204051,-0.0184127476770235,-0.0197533360161335,-0.386244321243678,-0.471262929849892,-0.146510204329154,-2.53508663132858,0.736473335220356,-0.899885825589808,-0.00238677001176545,-0.517359718061504,0.190394136318706,-0.812905564711162,-0.808328037759754,1.22886586540126,0.325034961933947,0.508068364093004,-0.221549529879665,-1.2132331649939,0.613140043075529,-0.857297033789029,-0.00297186158834916,-0.214906812037711,0.470109007096727,0.0217409766954788,-0.073066931821679,0.634725409755149,0.212027484679021,-0.0209330057468115,-0.0943070289391398,-2.76811279447876,0.606749064789519,-0.513000165932818,0.0181626030785095,0.302270976021027,0.494750812066958,0.471538147133876,0.732601311094454,0.642992516926375,0.398220150198564,-0.482321008960522,-0.291016204773256,-1.26509937068671,0.217602284971045,-0.905285063620666,-0.0497098167121413,-0.0926905324494798,0.196872734145607,0.376066020137499,0.351917454162392,1.21839884363912,0.138518308168131,-0.23193591074497,-0.212438051367134,-1.73012275211166,0.713044973514532,-0.210436802584283,0.00826893426968363,-0.130689719076884,0.333913364848077,0.40292837968665,0.172369927287685,0.602797275090743,0.151675299437363,0.310553912474722,-0.104176563933044,-16535.895931875
-2.55223151321981,-0.473211365160684,0.116055271985974,1.90249233752122,1.32911307329686,-0.237864095005766,-0.0429397674440336,0.0348164449424008,-0.937321149590867,-1.05865130119434,-1.45091100291277,-2.50895779882364,-0.219333383193943,1.43161046128934,1.1378268572054,1.14659197421178,-0.093127237525507,-0.0910683322431952,-0.0476836358512526,-0.692712150956117,-0.731476491435449,-1.20669261792315,-1.99318075845197,-0.306964179679892,5.75174504035689,3.10279144322604,3.81809491571286,-0.130917122643549,-0.101401682988134,-0.0694699198789399,-0.0712231142681076,-0.0902426005469661,-1.49890339146927,-13.9102216131183,-0.230175922465786,1.1422201016894,0.708793988194643,0.78414956687309,-0.0852508802971789,-0.0683575648979224,-0.0686639557746625,0.0479620302933431,0.116328798880504,-4.03243413465838,-9.8161585504439,-0.301045856223754,0.468834476194044,0.470666132690998,0.547149984358538,-0.235583532079992,-0.238745323914962,-0.219162483883314,-0.28286191634541,-0.388103328302636,-1.02436441491549,-3.51731087967663,-0.144230625031702,0.168757389919542,-0.139388348015992,0.204206411489393,0.00370881868840412,-0.0183421551745002,-0.0197840339881577,-0.385351901707357,-0.470534939839696,-0.146643228026959,-2.53590061937228,0.736862610511655,-0.900192077135303,-0.00238591073631497,-0.518030452983203,0.190303818050842,-0.81370564496703,-0.808310034249614,1.22937794886652,0.325022551892713,0.508390811096359,-0.221775753555004,-1.21021700432938,0.613501265600045,-0.857161515461515,-0.00300712587080781,-0.214772122218717,0.469429546841557,0.0209976125842805,-0.0741080827912664,0.633512322873996,0.211465855535449,-0.020358325904987,-0.0946223662046203,-2.76508894164392,0.607653134717734,-0.51272793687159,0.018126945296053,0.302302112198112,0.49417157317201,0.470302539998816,0.732546862535547,0.642243466008031,0.397679635311978,-0.483978725717087,-0.291603763529448,-1.262043273111,0.217718872540949,-0.905360810460341,-0.049763545200012,-0.0924754336662326,0.196533408107689,0.375852178482289,0.350688981727632,1.21672456052211,0.137978545493576,-0.231032281115102,-0.212707666518863,-1.72849157460792,0.713500361453918,-0.209826977914248,0.00826276086147443,-0.130386661855984,0.333577332278701,0.402512687074967,0.171676961284105,0.601483008727026,0.151465471819639,0.311123718632251,-0.104583632856661,-16535.89401786
